"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","ACCT_001","ACCT_011A","ACCT_011B1","ACCT_011B2","ACCT_013A","ACCT_013B1","ACCT_013B2","ACCT_014","ACCT_017","ACCT_018A","ACCT_018B1","ACCT_018B2","ACCT_021A","ACCT_022A","ACCT_023A","ACCT_041A","ACCT_058A","ACCT_058B1","ACCT_058B2","ACCT_062","ACCT_063","ACCT_076","ACCT_077","ACCT_078","ACCT_079","ACCT_081","ACCT_082","ACCT_090","ACCT_099","ACCT_110","ACCT_119","ACCT_120","ACCT_124","ACCT_125A","ACCT_125B","ACCT_125C","ACCT_125D","ACCT_125E","ACCT_126A","ACCT_126B","ACCT_126C","ACCT_126D","ACCT_126E","ACCT_131","ACCT_132","ACCT_133","ACCT_134","ACCT_135","ACCT_140","ACCT_142","ACCT_143","ACCT_144","ACCT_210","ACCT_230","ACCT_250","ACCT_260","ACCT_270","ACCT_280","ACCT_290","ACCT_305","ACCT_310","ACCT_314","ACCT_315","ACCT_320","ACCT_360","ACCT_370","ACCT_381","ACCT_384","ACCT_385","ACCT_389","ACCT_391","ACCT_393","ACCT_395","ACCT_396","ACCT_397","ACCT_399","ACCT_420","ACCT_430","ACCT_440","ACCT_451","ACCT_452","ACCT_453","ACCT_454","ACCT_455","ACCT_458","ACCT_460","ACCT_463","ACCT_475","ACCT_481","ACCT_482","ACCT_532","ACCT_547","ACCT_548","ACCT_549","ACCT_553","ACCT_554","ACCT_555","ACCT_560","ACCT_561","ACCT_564A","ACCT_564B","ACCT_593","ACCT_594","ACCT_595","ACCT_596","ACCT_599","ACCT_002","ACCT_115","ACCT_116","ACCT_117","ACCT_350","ACCT_565","Acct_661A","Acct_769A","Acct_769B","Acct_820A","Acct_954","Acct_925A","Acct_925B1","Acct_925B2","Acct_010A","Acct_010B","Acct_010C","Acct_730A","Acct_730B","Acct_730C","Acct_799I","Acct_814A","Acct_889A","Acct_889B","Acct_892A","Acct_892B","Acct_945A","Acct_945B","Acct_996","Acct_997","Acct_998","Acct_999","ACCT_779A","ACCT_785A","ACCT_798A","ACCT_814B","ACCT_865A","ACCT_900A","ACCT_900B","ACCT_900C","ACCT_900D","ACCT_900F","ACCT_903","ACCT_904","ACCT_905","ACCT_906","ACCT_961A","ACCT_972A","ACCT_972B","ACCT_972C","ACCT_972D","ACCT_972E","ACCT_973A","ACCT_973B","ACCT_976B","ACCT_982A","ACCT_982B","ACCT_982C","ACCT_982D","ACCT_982E","ACCT_983A","ACCT_983B","ACCT_986B","ACCT_617A","ACCT_618A","ACCT_718A","ACCT_617B","ACCT_617C","ACCT_618B","ACCT_618C","ACCT_883A","ACCT_883B1","ACCT_883B2","ACCT_883C","ACCT_881","ACCT_882","ACCT_822","ACCT_567","ACCT_568","ACCT_020C","ACCT_021C","ACCT_022C","ACCT_023C","ACCT_041C","ACCT_020D","ACCT_021D","ACCT_022D","ACCT_023D","ACCT_041D","ACCT_713A","ACCT_714A","ACCT_715A","ACCT_716A","ACCT_020E","ACCT_021E","ACCT_022E","ACCT_023E","ACCT_041E","ACCT_020F","ACCT_021F","ACCT_022F","ACCT_023F","ACCT_041F","ACCT_065A","ACCT_065B","ACCT_065C","ACCT_065D","ACCT_065E","ACCT_067A","ACCT_067B","ACCT_067C","ACCT_550J","ACCT_550K","ACCT_550L","ACCT_551J","ACCT_551K","ACCT_551L","ACCT_029A","ACCT_029B","ACCT_029C","ACCT_029D","ACCT_029E","ACCT_030A","ACCT_030B","ACCT_030C","ACCT_030D","ACCT_030E","ACCT_032A","ACCT_032B","ACCT_032C","ACCT_032D","ACCT_032E","ACCT_704F1","ACCT_704F2","ACCT_704F3","ACCT_704F4","ACCT_811B","ACCT_PP0027","ACCT_PP0029","ACCT_PP0031"
108,3/31/2026 0:00:00,58,0,0,0,0,35807142,325552,5000,45727697,0,35807142,325552,5000,0,0,0,8,0,0,0,0,62025,0,0,0,0,0,0,0,0,205475,0,220432,0,0,0,0,0,0,0,0,0,0,0,18101,0,0,0,0,0,0,0,0,171387,2859,22400,69294,1469,37653,3678,0,0,0,0,2104,10109,3819610,0,0,5775671,0,0,0,0,171996,420847,0,0,0,0,201,1602,149,3542,152,140,5786,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,425907,0,46055,87615,0,60894,0,251621,137963,0,0,0,0,0,0,0,526962,1641516,0,0,0,0,0,0,0,0,0,0,9149676,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300000,0,0,2017,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,3/31/2026 0:00:00,59,0,0,0,0,31703130,1799457,757952,40584361,0,31703130,1799457,757952,0,0,0,0,0,0,0,0,92025,0,0,0,0,0,0,0,0,464676,0,47890,0,0,0,0,0,0,0,0,0,0,0,3483,0,0,0,0,0,0,0,0,59896,770,19415,21496,0,142,0,0,0,0,0,1858,2835,0,0,0,0,0,0,0,0,0,0,0,0,0,11600,211,65,141,803,0,0,1220,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,512566,0,21661,282570,0,145245,0,0,127309,0,0,0,0,0,0,0,26143,2861103,0,0,0,0,0,0,0,0,0,0,6048089,1490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,3/31/2026 0:00:00,62,0,0,0,0,66014756,10893588,0,89801774,0,66014756,10893588,0,0,0,0,29,0,0,0,0,122024,0,0,0,0,0,0,0,0,113306,0,543965,0,0,0,0,0,0,0,0,0,0,0,10840,0,0,0,0,0,0,0,0,186112,3121,29774,138679,1294,3949,10983,0,3483,0,0,0,7083,227671,0,0,259891,0,0,0,0,505216,1364563,0,0,0,0,837,1483,398,3138,1068,0,6924,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,657271,0,12483,454069,0,-129029,0,92108,75000,0,0,0,0,0,0,0,221921,3210057,0,0,0,0,0,0,0,0,0,0,17094050,1904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,41788,0,0,0,0,0,0,0,0,0,11915673,0,0,113396,1790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,3/31/2026 0:00:00,63,0,0,0,0,122338039,501210,0,134031108,0,122338039,501210,0,0,0,0,34,0,0,0,0,92025,0,0,0,0,0,0,0,0,1342459,0,374153,0,0,0,0,0,0,0,0,0,0,0,209207,0,0,0,0,0,0,0,0,630614,1089,106555,275976,51764,176571,59197,0,0,0,0,5670,8078,19443652,0,0,2263006,0,0,0,0,0,7098177,0,0,0,0,689,3677,127,10576,0,369,15438,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,1716612,0,401414,369008,0,278476,0,200800,0,0,0,0,0,0,0,0,577046,21750346,0,0,0,0,0,0,0,0,-397990,0,11423622,852,0,0,0,176133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,9229648,0,0,0,0,0,0,0,0,0,10040000,0,0,3788910,1694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,3/31/2026 0:00:00,69,0,0,0,0,863461,0,0,1039187,0,863461,0,0,0,0,0,1,0,0,0,0,122024,0,0,0,0,0,0,0,0,3692,0,7510,0,0,0,0,0,0,0,0,0,0,0,555,0,0,0,0,0,0,0,0,7976,0,0,3215,0,1036,625,0,0,0,0,0,168,21523,0,0,23568,0,0,0,0,0,111286,0,0,0,0,0,0,0,153,62,0,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,11202,0,555,228,0,-1491,0,3333,0,0,0,0,0,0,0,0,557,120507,0,0,0,0,0,0,0,0,0,0,171724,1652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,3/31/2026 0:00:00,70,0,0,0,0,96610167,2419633,50627,116990819,0,96610167,2419633,50627,0,0,0,35,0,0,0,0,62025,0,0,0,0,0,0,0,0,763717,0,583899,0,0,0,0,0,0,0,0,0,0,0,96672,0,0,0,0,0,0,0,0,419701,4164,35426,82134,24048,76894,219539,0,0,0,0,5407,15319,10750014,0,0,8799696,0,0,0,0,1259519,533249,0,0,0,116912,748,3442,248,7454,274,144,12310,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2,0,0,0,0,0,0,1347616,0,213584,260663,0,417905,0,461679,41624,0,0,0,0,0,0,0,869725,9399460,0,0,0,0,0,0,0,0,0,0,17491273,1495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366,5643541,0,0,0,0,0,0,0,0,0,19459278,0,0,479330,1604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,3/31/2026 0:00:00,72,0,0,0,0,39829601,71874,10623,44992494,0,39829601,71874,10623,0,0,0,28,0,0,0,0,62025,0,0,0,0,0,0,0,0,388396,0,112463,0,0,0,0,0,0,0,0,0,0,0,97705,0,0,0,0,0,0,0,0,193372,441,37044,96699,62,37701,67902,0,0,0,0,2473,6077,18186920,0,0,2364151,0,0,0,0,489379,440107,0,0,0,35970,120,3408,50,9418,27,0,13023,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,500859,0,133675,20164,0,134773,0,72987,3222,0,0,0,0,0,0,0,724668,3063753,0,0,0,0,0,0,0,0,0,0,4970164,1105,0,0,0,36228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,781,19093278,0,0,0,0,0,0,0,0,0,3650000,0,0,733750,1781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,3/31/2026 0:00:00,74,0,0,0,0,4956189,0,0,5468566,0,4956189,0,0,0,0,0,0,0,0,0,0,82025,0,0,0,0,0,0,0,0,45317,1808,6521,0,0,0,0,0,0,0,0,0,0,0,760,0,0,0,0,0,0,0,0,8364,0,0,2254,0,352,1685,0,0,0,0,251,0,1564520,0,0,1593368,0,0,0,0,0,35013,0,0,0,0,0,0,0,342,0,0,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,50030,0,760,29898,0,7386,0,0,0,0,0,0,0,0,0,0,0,531193,0,0,0,0,0,0,0,0,0,0,510855,934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,486722,0,0,35013,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,3/31/2026 0:00:00,75,0,0,0,0,1325678,0,0,1481169,0,1325678,0,0,0,0,0,0,0,0,0,0,122025,0,0,0,0,0,0,0,0,12616,0,3275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1615,0,0,1129,0,0,546,0,0,0,0,0,0,660345,0,0,271803,0,0,0,0,0,18435,0,0,0,0,0,0,0,114,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,15891,0,0,8424,0,4177,0,11176,0,0,0,0,0,0,0,0,0,168355,0,0,0,0,0,0,0,0,0,0,155262,1048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,3/31/2026 0:00:00,77,0,0,0,0,387838577,26806978,3307203,503364289,0,393712577,31384978,3307203,0,0,0,140,0,0,0,0,62025,0,0,0,0,0,0,0,0,4777270,0,927375,0,0,0,0,0,0,0,0,0,0,0,425043,0,0,0,0,0,0,0,0,2339560,50243,137210,952557,186475,339223,194220,0,9143,0,0,20934,123507,25411216,0,0,27324882,0,0,0,0,16717057,12941935,0,0,0,0,1946,12495,566,32150,0,1749,48950,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,5704645,0,837643,1350092,0,612092,0,0,0,0,0,0,0,0,0,472271511,5124926,39797638,0,0,0,0,0,0,0,0,0,0,43750065,926,0,0,0,175647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,3768103,0,0,0,0,0,15000000,14000000,0,29000000,147413700,0,0,6840711,1717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,3/31/2026 0:00:00,78,0,0,0,0,993777794,12928308,10062447,1158996534,0,997663157,12928308,10062447,0,0,0,370,0,0,0,0,122025,0,0,0,0,0,0,0,0,12045445,0,2351528,0,0,0,0,0,0,0,0,0,0,0,699933,0,0,0,0,0,0,0,0,5470687,55521,447060,1802454,303777,1043433,222544,0,0,0,0,39000,46586,75402463,0,0,68675434,0,0,0,0,51831970,87819208,0,0,0,0,8246,37926,2678,74612,0,2665,126506,0,0,0,0,0,0,0,0,0,0,0,0,0,168,1,0,0,0,0,0,0,14396973,0,2005015,4114022,0,1182294,0,435502,3480575,0,0,0,0,0,0,1135259540,3062755,178202003,0,0,0,0,0,0,0,0,0,0,135510288,1194,0,70981610,0,66734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2503,137072972,0,0,0,0,0,0,0,0,0,200429922,0,0,1230867,1669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,708490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,3/31/2026 0:00:00,80,0,0,0,0,275485,0,0,350269,0,275485,0,0,0,0,0,2,0,0,0,0,32026,0,0,0,0,0,0,0,0,1389,0,2232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3902,300,0,1819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29899,0,0,0,0,0,0,0,51,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3621,0,0,941,0,-3341,0,557,0,0,0,0,0,0,0,0,20,76748,0,0,0,0,0,0,0,0,0,0,74784,2135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000,0,0,28030,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,3/31/2026 0:00:00,83,0,0,0,0,2002771202,50606895,3606731,2805333521,0,2015334642,66561631,5891751,0,0,0,1020,0,0,0,0,122025,0,0,0,0,0,0,0,0,29365851,0,7698313,0,0,0,0,0,0,0,0,0,0,0,6799258,0,0,0,0,0,0,0,0,13184105,178899,1330151,2854203,649898,1603105,4682507,0,0,0,0,91107,1104892,256795051,0,0,38589771,0,0,0,0,38636577,76813876,0,0,-44197,0,14115,89631,2407,94826,13186,6383,224188,0,0,0,0,0,0,0,0,0,0,0,0,0,493,9,0,0,0,0,0,0,37064164,0,14539971,11323714,0,12820779,0,1150000,189,0,0,0,0,0,0,2744183935,9990061,81001332,0,0,0,0,0,0,0,46316,0,0,373092730,1360,0,1354002523,0,769135,0,300000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4263,80512512,0,0,0,0,0,330599085,0,0,330599085,1003667989,0,0,30004865,1632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1262687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,3/31/2026 0:00:00,85,0,0,0,0,152877024,5314283,783261,179557306,0,152877024,5314283,783261,0,0,0,54,0,0,0,0,122024,0,0,0,0,0,0,0,0,1398115,0,509522,0,0,0,0,0,0,0,0,0,0,0,140639,0,0,0,0,0,0,0,0,775079,4445,146523,344636,15511,161754,100077,0,0,0,0,6300,15058,8395213,0,0,13583940,0,0,0,0,4244624,5278385,0,0,0,0,707,7513,560,12321,0,588,21689,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,1907637,0,295035,281362,0,111927,0,0,0,0,0,0,0,0,0,0,765062,18210523,0,0,0,0,0,0,0,0,0,0,18152143,1011,0,0,0,6273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35353997,0,0,120628,1609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,3/31/2026 0:00:00,87,0,0,0,0,627814473,21338488,1484402,739561011,0,627814473,21338488,1484402,0,0,0,139,0,0,0,0,122025,0,0,0,0,0,0,0,0,7303313,0,1682994,0,0,0,0,0,0,0,0,0,0,0,1666305,0,0,0,0,0,0,0,0,4053816,28727,243619,488835,249230,451641,668974,0,0,0,0,30249,87070,98474793,0,0,12065641,0,0,0,0,5912374,15092417,0,0,0,133904,7089,28258,1482,46971,0,3622,87422,0,0,0,0,0,0,0,0,0,0,0,0,0,170,7,0,0,0,0,0,0,8986307,0,2943939,2874562,0,2603323,0,1500000,969103,0,0,0,0,0,0,0,9304486,82659289,0,0,0,0,0,0,0,0,0,0,78489557,1061,0,341449658,0,180055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356654297,0,0,2703923,1609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,3/31/2026 0:00:00,88,0,0,0,0,33945737,190000,0,41566783,0,37037737,190000,0,0,0,0,8,0,0,0,0,92025,0,0,0,0,0,0,0,0,399663,0,83802,0,0,0,0,0,0,0,0,0,0,0,51907,0,0,0,0,0,0,0,0,201761,10607,35398,121613,9580,18756,48338,0,0,0,0,1871,4372,7576012,0,0,11087764,0,0,0,0,0,437443,0,0,0,0,32,1172,12,4803,349,31,6407,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,483465,0,89843,46268,0,74744,0,49319,792,0,0,0,0,0,0,0,505336,1848073,0,0,0,0,0,0,0,0,0,0,3791390,912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,769,10845848,0,0,0,0,0,0,0,0,0,5000000,0,0,137867,1739.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,3/31/2026 0:00:00,89,0,0,0,0,911117,0,0,1607670,0,911117,0,0,0,0,0,9,0,0,0,0,122024,0,0,0,0,0,0,0,0,17017,0,3334,0,0,0,0,0,0,0,0,0,0,0,480,0,0,0,0,0,0,0,0,17804,0,653,956,0,0,2964,0,1032,0,0,0,6224,0,0,0,0,0,0,0,0,0,472859,0,0,0,0,0,0,0,292,0,0,292,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,20630,0,480,9094,0,-17617,0,830,0,0,0,0,0,0,0,0,10,940395,0,0,0,0,0,0,0,-8575,0,0,705128,4386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,3/31/2026 0:00:00,92,0,0,0,0,1499047737,9900463,4443761,1796417501,0,1499047737,9900463,4443761,0,0,0,240,0,0,0,0,32025,0,0,0,0,0,0,0,0,15398287,0,3797816,0,0,0,0,0,0,0,0,0,0,0,1941323,0,0,0,0,0,0,0,0,7713179,19459,866616,2410388,956942,692612,1474072,0,169,0,0,61031,149108,329221606,0,0,126767668,0,0,0,0,40062131,40343942,0,0,11560,0,7364,101635,3125,170500,24,131,282779,0,0,0,0,0,0,0,0,0,0,0,0,0,308,16,0,0,0,0,0,0,19196103,0,4915613,3843785,0,3935970,0,907843,501087,0,0,0,0,0,0,0,10509026,264399272,0,0,0,0,0,0,0,0,0,0,279736909,1557,0,55486260,0,174836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,955541,0,0,0,0,0,0,0,0,0,403559158,0,0,30056865,1681.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,3/31/2026 0:00:00,100,0,0,0,0,22957199,646010,114089,27508977,0,22957199,646010,114089,0,0,0,8,0,0,0,0,122025,0,0,0,0,0,0,0,0,170599,0,127306,0,0,0,0,0,0,0,0,0,0,0,40534,0,0,0,0,0,0,0,0,122719,3000,34814,57771,11134,22813,141842,0,0,0,0,0,3046,2982035,0,0,1398928,0,0,0,0,0,919586,0,0,0,0,68,2399,37,3825,0,65,6394,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,297905,0,77048,9650,0,-93955,0,196213,0,0,0,0,0,27508977,0,0,221993,7081080,0,0,0,0,0,0,0,0,0,0,3476939,1264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,850000,0,0,121007,1777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,3/31/2026 0:00:00,104,0,0,0,0,18199599,225621,0,20307712,0,18199599,225621,0,0,0,0,5,0,0,0,0,92025,0,0,0,0,0,0,0,0,196260,0,57900,0,0,0,0,0,0,0,0,0,0,0,47112,0,0,0,0,0,0,0,0,85284,3661,4126,32386,3821,31032,27952,0,0,0,0,599,3477,6297263,0,0,2911330,0,0,0,0,125660,290006,0,0,0,0,120,850,49,2484,0,0,3503,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,254160,0,53163,55706,0,46428,0,6091,0,0,0,0,0,0,0,0,85510,7561389,0,0,0,0,0,0,0,0,0,0,1841316,907,0,0,0,27000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,74886,0,0,0,0,0,0,0,0,0,500000,0,0,29202,1785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,3/31/2026 0:00:00,105,0,0,0,0,2057082180,489084776,179027707,3133815679,0,2104065404,489084776,179027707,0,0,0,1323,0,0,0,0,122025,0,0,0,0,0,0,0,0,38814786,0,2661207,0,0,0,0,0,0,0,0,0,0,0,7681325,0,0,0,0,0,0,0,0,17351955,344651,1955733,6801853,3335956,1797826,-303358,0,0,0,0,122100,717574,760538261,0,0,378061522,0,0,0,0,149045348,120946000,0,0,0,0,16042,118115,6542,566792,0,11239,718732,0,0,0,0,0,0,0,0,0,0,0,0,0,546,6,0,0,0,0,0,0,41475993,0,13849201,13762707,0,1678197,2116832,0,1885867,0,44000000,0,0,0,0,2987484358,38733910,167231906,0,0,0,0,0,0,0,0,-469129,-2300000,336016603,1125,0,602497489,0,2172343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53443,1178122633,0,0,0,0,0,0,0,0,0,651765337,0,0,7717863,1792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11203317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
