"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","ACCT_811B3","ACCT_811B4","ACCT_811B5","ACCT_811C3","ACCT_811C4","ACCT_811C5","ACCT_811D","ACCT_811D1","ACCT_811D2","ACCT_811E","ACCT_811E1","ACCT_811E2","ACCT_812A1","ACCT_812B1","ACCT_812C","ACCT_813A1","ACCT_813A2","ACCT_813B1","ACCT_814A6","ACCT_814A7","ACCT_814A8","ACCT_814J3","ACCT_814J4","ACCT_814J5","ACCT_814K","ACCT_814K1","ACCT_814K2","ACCT_815A1","ACCT_815B1","ACCT_815C","ACCT_816B3","ACCT_816B4","ACCT_816B5","ACCT_816T","ACCT_816T1","ACCT_816T2","ACCT_822A1","ACCT_822B1","ACCT_822C","ACCT_900A1","ACCT_900B1","ACCT_900C5","ACCT_900C6","ACCT_900C7","ACCT_900C8","ACCT_900H2","ACCT_900H3","ACCT_900J2","ACCT_900J3","ACCT_900K2","ACCT_900K3","ACCT_900K4","ACCT_900L2","ACCT_900L3","ACCT_900M","ACCT_900M1","ACCT_900P","ACCT_900T1","ACCT_959A","ACCT_960A","ACCT_960B","ACCT_961A5","ACCT_961A6","ACCT_961A7","ACCT_961A8","ACCT_961A9","ACCT_963C"
1,3/31/2026 0:00:00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156
6,3/31/2026 0:00:00,7,0,0,0,0,0,0,996920,0,0,0,0,0,0,0,35642555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15089,0,0,5053595,41767765,0,0,0,0,59606,19,1,1,6,0,0,1,1,3,0,4,1,5,8,0,0,0,15,20,199,226,0,0,0,0,0,0,651
12,3/31/2026 0:00:00,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2767210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409805,0,0,0,3205847,0,0,0,0,28832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,115,0,0,0,0,0,0,24
13,3/31/2026 0:00:00,12,0,0,0,0,0,0,66005388,0,0,0,0,0,0,0,34462291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37935939,138620425,0,0,0,0,216807,0,3,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,3,2076,1765,0,0,0,0,0,0,913
16,3/31/2026 0:00:00,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40661,0,0,0,74566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,0,0,0,0,0,0,3
19,3/31/2026 0:00:00,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
22,3/31/2026 0:00:00,17,0,0,0,0,0,0,94478272,0,0,0,0,0,0,0,50821642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,499666,0,0,40980,145875738,0,0,0,0,35178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,2753,0,0,0,0,0,0,105
26,3/31/2026 0:00:00,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,691687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,813467,0,0,0,0,121780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,54
28,3/31/2026 0:00:00,21,0,0,0,0,0,0,97490587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16982711,0,0,0,0,9662487,0,0,475175,169202289,0,0,0,0,61574040,402,10,0,8,0,0,0,0,219,10,277,10,285,117,0,14,0,176,412,2092,4350,13,0,0,0,0,0,2897
42,3/31/2026 0:00:00,29,0,0,0,0,0,0,17046681,0,0,0,0,0,0,0,9442211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27316603,0,0,0,0,827711,7,0,0,0,0,0,1,0,5,0,6,0,6,1,0,0,0,1,7,199,587,0,0,0,0,0,0,36
47,3/31/2026 0:00:00,30,0,0,0,0,0,0,3084358,0,0,0,0,0,0,0,2514736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233208,0,0,0,5832302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,106,0,0,0,0,0,0,101
48,3/31/2026 0:00:00,31,0,0,0,0,0,0,33157,0,0,0,0,0,0,0,1092299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143987,0,0,161539,1430982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,21,5,0,0,0,0,0,100
51,3/31/2026 0:00:00,32,0,0,0,0,0,0,596114762,0,0,0,0,0,0,0,622755184,0,0,0,0,0,0,0,0,0,35631667,0,0,0,0,48420514,0,0,110844339,1657377340,0,0,0,0,279242541,654,12,5,14,0,0,86,2,150,9,365,12,377,270,0,126,1,289,666,21447,21288,6,0,0,0,0,0,4954
53,3/31/2026 0:00:00,33,0,0,0,0,0,0,3399244,0,0,0,0,0,0,0,6185350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10683799,0,0,0,0,1099205,0,16,0,0,0,0,0,0,0,12,0,16,16,0,0,0,4,0,16,69,113,0,0,0,0,0,0,12
60,3/31/2026 0:00:00,35,0,0,0,0,0,0,28984157,0,0,0,0,0,0,0,36433059,0,0,0,0,0,0,0,0,0,2199106,0,0,0,0,2277867,0,0,0,73021811,0,0,0,0,5326728,230,8,8,90,0,0,20,8,17,0,45,8,53,87,0,7,0,185,238,459,1355,0,0,0,0,0,0,1142
77,3/31/2026 0:00:00,41,0,0,0,0,0,0,1934014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218894,0,0,0,0,125922,0,0,0,7273387,0,0,0,0,5213451,45,5,0,0,0,0,9,0,0,1,26,4,30,19,0,12,0,20,50,85,146,0,0,0,0,1,1,223
79,3/31/2026 0:00:00,43,0,0,0,0,0,0,37571489,0,0,0,0,0,0,0,36337347,0,0,0,0,0,0,0,0,0,7247520,0,0,0,0,0,0,0,4854771,97090994,0,0,0,0,18327387,295,0,20,116,0,0,74,0,28,0,118,0,118,41,0,15,0,177,295,1062,1034,3,0,0,0,0,0,1776
82,3/31/2026 0:00:00,46,0,0,0,0,0,0,55972277,0,0,0,0,0,0,0,10407302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8860801,0,0,1194498,76920174,0,0,0,0,485296,30,1,0,0,0,0,4,0,18,1,30,1,31,0,0,8,0,0,31,707,680,0,0,0,0,0,0,32
90,3/31/2026 0:00:00,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,632213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,632213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,3/31/2026 0:00:00,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,10
107,3/31/2026 0:00:00,57,0,0,0,0,0,0,58208,0,0,0,0,0,0,0,4183223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24693,0,0,0,4902090,0,0,0,0,635966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,96,0,0,0,0,0,0,31
108,3/31/2026 0:00:00,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,423216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,423216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,109
110,3/31/2026 0:00:00,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,15,0,15,0,0,15,0,0,15,60,0,0,0,0,0,0,0,18
119,3/31/2026 0:00:00,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,622195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,622195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,11
120,3/31/2026 0:00:00,63,0,0,0,0,0,0,13984749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14939797,0,0,0,0,955048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,417,0,0,0,0,0,0,6
132,3/31/2026 0:00:00,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,3/31/2026 0:00:00,70,0,0,0,0,0,0,3579306,0,0,0,0,0,0,0,5106247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,847536,0,0,479904,10370612,0,0,0,0,357619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390,271,0,0,0,0,0,0,173
138,3/31/2026 0:00:00,72,0,0,0,0,0,0,380253,0,0,0,0,0,0,0,2242011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2666208,0,0,0,0,43944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,34,0,0,0,0,0,0,81
146,3/31/2026 0:00:00,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48
147,3/31/2026 0:00:00,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
150,3/31/2026 0:00:00,77,0,0,0,0,0,0,21499706,0,0,0,0,0,0,0,65194655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13834450,0,0,3009939,115820993,0,0,0,0,12282243,11,43,0,0,0,0,0,1,5,27,11,37,48,0,6,6,8,6,54,425,816,4,0,0,0,0,0,33
151,3/31/2026 0:00:00,78,0,0,0,0,0,0,47777124,0,0,0,0,0,0,0,168058837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26449363,0,0,0,243498134,0,0,0,0,1212810,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,2,2425,1779,0,0,0,0,0,0,137
153,3/31/2026 0:00:00,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,3/31/2026 0:00:00,83,0,0,0,0,0,0,135143981,0,0,0,0,0,0,0,153638161,0,0,0,0,0,0,0,0,0,94042228,0,0,0,0,7762172,0,0,8076130,315813225,0,0,0,0,11192781,1517,8,5,586,0,0,223,1,76,3,326,6,343,600,2,12,2,1230,1525,4260,5712,127,3,0,0,0,3,3539
162,3/31/2026 0:00:00,85,0,0,0,0,0,0,16440182,0,0,0,0,0,0,0,11632949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2092958,0,0,0,31842598,0,0,0,0,1676509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,237,0,0,0,0,0,0,431
167,3/31/2026 0:00:00,87,0,0,0,0,0,0,15822303,0,0,0,0,0,0,0,9406860,0,0,0,0,0,0,0,0,0,9887758,0,0,0,0,1512404,0,0,1653457,28395024,0,0,0,0,0,523,4,6,28,0,0,140,2,0,0,232,4,236,257,0,69,1,291,527,1960,648,0,22,0,0,0,22,2599
168,3/31/2026 0:00:00,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398500,0,0,0,0,398500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,54,0,0,0,0,0,0,226
169,3/31/2026 0:00:00,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,3/31/2026 0:00:00,92,0,0,0,0,0,0,23441847,0,0,0,0,0,0,0,96928782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34859763,212743303,0,0,0,0,57512911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2528,1206,0,0,0,0,0,0,1945
187,3/31/2026 0:00:00,100,0,0,0,0,0,0,27485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376790,0,0,107995,516669,0,0,0,0,4399,4,0,0,0,0,0,0,0,3,0,4,0,4,0,0,1,0,0,4,37,22,3,0,0,0,0,0,38
195,3/31/2026 0:00:00,104,0,0,0,0,0,0,38287,0,0,0,0,0,0,0,451958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,732863,0,0,0,0,242618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,134
196,3/31/2026 0:00:00,105,0,0,0,0,0,0,24842676,0,0,0,0,0,0,0,420367521,0,0,0,0,0,0,0,0,0,4465550,0,0,0,0,0,0,0,13152370,539769305,0,0,0,0,81406738,559,0,2,2,0,0,168,0,132,0,308,0,308,247,0,8,0,251,559,2813,8036,6,0,0,0,0,0,5191
198,3/31/2026 0:00:00,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,60
199,3/31/2026 0:00:00,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158833,0,0,1780126,6347394,0,0,0,0,4031289,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,536,11,0,0,0,0,0,0,290
200,3/31/2026 0:00:00,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,11
205,3/31/2026 0:00:00,112,0,0,0,0,0,0,5658299,0,0,0,0,0,0,0,21470591,0,0,0,0,0,0,0,0,0,135180,0,0,0,0,0,0,0,14500,31015190,0,0,0,0,3871800,14,12,0,0,0,0,1,0,1,0,14,11,26,0,1,12,11,1,26,960,629,0,0,0,0,0,0,42
216,3/31/2026 0:00:00,116,0,0,0,0,0,0,2773281,0,0,0,0,0,0,0,8504788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,648898,0,0,663480,13838785,0,0,0,0,1248338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,114,0,0,0,0,0,0,4
220,3/31/2026 0:00:00,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178
224,3/31/2026 0:00:00,119,0,0,0,0,0,0,2752211,0,0,0,0,0,0,0,4801571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71939,0,0,0,9405810,0,0,0,0,1780089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,217,2,0,0,0,0,0,288
227,3/31/2026 0:00:00,121,0,0,0,0,0,0,3184460470,0,0,0,0,0,0,0,7213455169,0,0,0,0,0,0,0,0,0,11347550,0,0,0,0,134163160,0,0,470766121,11002844920,0,0,0,0,0,385,5,0,0,0,0,3,0,19,5,31,5,36,354,0,2,0,354,390,32735,42359,3,0,0,0,0,0,51925
233,3/31/2026 0:00:00,124,0,0,0,0,0,0,1877821,0,0,0,0,0,0,0,28056802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1672914,0,0,0,33203037,0,0,0,0,1595500,0,12,0,0,0,0,0,0,0,0,0,12,12,0,0,0,12,0,12,548,220,0,0,0,0,0,0,215
234,3/31/2026 0:00:00,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4562257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4562257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,36,0,0,0,0,0,0,97
240,3/31/2026 0:00:00,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9162867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9740804,0,0,0,0,577937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,272,0,0,0,0,0,0,74
242,3/31/2026 0:00:00,129,0,0,0,0,0,0,1209708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1359538,4463965,0,0,0,0,1894719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,105,0,0,0,0,0,0,735
256,3/31/2026 0:00:00,136,0,0,0,0,0,0,8486168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3397140,0,0,300000,12658446,0,0,0,0,475138,48,42,0,0,0,0,5,0,19,32,48,42,90,0,0,21,0,0,90,239,285,0,0,0,10,0,10,174
258,3/31/2026 0:00:00,137,0,0,0,0,0,0,982992,0,0,0,0,0,0,0,46313630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104475,0,0,1522371,48969911,0,0,0,0,46443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341,130,0,0,0,0,0,0,452
262,3/31/2026 0:00:00,139,0,0,0,0,0,0,2732672,0,0,0,0,0,0,0,2046665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,748676,0,0,0,6833510,0,0,0,0,1305497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,105,0,0,0,0,0,0,42
266,3/31/2026 0:00:00,143,0,0,0,0,0,0,13957702,0,0,0,0,0,0,0,16195835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2919429,0,0,0,33519312,0,0,0,0,446346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,471,0,0,0,0,0,0,54
274,3/31/2026 0:00:00,149,0,0,0,0,0,0,5828449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222332,0,0,0,0,0,0,0,1167120,6995569,0,0,0,0,0,41,0,0,0,0,0,5,0,4,0,9,0,9,32,0,0,0,32,41,150,257,3,0,0,0,0,0,734
277,3/31/2026 0:00:00,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,3/31/2026 0:00:00,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
288,3/31/2026 0:00:00,155,0,0,0,0,0,0,515065,0,0,0,0,0,0,0,438367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,953432,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,33,0,0,0,0,0,0,62
294,3/31/2026 0:00:00,160,0,0,0,0,0,0,14818005,0,0,0,0,0,0,0,48327024,0,0,0,0,0,0,0,0,0,281473,0,0,0,0,53529,0,0,8001775,71371970,0,0,0,0,171637,22,71,0,0,0,0,0,28,0,32,4,71,75,18,0,4,8,18,93,869,1388,0,0,0,0,0,0,869
303,3/31/2026 0:00:00,166,0,0,0,0,0,0,4545866,0,0,0,0,0,0,0,16973790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,0,0,656871,22287229,0,0,0,0,104702,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,5,139,539,0,0,0,0,0,0,12
306,3/31/2026 0:00:00,168,0,0,0,0,0,0,6993696,0,0,0,0,0,0,0,10191887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17185583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,402,0,0,0,0,0,0,94
319,3/31/2026 0:00:00,173,0,0,0,0,0,0,25876916,0,0,0,0,0,0,0,49716460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7545547,0,0,0,87810284,0,0,0,0,4671361,0,25,0,0,0,0,0,4,0,13,0,25,25,0,0,0,7,0,25,383,1311,0,0,0,0,0,0,81
320,3/31/2026 0:00:00,174,0,0,0,0,0,0,2913907,0,0,0,0,0,0,0,4239664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1973363,0,0,0,9126934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,137,0,0,0,0,0,0,3
340,3/31/2026 0:00:00,183,0,0,0,0,0,0,22271600,0,0,0,0,0,0,0,128083883,0,0,0,0,0,0,0,0,0,1536483,0,0,0,0,4734626,0,0,0,156908357,0,0,0,0,1818248,48,11,0,0,0,0,14,3,11,4,28,11,41,20,0,0,0,20,59,1406,1157,0,0,0,0,0,0,183
352,3/31/2026 0:00:00,188,0,0,0,0,0,0,49678720,0,0,0,0,0,0,0,54420529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6764342,117515404,0,0,0,0,6651813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,613,738,0,0,0,0,0,0,832
361,3/31/2026 0:00:00,193,0,0,0,0,0,0,68929207,0,0,0,0,0,0,0,47565398,0,0,0,0,0,0,0,0,0,11038175,0,0,0,0,3518881,0,0,500,141406861,0,0,0,0,21392875,67,72,1,0,0,0,13,3,36,38,58,62,120,8,10,1,17,20,139,1061,1646,0,0,0,0,0,0,1291
367,3/31/2026 0:00:00,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2640381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400616,0,0,0,3040997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1
370,3/31/2026 0:00:00,201,0,0,0,0,0,0,329145,0,0,0,0,0,0,0,4451159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4780304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,41,0,0,0,0,0,0,27
373,3/31/2026 0:00:00,203,0,0,0,0,0,0,3642000,0,0,0,0,0,0,0,7002859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12392312,0,0,0,0,1747453,22,0,0,0,0,0,0,0,20,0,20,0,20,2,0,0,0,3,22,434,124,0,0,0,0,0,0,53
376,3/31/2026 0:00:00,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,72
378,3/31/2026 0:00:00,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
383,3/31/2026 0:00:00,211,0,0,0,0,0,0,1068215,0,0,0,0,0,0,0,7479013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,519658,9378708,0,0,0,0,311822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,1,0,0,0,0,0,31
389,3/31/2026 0:00:00,214,0,0,0,0,0,0,7825822,0,0,0,0,0,0,0,17974733,0,0,0,0,0,0,0,0,0,214771,0,0,0,0,109034,0,0,3259059,31362915,0,0,0,0,2194267,0,128,0,0,0,0,0,37,0,80,0,127,127,0,1,0,0,1,128,199,463,0,0,0,0,0,0,144
390,3/31/2026 0:00:00,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2851801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2851801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,2,0,0,0,0,0,0,134
395,3/31/2026 0:00:00,217,0,0,0,0,0,0,5536737,0,0,0,0,0,0,0,1928858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1975916,11155934,0,0,0,0,1714423,0,12,0,0,0,0,0,8,0,4,0,12,12,0,0,0,0,0,12,60,329,0,0,0,0,0,0,261
404,3/31/2026 0:00:00,222,0,0,0,0,0,0,2546709,0,0,0,0,0,0,0,11158726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102573,13808008,0,0,0,0,0,2,33,0,0,0,0,0,24,0,0,0,24,24,2,9,0,0,11,35,308,121,0,0,0,0,0,0,650
422,3/31/2026 0:00:00,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,2
430,3/31/2026 0:00:00,232,0,0,0,0,0,0,276312,0,0,0,0,0,0,0,8183141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198842,0,0,0,8658295,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,6,171,117,0,0,0,0,0,0,773
435,3/31/2026 0:00:00,235,0,0,0,0,0,0,121188685,0,0,0,0,0,0,0,764352690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31920114,0,0,0,917461489,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,2770,4076,0,0,0,0,0,0,3814
444,3/31/2026 0:00:00,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253066,0,0,0,253066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,20,0,0,0,0,0,0,43
