"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","ACCT_811B3","ACCT_811B4","ACCT_811B5","ACCT_811C3","ACCT_811C4","ACCT_811C5","ACCT_811D","ACCT_811D1","ACCT_811D2","ACCT_811E","ACCT_811E1","ACCT_811E2","ACCT_812A1","ACCT_812B1","ACCT_812C","ACCT_813A1","ACCT_813A2","ACCT_813B1","ACCT_814A6","ACCT_814A7","ACCT_814A8","ACCT_814J3","ACCT_814J4","ACCT_814J5","ACCT_814K","ACCT_814K1","ACCT_814K2","ACCT_815A1","ACCT_815B1","ACCT_815C","ACCT_816B3","ACCT_816B4","ACCT_816B5","ACCT_816T","ACCT_816T1","ACCT_816T2","ACCT_822A1","ACCT_822B1","ACCT_822C","ACCT_900A1","ACCT_900B1","ACCT_900C5","ACCT_900C6","ACCT_900C7","ACCT_900C8","ACCT_900H2","ACCT_900H3","ACCT_900J2","ACCT_900J3","ACCT_900K2","ACCT_900K3","ACCT_900K4","ACCT_900L2","ACCT_900L3","ACCT_900M","ACCT_900M1","ACCT_900P","ACCT_900T1","ACCT_959A","ACCT_960A","ACCT_960B","ACCT_961A5","ACCT_961A6","ACCT_961A7","ACCT_961A8","ACCT_961A9","ACCT_963C"
14845,3/31/2026 0:00:00,7672,0,0,0,0,0,0,1257820,0,0,0,0,0,0,0,2021466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5298,0,0,0,3284584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,87,0,0,0,0,0,0,18
14850,3/31/2026 0:00:00,7676,0,0,0,0,0,0,6478464,0,0,0,0,0,0,0,2801134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45297,0,0,0,9580653,0,0,0,0,255758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,130,0,0,0,0,0,0,11
14865,3/31/2026 0:00:00,7685,0,0,0,0,0,0,147279,0,0,0,0,0,0,0,1061675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1208954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,4
14874,3/31/2026 0:00:00,7687,0,0,0,0,0,0,1434342,0,0,0,0,0,0,0,4151156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1376632,0,0,0,7589681,0,0,0,0,627551,3,0,0,0,0,0,0,0,1,0,1,0,1,2,0,0,0,2,3,252,163,0,0,0,0,0,0,256
14879,3/31/2026 0:00:00,7689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184000,0,0,0,0,184000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,7
14884,3/31/2026 0:00:00,7692,0,0,0,0,0,0,5696806,0,0,0,0,0,0,0,1035995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6940605,0,0,0,0,207804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,152,0,0,0,0,0,0,86
14898,3/31/2026 0:00:00,7701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14917,3/31/2026 0:00:00,7708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
14934,3/31/2026 0:00:00,7720,0,0,0,0,0,0,5497389,0,0,0,0,0,0,0,16132204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21629593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,140,104,0,0,0,0,0,87
14965,3/31/2026 0:00:00,7735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6298,8824,0,0,0,0,2526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,29
14972,3/31/2026 0:00:00,7740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15000,3/31/2026 0:00:00,7750,0,0,0,0,0,0,2229036,0,0,0,0,0,0,0,15426720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184796,0,0,2639557,20480109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,397,71,0,0,0,0,0,0,415
15001,3/31/2026 0:00:00,7751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
15007,3/31/2026 0:00:00,7752,0,0,0,0,0,0,170462,0,0,0,0,0,0,0,2798076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93379,3200718,0,0,0,0,138801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,36,0,0,0,0,0,0,18
15009,3/31/2026 0:00:00,7754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49
15015,3/31/2026 0:00:00,7758,0,0,0,0,0,0,781000,0,0,0,0,0,0,0,3400454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311400,0,0,0,5321538,0,0,0,0,828684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,13,0,0,0,0,0,0,416
15016,3/31/2026 0:00:00,7759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
15021,3/31/2026 0:00:00,7762,0,0,0,0,0,0,6144326,0,0,0,0,0,0,0,1992762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13550,0,0,0,8663724,0,0,0,0,513086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,267,0,0,0,0,0,0,54
15049,3/31/2026 0:00:00,7778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1253018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49396,0,0,0,1302414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,85
15051,3/31/2026 0:00:00,7779,0,0,0,0,0,0,5902056,0,0,0,0,0,0,0,2980192,0,0,0,0,0,0,0,0,0,16840729,0,0,0,0,0,0,0,0,8882248,0,0,0,0,0,106,0,0,9,0,0,21,0,20,0,48,0,48,49,0,4,0,58,106,498,135,0,0,0,0,0,0,168
15063,3/31/2026 0:00:00,7786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,0,0,0,0,0,0,12
15067,3/31/2026 0:00:00,7790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,4,0,0,4,0,0,4,12,0,0,0,0,0,0,0,0
15072,3/31/2026 0:00:00,7792,0,0,0,0,0,0,5820043,0,0,0,0,0,0,0,36331448,0,0,0,0,0,0,0,0,0,602645,0,0,0,0,5452,0,0,190167,42347110,0,0,0,0,0,49,2,0,3,0,0,19,0,7,1,26,2,28,20,0,0,0,23,51,254,371,0,0,0,0,0,0,1053
15073,3/31/2026 0:00:00,7793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15080,3/31/2026 0:00:00,7796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4477089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14100,0,0,0,4721938,0,0,0,0,230749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,58,0,0,0,0,0,0,25
15089,3/31/2026 0:00:00,7803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15143,3/31/2026 0:00:00,7832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3650174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458312,0,0,0,6590111,0,0,0,0,2481625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,83,0,0,0,0,0,0,209
15146,3/31/2026 0:00:00,7834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24692820,0,0,0,0,0,0,0,0,0,2000918,0,0,0,0,77975,0,0,4802643,45720592,0,0,0,0,16147154,98,0,2,8,0,0,13,0,9,0,84,0,84,4,0,57,0,14,98,1537,94,42,0,0,0,0,0,702
15159,3/31/2026 0:00:00,7842,0,0,0,0,0,0,2966846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15563,0,0,0,0,1448629,0,0,0,6391637,0,0,0,0,1976162,7,0,0,1,0,0,2,0,0,0,4,0,4,2,0,2,0,3,7,232,231,0,0,0,0,0,0,511
15174,3/31/2026 0:00:00,7851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0
15175,3/31/2026 0:00:00,7852,0,0,0,0,0,0,8000,0,0,0,0,0,0,0,4750157,0,0,0,0,0,0,0,0,0,115000,0,0,0,0,252847,0,0,0,6764890,0,0,0,0,1753886,7,10,0,0,0,0,2,4,0,6,2,10,12,5,0,0,0,5,17,60,0,0,0,0,0,0,0,52
15185,3/31/2026 0:00:00,7860,0,0,0,0,0,0,5098948,0,0,0,0,0,0,0,5911453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550544,0,0,0,15161757,0,0,0,0,3600812,1,14,0,0,0,0,0,1,1,9,1,14,15,0,0,0,4,0,15,85,326,0,0,0,0,0,0,70
15209,3/31/2026 0:00:00,7873,0,0,0,0,0,0,29832245,0,0,0,0,0,0,0,38618843,0,0,0,0,0,0,0,0,0,5000,0,0,0,0,3349593,0,0,2096496,78885434,0,0,0,0,4988257,6,48,0,0,0,0,0,0,0,0,3,48,48,3,0,3,48,3,54,813,1230,0,0,0,0,0,0,111
15211,3/31/2026 0:00:00,7874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127
15222,3/31/2026 0:00:00,7880,0,0,0,0,0,0,1091120,0,0,0,0,0,0,0,13137208,0,0,0,0,0,0,0,0,0,708678,0,0,0,0,0,0,0,682420,14910748,0,0,0,0,0,86,0,0,3,0,0,13,0,11,0,43,0,43,40,0,17,0,43,86,844,21,4,0,0,0,0,0,489
15230,3/31/2026 0:00:00,7885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48
15234,3/31/2026 0:00:00,7887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25114,0,0,0,25114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,10
15248,3/31/2026 0:00:00,7895,0,0,0,0,0,0,916424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37224,0,0,0,0,0,0,0,0,2503924,0,0,0,0,1587500,6,3,0,0,0,0,0,0,6,3,6,3,9,0,0,0,0,0,9,170,85,0,0,0,0,0,0,373
15265,3/31/2026 0:00:00,7904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,19,0,0,0,0,0,0,15
15296,3/31/2026 0:00:00,7918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15297,3/31/2026 0:00:00,7919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,666858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,666858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,53
15304,3/31/2026 0:00:00,7920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,139816,955151,0,0,0,0,491440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,111
15307,3/31/2026 0:00:00,7922,0,0,0,0,0,0,11812052,0,0,0,0,0,0,0,10849584,0,0,0,0,0,0,0,0,0,451470,0,0,0,0,238060,0,0,408533,25909825,0,0,0,0,2601596,12,125,0,0,0,0,3,36,4,64,9,125,134,3,0,2,9,3,137,315,400,0,0,0,0,0,0,91
15317,3/31/2026 0:00:00,7930,0,0,0,0,0,0,18465052,0,0,0,0,0,0,0,21662833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389153,0,0,2611264,43128302,0,0,0,0,0,0,25,0,0,0,0,0,0,0,25,0,25,25,0,0,0,0,0,25,209,325,0,0,0,0,0,0,31
15324,3/31/2026 0:00:00,7936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,52,0,0,0,0,0,0,21
15327,3/31/2026 0:00:00,7938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4182362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4796689,0,0,0,0,614327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,57,0,0,0,0,0,0,86
15328,3/31/2026 0:00:00,7939,0,0,0,0,0,0,3344896,0,0,0,0,0,0,0,3228612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26388,0,0,0,9120639,0,0,0,0,2520743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,231,0,0,0,0,0,0,350
15358,3/31/2026 0:00:00,7958,0,0,0,0,0,0,8142511,0,0,0,0,0,0,0,25415609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115237,0,0,3838002,47575289,0,0,0,0,10063930,21,3,0,0,0,0,0,0,3,3,3,3,6,18,0,0,0,18,24,546,267,0,0,0,0,0,0,138
15370,3/31/2026 0:00:00,7966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15375,3/31/2026 0:00:00,7970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243991,243991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
15377,3/31/2026 0:00:00,7971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,471756,471756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,285
15386,3/31/2026 0:00:00,7975,0,0,0,0,0,0,430773,0,0,0,0,0,0,0,2483026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377409,0,0,0,3291208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,57,0,0,0,0,0,0,49
15393,3/31/2026 0:00:00,7979,0,0,0,0,0,0,1463466,0,0,0,0,0,0,0,2009800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43080,0,0,281464,3797810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,68,0,0,0,0,0,0,15
15394,3/31/2026 0:00:00,7980,0,0,0,0,0,0,41596462,0,0,0,0,0,0,0,71277109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3602911,0,0,0,116733363,0,0,0,0,256881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,849,1075,0,0,0,0,0,0,50
15426,3/31/2026 0:00:00,8000,0,0,0,0,0,0,169963,0,0,0,0,0,0,0,5358050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28500,0,0,0,5559805,0,0,0,0,3292,17,108,0,0,95,0,4,6,13,7,17,13,20,0,0,0,0,95,125,93,50,0,0,0,0,0,0,52
15433,3/31/2026 0:00:00,8003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,4102,410624,0,0,0,0,26437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
15438,3/31/2026 0:00:00,8008,0,0,0,0,0,0,2848035,0,0,0,0,0,0,0,2746131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87378,0,0,0,7659187,0,0,0,0,1977643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,209,0,0,0,0,0,0,334
15451,3/31/2026 0:00:00,8017,0,0,0,0,0,0,2246394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94082,2340476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,46,0,0,0,0,0,0,5
15454,3/31/2026 0:00:00,8019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
15459,3/31/2026 0:00:00,8023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0
15467,3/31/2026 0:00:00,8028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4633995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3434426,10999567,0,0,0,0,2931146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,422,24,28,0,0,0,0,0,280
15483,3/31/2026 0:00:00,8038,0,0,0,0,0,0,24768174,0,0,0,0,0,0,0,4625632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316493,0,0,0,33542299,0,0,0,0,3832000,0,137,0,0,0,0,0,0,0,8,0,12,12,0,61,0,4,125,137,409,793,0,0,0,0,64,64,301
15513,3/31/2026 0:00:00,8054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
15522,3/31/2026 0:00:00,8058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
15523,3/31/2026 0:00:00,8059,0,0,0,0,0,0,6040099,0,0,0,0,0,0,0,2156491,0,0,0,0,0,0,0,0,0,1619180,0,0,0,0,0,0,0,971577,15940150,0,0,0,0,6771983,264,0,0,36,0,0,31,0,20,0,55,0,54,173,0,4,0,199,264,492,174,72,0,0,0,0,0,763
15532,3/31/2026 0:00:00,8065,0,0,0,0,0,0,127279,0,0,0,0,0,0,0,2425916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6958,2560153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,49,0,0,0,0,0,0,14
15536,3/31/2026 0:00:00,8068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,676338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,676338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
15539,3/31/2026 0:00:00,8071,0,0,0,0,0,0,6178484,0,0,0,0,0,0,0,5164456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,844295,12187235,0,0,0,0,0,2,8,0,0,0,0,0,0,0,1,0,1,1,2,7,0,0,9,10,98,137,73,0,0,0,0,0,871
15563,3/31/2026 0:00:00,8081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4961160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4961160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,5,0,0,0,0,0,0,337
15565,3/31/2026 0:00:00,8082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
15588,3/31/2026 0:00:00,8096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15589,3/31/2026 0:00:00,8097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325082,0,0,0,0,15538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91
15591,3/31/2026 0:00:00,8099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,1,0,0,0,0,0,0,3
15602,3/31/2026 0:00:00,8105,0,0,0,0,0,0,11192202,0,0,0,0,0,0,0,6986120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18218495,0,0,0,0,40173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,34,9,0,0,0,0,0,563
15618,3/31/2026 0:00:00,8112,0,0,0,0,0,0,1126183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1171014,0,0,0,0,44831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,26,0,0,0,0,0,0,51
15619,3/31/2026 0:00:00,8113,0,0,0,0,0,0,13637061,0,0,0,0,0,0,0,8310369,0,0,0,0,0,0,0,0,0,8854513,0,0,0,0,289121,0,0,0,22969354,0,0,0,0,732803,469,7,9,34,0,0,72,7,65,0,188,7,197,238,0,37,0,302,476,1639,442,16,14,0,0,0,14,1857
15650,3/31/2026 0:00:00,8133,0,0,0,0,0,0,325266,0,0,0,0,0,0,0,3008730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1643390,4977386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,760,235,0,0,0,0,0,0,101
15652,3/31/2026 0:00:00,8135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,43,0,0,0,0,0,0,0
15659,3/31/2026 0:00:00,8140,0,0,0,0,0,0,13664049,0,0,0,0,0,0,0,6081911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999836,0,0,0,20745796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,139,0,0,0,0,0,0,56
15669,3/31/2026 0:00:00,8147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3833703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3833703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,519,105,0,0,0,0,0,0,104
15672,3/31/2026 0:00:00,8149,0,0,0,0,0,0,8393303,0,0,0,0,0,0,0,74563653,0,0,0,0,0,0,0,0,0,5562361,0,0,0,0,1295385,0,0,5167800,89608343,0,0,0,0,188202,147,50,2,7,0,0,57,3,0,0,87,50,137,51,0,30,0,60,197,1785,845,50,0,0,47,0,47,1296
15673,3/31/2026 0:00:00,8150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
15732,3/31/2026 0:00:00,8181,0,0,0,0,0,0,704682086,0,0,0,0,0,0,0,719317609,0,0,0,0,0,0,0,0,0,99838208,0,0,0,0,128252812,0,0,24354120,1825976766,0,0,0,0,249370139,2133,18,3,854,0,0,89,4,117,8,644,17,661,632,1,296,3,1490,2151,8515,20620,0,1,0,0,0,1,3332
15741,3/31/2026 0:00:00,8187,0,0,0,0,0,0,520261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501778,0,0,914820,7006996,0,0,0,0,5070137,6,8,2,1,0,0,2,3,1,4,3,7,11,0,1,0,0,1,14,477,269,18,0,0,0,0,0,1682
