"CU_NUMBER","Cycle_date","join_number","USER_ID","ACCT_LQ0018","ACCT_LQ0019","ACCT_LQ0020","ACCT_LQ0021","ACCT_LQ0022","ACCT_LQ0023","ACCT_LQ0024","ACCT_LQ0025","ACCT_LQ0026","ACCT_LQ0027","ACCT_LQ0028","ACCT_LQ0029","ACCT_LQ0030","ACCT_LQ0034","ACCT_LQ0035","ACCT_LQ0038","ACCT_LQ0039","ACCT_LQ0040","ACCT_LQ0042","ACCT_LQ0043","ACCT_LQ0044","ACCT_LQ0045","ACCT_LQ0046","ACCT_LQ0047","ACCT_LQ0052","ACCT_LQ0053","ACCT_LQ0056","ACCT_LQ0059","ACCT_LQ0860","ACCT_NV0001","ACCT_NV0002","ACCT_NV0003","ACCT_NV0004","ACCT_NV0013","ACCT_NV0014","ACCT_NV0015","ACCT_NV0016","ACCT_NV0017","ACCT_NV0018","ACCT_NV0019","ACCT_NV0020","ACCT_NV0021","ACCT_NV0022","ACCT_NV0023","ACCT_NV0024","ACCT_NV0025","ACCT_NV0026","ACCT_NV0027","ACCT_NV0028","ACCT_NV0029","ACCT_NV0030","ACCT_NV0031","ACCT_NV0032","ACCT_NV0033","ACCT_NV0034","ACCT_NV0035","ACCT_NV0036","ACCT_NV0037","ACCT_NV0038","ACCT_NV0039","ACCT_NV0040","ACCT_NV0041","ACCT_NV0042","ACCT_NV0043","ACCT_NV0044","ACCT_NV0045","ACCT_NV0046","ACCT_NV0047","ACCT_NV0048","ACCT_NV0049","ACCT_NV0050","ACCT_NV0051","ACCT_NV0052","ACCT_NV0053","ACCT_NV0054","ACCT_NV0055","ACCT_NV0056","ACCT_NV0057","ACCT_NV0058","ACCT_NV0059","ACCT_NV0060","ACCT_NV0061","ACCT_NV0062","ACCT_NV0063","ACCT_NV0064","ACCT_NV0065","ACCT_NV0066","ACCT_NV0067","ACCT_NV0068","ACCT_NV0069","ACCT_NV0070","ACCT_NV0071","ACCT_NV0072","ACCT_NV0073","ACCT_NV0074","ACCT_NV0075","ACCT_NV0076","ACCT_NV0077","ACCT_NV0078","ACCT_NV0079","ACCT_NV0080","ACCT_NV0081","ACCT_NV0083","ACCT_NV0084","ACCT_NV0087","ACCT_NV0088","ACCT_NV0089","ACCT_NV0090","ACCT_NV0091","ACCT_NV0092","ACCT_NV0093","ACCT_NV0094","ACCT_NV0095","ACCT_NV0096","ACCT_NV0097","ACCT_NV0098","ACCT_NV0099","ACCT_NV0100","ACCT_NV0101","ACCT_NV0102","ACCT_NV0103","ACCT_NV0104","ACCT_NV0105","ACCT_NV0106","ACCT_NV0107","ACCT_NV0108","ACCT_NV0109","ACCT_NV0110","ACCT_NV0111","ACCT_NV0112","ACCT_NV0113","ACCT_NV0114","ACCT_NV0115","ACCT_NV0116","ACCT_NV0122","ACCT_NV0128","ACCT_NV0134","ACCT_NV0140","ACCT_NV0141","ACCT_NV0142","ACCT_NV0143","ACCT_NV0144","ACCT_NV0145","ACCT_NV0146","ACCT_NV0153","ACCT_NV0154","ACCT_NV0155","ACCT_NV0156","ACCT_NV0157","ACCT_NV0158","ACCT_NV0159","ACCT_NV0160","ACCT_NV0161","ACCT_NV0162","ACCT_NV0169","ACCT_NV0170","ACCT_NV0172","ACCT_NV0173","ACCT_SL0036","ACCT_SL0037","ACCT_SL0038","ACCT_SL0039","ACCT_SL0041","ACCT_SL0043","ACCT_SL0045","ACCT_SL0047","ACCT_SL0049","ACCT_SL0051","ACCT_SL0053","ACCT_SL0055","ACCT_SL0056","ACCT_SL0057","ACCT_SL0058","ACCT_SL0059","ACCT_RB0001","ACCT_RB0002","ACCT_RB0003","ACCT_RB0004","ACCT_RB0005","ACCT_RB0006","ACCT_RB0007","ACCT_RB0008","ACCT_RB0009","ACCT_RB0010","ACCT_RB0011","ACCT_RB0012","ACCT_RB0013","ACCT_RB0014","ACCT_RB0015","ACCT_RB0016","ACCT_RB0017","ACCT_RB0018","ACCT_RB0019","ACCT_RB0020","ACCT_RB0021","ACCT_RB0022","ACCT_RB0023","ACCT_RB0024","ACCT_RB0025"
1,3/31/2026 0:00:00,2,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2900000,0,0,0,0,2900000,0,0,0,0,0,2361,0,0,0,2361,2900000,2361,0,0,0,2902361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1499370,34182,0,0,34182,0,0,0,104562,1428990,0,1428990,0,0,0,0,0,0,0,0,0,0,0,0,0
6,3/31/2026 0:00:00,7,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7000000,0,0,0,0,0,0,11079269,10639063,0,0,0,0,0,0,11079269,10639063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7915000,7699087,0,0,0,0,0,18994269,18338150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108687,98027,0,0,0,206714,0,0,18338150,0,0,0,0,0,556993,556993,7827451,7022648,226545,3468220,556993,19101857,0,0,0,0,0,0,0,0,7571363,4878091,0,0,414856,0,0,0,0,0,0,0,5356653,234348,0,0,25653339,2795556,0,0,2795556,0,0,0,2339888,26109007,0,26109007,0,0,0,0,0,0,0,0,0,0,0,0,0
12,3/31/2026 0:00:00,11,WISE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1973260,1968763,0,0,499238,493673,0,0,0,0,0,0,499238,493673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2472498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325000,325000,325000,13894834,8463000,0,0,0,22357834,325000,0,0,2472498,210300,0,0,0,0,210300,15849733,8707914,807985,0,0,25365632,0,0,0,0,0,800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6716830,1249675,0,0,1249675,0,0,0,579108,7387397,0,7387397,0,0,0,0,0,0,0,0,0,0,0,0,0
13,3/31/2026 0:00:00,12,WISE,0,0,0,47962237,0,0,0,0,0,0,0,0,0,0,335267359,0,0,167840354,0,429383494,0,0,0,0,0,0,0,0,49000000,0,0,0,0,0,0,0,0,0,0,126834,122810,0,0,126834,122810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126834,122810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,100000,0,0,122810,0,0,5428020,0,0,0,5428020,195959,5454871,0,0,0,5650830,0,0,0,0,0,0,0,0,0,0,1096680,0,0,0,0,0,0,0,0,0,0,0,0,0,108567015,4154940,0,0,4154940,0,0,0,10120156,102601799,0,102601799,0,0,0,0,0,0,0,0,0,0,0,0,0
16,3/31/2026 0:00:00,14,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1950000,2462000,0,0,0,4412000,0,0,0,0,40341,0,0,0,0,40341,1990341,2462000,0,0,0,4452341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1287527,43654,0,0,43654,0,0,0,80491,1250690,0,1250690,0,0,0,0,0,0,0,0,0,0,0,0,0
19,3/31/2026 0:00:00,16,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7947000,7947000,0,0,7947000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7947000,2857,0,0,0,0,2857,7460857,489000,0,0,0,7949857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3263096,30588,0,0,30588,0,0,0,65179,3228505,0,3228505,0,0,0,0,0,0,0,0,0,0,0,0,0
22,3/31/2026 0:00:00,17,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7671757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22542069,21172297,0,0,22542069,21172297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22542069,21172297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2442861,2746661,5189522,5189522,47473000,0,0,0,0,47473000,5189523,0,21172296,0,15000000,168000,0,0,0,15168000,69351191,2231692,12983373,4436563,0,89002819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60474150,1560685,0,0,1560685,0,0,0,2750354,59284481,0,59284481,0,0,0,0,0,0,0,0,0,0,0,0,0
26,3/31/2026 0:00:00,19,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3624000,4021000,6006000,0,0,13651000,0,0,0,0,111464,0,0,0,0,111464,3735464,4021000,6006000,0,0,13762464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2330937,45107,0,0,45107,0,0,0,182886,2193158,0,2193158,0,0,0,0,0,0,0,0,0,0,0,0,0
28,3/31/2026 0:00:00,21,Subm,0,0,0,1596326,0,0,0,0,0,0,0,0,0,0,347840678,0,0,388561820,0,563142066,0,0,0,34417233,0,0,0,0,46040925,0,0,0,0,0,0,0,0,0,0,33664032,24615660,0,0,33664032,24615660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33664032,24615660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24615661,0,0,19320259,0,36300000,0,55620259,0,19320259,10395328,49809701,710632,80235920,0,0,0,0,0,14044845,0,0,0,0,1662408,0,0,0,0,0,0,0,0,0,0,0,0,0,135324590,24589259,0,0,24589259,0,0,0,11692556,148221293,0,148221293,0,0,0,0,0,0,0,0,0,0,0,0,0
42,3/31/2026 0:00:00,29,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9000000,9000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16340000,16340000,0,0,0,0,0,0,25340000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15663000,6467000,498000,0,0,22628000,0,0,0,25340000,0,0,0,0,66000,66000,27003000,15139000,5826000,0,66000,48034000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17730731,519601,0,0,519601,0,0,0,1244781,17005551,0,17005551,0,0,0,0,0,0,0,0,0,0,0,0,0
47,3/31/2026 0:00:00,30,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9500000,9865000,6038000,0,0,25403000,0,0,0,0,0,0,0,0,0,0,9500000,9865000,6038000,0,0,25403000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7055814,116913,0,0,116913,0,0,0,488795,6683932,0,6683932,0,0,0,0,0,0,0,0,0,0,0,0,0
48,3/31/2026 0:00:00,31,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7550000,7466015,0,0,0,0,0,0,7550000,7466015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000,245525,0,0,0,0,0,0,7800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6167000,10533000,3276000,0,0,19976000,0,0,0,7800000,0,0,0,0,655000,655000,9967000,12533000,5276000,0,655000,28431000,0,0,0,0,0,0,0,0,3208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13417086,429212,0,0,429212,0,0,0,486647,13359651,0,13359651,0,0,0,0,0,0,0,0,0,0,0,0,0
51,3/31/2026 0:00:00,32,Subm,0,0,0,16219934,0,0,0,0,0,0,0,0,0,0,11366955,0,0,1960219510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2967389,2951491,0,0,181734546,172896548,775859676,641622606,184701935,175848039,775859676,641622606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,717847,677452,0,0,0,0,0,0,827238,811409,0,0,1545085,1488861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184701935,777404761,643111467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4608815,6139461,0,10748276,10748276,0,0,0,0,0,0,10748275,0,643111467,184701935,0,8037402,0,0,396162,8433564,93780317,88751464,141080639,483876460,39506361,846995241,0,0,-121552,-121552,0,44968421,0,0,679944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,867219697,68858279,0,0,68858279,0,0,0,194634732,741443244,0,741443244,0,914690231,900199526,1192261,13298444,0,838561678,290272531,536052010,1488861,0,10748276,0
53,3/31/2026 0:00:00,33,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,492795,0,0,0,0,0,0,500000,492795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9952000,1245000,0,0,0,11197000,0,0,0,500000,0,0,0,0,80000,80000,10452000,1245000,0,0,80000,11777000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6139339,355550,0,0,355550,0,0,0,510572,5984317,0,5984317,0,0,0,0,0,0,0,0,0,0,0,0,0
60,3/31/2026 0:00:00,35,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27010526,0,29861180,0,0,0,16000000,0,0,0,0,0,0,0,10994238,10959555,0,0,5000000,4921425,0,0,36880438,34183196,0,0,41880438,39104621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52874676,50064176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9862000,4977000,0,0,0,14839000,0,0,50064175,0,0,4909900,0,0,1220214,6130114,21750075,21877118,17428033,8757849,1220214,71033289,0,0,0,0,0,0,0,0,0,0,0,0,122879,236853,0,0,0,0,0,0,0,0,0,0,58216207,4796303,0,0,4796303,0,0,0,5532035,57480475,0,57480475,0,0,0,0,0,0,0,0,0,0,0,0,0
77,3/31/2026 0:00:00,41,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11424005,0,11424005,0,0,0,0,0,0,0,0,0,0,0,1002688,995410,0,0,987499,985300,0,0,24155393,22439515,0,0,25142892,23424815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501379,250819,0,0,0,0,0,0,0,0,0,0,501379,250819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3109692,2859760,0,0,0,0,0,0,0,0,0,29756651,27530804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27530804,0,1398863,0,0,0,0,1398863,3469956,10345628,11786566,3327517,0,28929667,0,0,0,0,0,0,0,0,5850983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18845068,976902,0,0,976902,0,0,0,1810083,18011887,0,18011887,0,0,0,0,0,0,0,0,0,0,0,0,0
79,3/31/2026 0:00:00,43,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267348014,0,0,0,0,0,0,0,0,0,0,0,0,0,7994688,7829853,0,0,36891267,34989808,0,0,55232643,51075126,0,0,92123910,86064934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17145694,15589552,0,0,735000,727165,0,0,0,0,0,117999292,110211504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2285000,0,0,0,0,2285000,0,0,110211503,0,0,355950,0,0,0,355950,19288120,35594241,20916388,34971444,2082260,112852453,0,0,0,0,0,13915840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95588179,2985248,0,0,2985248,0,0,0,7137440,91435987,0,91435987,0,0,0,0,0,0,0,0,0,0,0,0,0
82,3/31/2026 0:00:00,46,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10199179,0,10199179,0,0,0,1241706,0,19125000,0,0,0,0,0,5980971,5991774,0,0,20035000,19983810,0,0,66155,67511,0,0,20101155,20051321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19055912,19024864,0,0,19055912,26082126,26043095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26043095,19055912,0,0,1863915,0,0,1863915,11640197,33458810,1863915,0,0,46962922,0,0,0,0,0,0,0,0,3267,0,90719,0,0,0,0,0,0,0,0,0,0,0,0,0,44315872,2134153,0,0,2134153,0,0,0,2440084,44009941,0,44009941,0,0,0,0,0,0,0,0,0,0,0,0,0
90,3/31/2026 0:00:00,49,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1199000,1745000,0,0,0,2944000,0,0,0,0,94456,0,0,0,60272,154728,1293456,1745000,0,0,60272,3098728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5034148,53676,0,0,53676,0,0,0,27481,5060343,0,5060343,0,0,0,0,0,0,0,0,0,0,0,0,0
98,3/31/2026 0:00:00,54,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5980000,5980000,0,0,5980000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5980000,0,0,0,0,17910,17910,2160000,3820000,0,0,17910,5997910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2463545,39076,0,0,39076,0,0,0,120177,2382444,0,2382444,0,0,0,0,0,0,0,0,0,0,0,0,0
107,3/31/2026 0:00:00,57,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3755462,3710920,0,0,790264,781472,0,0,2626880,2617575,0,0,3417144,3399047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34932001,35285759,0,0,0,0,0,0,42104607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99000,0,0,0,99000,0,0,0,42104605,0,0,0,0,239307,239307,7751794,19020681,14107911,1323219,239307,42442912,0,0,0,0,0,0,0,0,215027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12457996,129976,0,0,129976,0,0,0,633527,11954445,0,11954445,0,0,0,0,0,0,0,0,0,0,0,0,0
108,3/31/2026 0:00:00,58,WISE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400000,1017646,0,0,0,0,0,0,1400000,1017646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4500000,11498000,9650000,1500000,26922,27174922,0,0,0,1400000,0,0,0,0,551621,551621,4500000,11498000,9650000,1950000,1528543,29126543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9149676,207411,0,0,207411,0,0,0,350105,9006982,0,9006982,0,0,0,0,0,0,0,0,0,0,0,0,0
110,3/31/2026 0:00:00,59,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2243000,0,0,0,0,2243000,0,0,0,0,0,0,0,0,0,0,2243000,0,0,0,0,2243000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6048089,60199,0,0,60199,0,0,0,270019,5838269,0,5838269,0,0,0,0,0,0,0,0,0,0,0,0,0
119,3/31/2026 0:00:00,62,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92108,0,0,7201380,0,8400410,0,0,0,157293,0,0,0,0,0,0,0,0,0,0,0,15856347,14975180,0,0,53316324,48707450,0,0,69172671,63682630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12886,10200,0,0,0,0,0,0,0,0,0,0,12886,10200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,625755,601801,0,0,5975560,5797249,0,0,500000,493660,0,76286872,70585540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70585540,0,0,148908,0,0,0,148908,4109886,20743836,14862516,28167488,2850722,70734448,0,0,0,0,0,2651993,0,0,41788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17094050,36524,0,0,36524,0,0,0,716962,16413612,0,16413612,0,0,0,0,0,0,0,0,0,0,0,0,0
120,3/31/2026 0:00:00,63,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500000,2500000,0,0,2500000,2500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29526000,29526000,0,0,0,0,0,0,32026000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32026000,519358,0,0,0,0,519358,18405358,11152000,2988000,0,0,32545358,0,0,0,0,0,0,0,0,115209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11423622,468200,0,0,468200,0,0,0,1115052,10776770,0,10776770,0,0,0,0,0,0,0,0,0,0,0,0,0
