"CU_NUMBER","Cycle_date","join_number","USER_ID","ACCT_LQ0018","ACCT_LQ0019","ACCT_LQ0020","ACCT_LQ0021","ACCT_LQ0022","ACCT_LQ0023","ACCT_LQ0024","ACCT_LQ0025","ACCT_LQ0026","ACCT_LQ0027","ACCT_LQ0028","ACCT_LQ0029","ACCT_LQ0030","ACCT_LQ0034","ACCT_LQ0035","ACCT_LQ0038","ACCT_LQ0039","ACCT_LQ0040","ACCT_LQ0042","ACCT_LQ0043","ACCT_LQ0044","ACCT_LQ0045","ACCT_LQ0046","ACCT_LQ0047","ACCT_LQ0052","ACCT_LQ0053","ACCT_LQ0056","ACCT_LQ0059","ACCT_LQ0860","ACCT_NV0001","ACCT_NV0002","ACCT_NV0003","ACCT_NV0004","ACCT_NV0013","ACCT_NV0014","ACCT_NV0015","ACCT_NV0016","ACCT_NV0017","ACCT_NV0018","ACCT_NV0019","ACCT_NV0020","ACCT_NV0021","ACCT_NV0022","ACCT_NV0023","ACCT_NV0024","ACCT_NV0025","ACCT_NV0026","ACCT_NV0027","ACCT_NV0028","ACCT_NV0029","ACCT_NV0030","ACCT_NV0031","ACCT_NV0032","ACCT_NV0033","ACCT_NV0034","ACCT_NV0035","ACCT_NV0036","ACCT_NV0037","ACCT_NV0038","ACCT_NV0039","ACCT_NV0040","ACCT_NV0041","ACCT_NV0042","ACCT_NV0043","ACCT_NV0044","ACCT_NV0045","ACCT_NV0046","ACCT_NV0047","ACCT_NV0048","ACCT_NV0049","ACCT_NV0050","ACCT_NV0051","ACCT_NV0052","ACCT_NV0053","ACCT_NV0054","ACCT_NV0055","ACCT_NV0056","ACCT_NV0057","ACCT_NV0058","ACCT_NV0059","ACCT_NV0060","ACCT_NV0061","ACCT_NV0062","ACCT_NV0063","ACCT_NV0064","ACCT_NV0065","ACCT_NV0066","ACCT_NV0067","ACCT_NV0068","ACCT_NV0069","ACCT_NV0070","ACCT_NV0071","ACCT_NV0072","ACCT_NV0073","ACCT_NV0074","ACCT_NV0075","ACCT_NV0076","ACCT_NV0077","ACCT_NV0078","ACCT_NV0079","ACCT_NV0080","ACCT_NV0081","ACCT_NV0083","ACCT_NV0084","ACCT_NV0087","ACCT_NV0088","ACCT_NV0089","ACCT_NV0090","ACCT_NV0091","ACCT_NV0092","ACCT_NV0093","ACCT_NV0094","ACCT_NV0095","ACCT_NV0096","ACCT_NV0097","ACCT_NV0098","ACCT_NV0099","ACCT_NV0100","ACCT_NV0101","ACCT_NV0102","ACCT_NV0103","ACCT_NV0104","ACCT_NV0105","ACCT_NV0106","ACCT_NV0107","ACCT_NV0108","ACCT_NV0109","ACCT_NV0110","ACCT_NV0111","ACCT_NV0112","ACCT_NV0113","ACCT_NV0114","ACCT_NV0115","ACCT_NV0116","ACCT_NV0122","ACCT_NV0128","ACCT_NV0134","ACCT_NV0140","ACCT_NV0141","ACCT_NV0142","ACCT_NV0143","ACCT_NV0144","ACCT_NV0145","ACCT_NV0146","ACCT_NV0153","ACCT_NV0154","ACCT_NV0155","ACCT_NV0156","ACCT_NV0157","ACCT_NV0158","ACCT_NV0159","ACCT_NV0160","ACCT_NV0161","ACCT_NV0162","ACCT_NV0169","ACCT_NV0170","ACCT_NV0172","ACCT_NV0173","ACCT_SL0036","ACCT_SL0037","ACCT_SL0038","ACCT_SL0039","ACCT_SL0041","ACCT_SL0043","ACCT_SL0045","ACCT_SL0047","ACCT_SL0049","ACCT_SL0051","ACCT_SL0053","ACCT_SL0055","ACCT_SL0056","ACCT_SL0057","ACCT_SL0058","ACCT_SL0059","ACCT_RB0001","ACCT_RB0002","ACCT_RB0003","ACCT_RB0004","ACCT_RB0005","ACCT_RB0006","ACCT_RB0007","ACCT_RB0008","ACCT_RB0009","ACCT_RB0010","ACCT_RB0011","ACCT_RB0012","ACCT_RB0013","ACCT_RB0014","ACCT_RB0015","ACCT_RB0016","ACCT_RB0017","ACCT_RB0018","ACCT_RB0019","ACCT_RB0020","ACCT_RB0021","ACCT_RB0022","ACCT_RB0023","ACCT_RB0024","ACCT_RB0025"
10381,3/31/2026 0:00:00,5051,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5500000,5500000,5500000,5500000,5500000,5500000,5500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5500000,5500000,109077,0,0,0,0,109077,2609077,7500000,1000000,0,0,11109077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5725770,110173,0,0,110173,0,0,0,237856,5598087,0,5598087,0,0,0,0,0,0,0,0,0,0,0,0,0
10393,3/31/2026 0:00:00,5058,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298000,0,0,0,0,298000,0,0,0,0,0,0,0,0,32872,32872,298000,0,0,0,32872,330872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,486987,3000,0,0,3000,0,0,0,36514,453473,0,453473,0,0,0,0,0,0,0,0,0,0,0,0,0
10395,3/31/2026 0:00:00,5060,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17864498,0,0,0,0,0,0,0,0,0,0,0,0,0,1500000,1494102,0,0,21000000,20070173,0,0,10533576,10112101,0,0,31533576,30182274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13750000,13734415,0,0,0,0,0,46783576,45410791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45410792,0,421900,0,0,0,0,421900,12357612,15765724,12685106,5024250,0,45832692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,640565,0,0,0,25470001,927192,0,0,927192,0,0,0,1247690,25149503,0,25149503,0,0,0,0,0,0,0,0,0,0,0,0,0
10399,3/31/2026 0:00:00,5063,WISE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21254723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19706892,18159254,814675,772813,19706892,18159254,814675,772813,0,0,0,0,818685,782656,0,0,818685,782656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20525577,814675,772813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15061005,5148010,1000000,0,0,21209015,0,0,772813,20525577,0,111732,0,0,0,111732,16036804,11291448,8383288,5676718,1230879,42619137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10913537,148838,0,0,148838,0,0,0,629242,10433133,0,10433133,0,0,0,0,0,0,0,0,0,0,0,0,0
10433,3/31/2026 0:00:00,5083,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18339828,17655776,0,0,3497149,3490616,0,0,21836977,21146392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10328744,10139529,0,0,8241842,7475238,0,0,0,0,0,0,40407563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40407563,0,0,0,0,109775,109775,13285670,15286000,7625192,4210701,109775,40517338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15576848,200796,0,0,200796,0,0,0,533678,15243966,0,15243966,0,0,0,0,0,0,0,0,0,0,0,0,0
10442,3/31/2026 0:00:00,5088,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2212941,0,0,0,0,0,0,0,0,0,1999065,1948725,0,0,1495539,1371670,0,0,3494604,3320395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1226943,1232261,8859000,8765031,0,0,0,0,4721547,8859000,8765031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8765031,4721547,0,0,0,0,0,0,4693753,5110506,3177473,504846,0,13486578,0,0,0,0,0,969861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7294483,204650,0,0,204650,0,0,0,460888,7038245,0,7038245,0,0,0,0,0,0,0,0,0,0,0,0,0
10461,3/31/2026 0:00:00,5099,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6664000,2241000,2241000,0,0,11146000,0,0,0,0,0,0,14134,0,0,14134,6664000,2241000,2255134,0,0,11160134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5510999,113383,0,0,113383,0,0,0,152011,5472371,0,5472371,0,0,0,0,0,0,0,0,0,0,0,0,0
10465,3/31/2026 0:00:00,5101,WISE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170302523,0,268096733,0,0,0,48759014,0,0,0,0,0,0,0,14804454,13343750,33000000,32587113,39333769,37363306,0,0,367380313,337637535,33000000,32587113,406714082,375000841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7763948,9526043,0,0,0,0,0,0,40763948,421518536,388344591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10398000,10144000,1969000,0,0,22511000,0,0,388344592,40763948,0,556499,0,0,2105659,2662158,60897397,150453407,90975588,149849647,2105659,454281698,0,0,0,0,0,0,0,0,3406861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104060012,1795838,0,0,1795838,0,0,0,7661430,98194420,0,98194420,0,0,0,0,0,0,0,0,0,0,0,0,0
10481,3/31/2026 0:00:00,5112,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2342000,2644000,1547000,0,0,6533000,0,0,0,0,0,0,0,0,21094,21094,2342000,2644000,1547000,0,21094,6554094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3304867,51938,0,0,51938,0,0,0,188510,3168295,0,3168295,0,0,0,0,0,0,0,0,0,0,0,0,0
10502,3/31/2026 0:00:00,5122,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5548000,5455621,0,0,0,0,0,5548000,5455621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1498000,2800000,500000,0,0,4798000,0,0,5455621,0,17870,0,0,0,0,17870,4040362,4685023,1300070,246036,0,10271491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3840974,64762,0,0,64762,0,0,0,240259,3665477,0,3665477,0,0,0,0,0,0,0,0,0,0,0,0,0
10515,3/31/2026 0:00:00,5129,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2497985,248000,0,0,0,2745985,0,0,0,0,0,12061,0,0,0,12061,2497985,260061,0,0,0,2758046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1690838,51694,0,0,51694,0,0,0,69216,1673316,0,1673316,0,0,0,0,0,0,0,0,0,0,0,0,0
10520,3/31/2026 0:00:00,5132,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33356,33356,0,0,0,0,33356,33356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2117392,182180,0,0,182180,0,0,0,62282,2237290,0,2237290,0,0,0,0,0,0,0,0,0,0,0,0,0
10551,3/31/2026 0:00:00,5147,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1641476,2707000,0,0,0,4348476,0,0,0,0,0,0,0,0,0,0,1641476,2707000,0,0,0,4348476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2089704,53053,0,0,53053,0,0,0,83338,2059419,0,2059419,0,0,0,0,0,0,0,0,0,0,0,0,0
10572,3/31/2026 0:00:00,5158,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000000,0,0,14175280,0,18900373,0,0,0,0,0,0,0,0,7000000,0,0,0,0,0,0,0,0,0,0,3459899,3435949,0,0,3459899,3435949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2415532,2399458,0,5875431,5835407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2357652,0,0,2357652,2357652,0,0,0,0,0,0,2357652,0,5835408,0,0,1763474,0,0,0,1763474,1253504,3073148,872772,4757110,0,9956534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1284175,0,0,0,0,0,0,0,29735992,2487696,0,0,2487696,0,0,0,1650046,30573642,0,30573642,0,0,0,0,0,0,0,0,0,0,0,0,0
10577,3/31/2026 0:00:00,5162,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22495000,5098000,490000,0,0,28083000,0,0,0,0,5,0,0,0,0,5,22495005,5098000,490000,0,0,28083005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9962611,495866,0,0,495866,0,0,0,477533,9980944,0,9980944,0,0,0,0,0,0,0,0,0,0,0,0,0
10580,3/31/2026 0:00:00,5165,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100000,0,0,0,0,1100000,0,0,0,0,1256,0,0,0,0,1256,1101256,0,0,0,0,1101256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1427739,95691,0,0,95691,0,0,0,78730,1444700,0,1444700,0,0,0,0,0,0,0,0,0,0,0,0,0
10585,3/31/2026 0:00:00,5168,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36991000,37446000,0,0,0,74437000,0,0,0,0,0,521286,0,5457103,0,5978389,36991000,37967286,0,5457103,0,80415389,0,0,0,0,0,0,0,0,1250708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22762403,667242,0,0,667242,0,0,0,1466755,21962890,0,21962890,0,0,0,0,0,0,0,0,0,0,0,0,0
10600,3/31/2026 0:00:00,5172,WISE,0,0,0,86869,0,0,0,0,0,0,0,0,160150,0,24407114,0,0,122899798,0,163866397,0,0,0,170864637,0,0,0,0,20000000,0,0,13583098,13485169,0,0,12750000,12580348,0,0,48373215,42434806,0,0,61123215,55015154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74706313,68500323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248000,0,0,0,0,248000,0,0,68500323,0,0,1549995,0,0,0,1549995,23256798,3593209,13111657,30336654,0,70298318,0,0,-11202,-11202,0,5665300,0,0,323062,0,0,0,0,0,0,0,0,4872698,0,0,9840631,0,0,0,67873110,7273175,0,0,7273175,0,0,0,7091891,68054394,0,68054394,0,68828641,60299951,8528690,0,0,68500323,19551628,48948695,0,0,0,0
10613,3/31/2026 0:00:00,5178,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10299000,10248709,0,0,10299000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10299000,0,0,0,20461,0,20461,2524000,3150000,4625000,20461,0,10319461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2448235,80191,0,0,80191,0,0,0,175197,2353229,0,2353229,0,0,0,0,0,0,0,0,0,0,0,0,0
10614,3/31/2026 0:00:00,5179,WISE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3325000,3325000,0,0,0,0,0,0,3325000,3325000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3325000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504730,0,0,0,0,504730,0,0,0,3325000,15000,0,0,0,0,15000,3044730,800000,0,0,0,3844730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1453164,46139,0,0,46139,0,0,0,59138,1440165,0,1440165,0,0,0,0,0,0,0,0,0,0,0,0,0
10636,3/31/2026 0:00:00,5189,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3361,3361,0,0,0,0,3361,3361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191440,-1940,0,0,-1940,0,0,0,2903,186597,0,186597,0,0,0,0,0,0,0,0,0,0,0,0,0
10640,3/31/2026 0:00:00,5191,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2981000,2944897,0,2981000,2944897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,850000,0,0,450000,0,1300000,0,0,2944897,0,0,0,0,0,0,0,3794897,0,0,450000,0,4244897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3045053,96874,0,0,96874,0,0,0,264086,2877841,0,2877841,0,0,0,0,0,0,0,0,0,0,0,0,0
10648,3/31/2026 0:00:00,5195,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219000,219000,0,0,0,438000,0,0,0,0,0,0,0,0,438,438,219000,219000,0,0,438,438438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129794,6730,0,0,6730,0,0,0,10499,126025,0,126025,0,0,0,0,0,0,0,0,0,0,0,0,0
10666,3/31/2026 0:00:00,5206,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3187000,2596000,0,0,0,5783000,0,0,0,0,0,0,0,0,146675,146675,3187000,2596000,0,0,146675,5929675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016960,35211,0,0,35211,0,0,0,196310,1855861,0,1855861,0,0,0,0,0,0,0,0,0,0,0,0,0
10671,3/31/2026 0:00:00,5209,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500000,1494862,3600000,3533274,0,0,0,0,1500000,1494862,3600000,3533274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40274000,40169220,0,0,0,0,0,0,41774000,3600000,3533274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000,0,30000,0,0,3560263,41747007,0,0,0,118832,231483,350315,15848100,16293108,12765062,549832,231483,45687585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10797107,137064,0,0,137064,0,0,0,617804,10316367,0,10316367,0,0,0,0,0,0,0,0,0,0,0,0,0
10676,3/31/2026 0:00:00,5210,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1495000,4969000,0,0,0,6464000,0,0,0,0,0,0,0,0,165380,165380,1495000,4969000,0,0,165380,6629380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5209129,92825,0,0,92825,0,0,0,281131,5020823,0,5020823,0,0,0,0,0,0,0,0,0,0,0,0,0
