"CU_NUMBER","Cycle_date","join_number","USER_ID","ACCT_AS0007","ACCT_AS0008","ACCT_AS0009","ACCT_AS0013","ACCT_AS0016","ACCT_AS0017","ACCT_AS0022","ACCT_AS0023","ACCT_AS0024","ACCT_AS0025","ACCT_AS0032","ACCT_AS0036","ACCT_CM0099","ACCT_CH0007","ACCT_CH0008","ACCT_CH0015","ACCT_CH0016","ACCT_CH0017","ACCT_CH0018","ACCT_CH0019","ACCT_CH0020","ACCT_CH0021","ACCT_CH0022","ACCT_CH0023","ACCT_CH0024","ACCT_CH0025","ACCT_CH0026","ACCT_CH0027","ACCT_CH0028","ACCT_CH0029","ACCT_CH0030","ACCT_CH0031","ACCT_CH0032","ACCT_CH0033","ACCT_CH0034","ACCT_CH0035","ACCT_CH0036","ACCT_CH0037","ACCT_CH0038","ACCT_CH0039","ACCT_CH0040","ACCT_CH0047","ACCT_CH0048","ACCT_DL0002","ACCT_DL0009","ACCT_DL0016","ACCT_DL0022","ACCT_DL0023","ACCT_DL0024","ACCT_DL0025","ACCT_DL0026","ACCT_DL0027","ACCT_DL0028","ACCT_DL0030","ACCT_DL0037","ACCT_DL0044","ACCT_DL0050","ACCT_DL0051","ACCT_DL0052","ACCT_DL0053","ACCT_DL0054","ACCT_DL0055","ACCT_DL0056","ACCT_DL0057","ACCT_DL0058","ACCT_DL0059","ACCT_DL0060","ACCT_DL0061","ACCT_DL0062","ACCT_DL0063","ACCT_DL0064","ACCT_DL0065","ACCT_DL0066","ACCT_DL0067","ACCT_DL0068","ACCT_DL0069","ACCT_DL0070","ACCT_DL0071","ACCT_DL0072","ACCT_DL0073","ACCT_DL0074","ACCT_DL0075","ACCT_DL0076","ACCT_DL0077","ACCT_DL0078","ACCT_DL0079","ACCT_DL0080","ACCT_DL0081","ACCT_DL0082","ACCT_DL0083","ACCT_DL0084","ACCT_DL0085","ACCT_DL0086","ACCT_DL0087","ACCT_DL0088","ACCT_DL0089","ACCT_DL0090","ACCT_DL0091","ACCT_DL0092","ACCT_DL0093","ACCT_DL0094","ACCT_DL0095","ACCT_DL0096","ACCT_DL0097","ACCT_DL0098","ACCT_DL0099","ACCT_DL0100","ACCT_DL0101","ACCT_DL0102","ACCT_DL0103","ACCT_DL0104","ACCT_DL0105","ACCT_DL0106","ACCT_DL0107","ACCT_DL0108","ACCT_DL0109","ACCT_DL0110","ACCT_DL0111","ACCT_DL0112","ACCT_DL0113","ACCT_DL0114","ACCT_DL0115","ACCT_DL0116","ACCT_DL0117","ACCT_DL0118","ACCT_DL0119","ACCT_DL0120","ACCT_DL0122","ACCT_DL0123","ACCT_DL0124","ACCT_DL0125","ACCT_DL0126","ACCT_DL0127","ACCT_DL0128","ACCT_DL0129","ACCT_DL0130","ACCT_DL0131","ACCT_DL0132","ACCT_DL0133","ACCT_DL0134","ACCT_DL0135","ACCT_DL0136","ACCT_DL0137","ACCT_DL0138","ACCT_DL0139","ACCT_DL0140","ACCT_DL0141","ACCT_DL0142","ACCT_DL0144","ACCT_DL0145","ACCT_DL0146","ACCT_DL0147","ACCT_DT0001","ACCT_DT0002","ACCT_DT0003","ACCT_DT0004","ACCT_DT0005","ACCT_DT0006","ACCT_DT0007","ACCT_DT0008","ACCT_DT0009","ACCT_DT0010","ACCT_DT0011","ACCT_DT0012","ACCT_DT0013","ACCT_DT0014","ACCT_DT0015","ACCT_DT0016","ACCT_IN0001","ACCT_IN0002","ACCT_IN0003","ACCT_IN0004","ACCT_IN0005","ACCT_IN0006","ACCT_IN0007","ACCT_IN0008","ACCT_IS0005","ACCT_IS0010","ACCT_IS0029","ACCT_IS0030","ACCT_LQ0013","ACCT_LQ0014","ACCT_LQ0015","ACCT_LQ0016","ACCT_LQ0017","ACCT_IS0048","ACCT_IS0049","ACCT_DL0148","ACCT_DL0149"
1,3/31/2026 0:00:00,2,Subm,2900000,0,4120184,0,0,2361,0,0,0,0,0,3666,0,5201,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5610,410,1095,321,0,1826,3,0,4615,0,0,0,0,0,16227,16227,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134629,0,0,0,0,0,0,0,0,0,0,0
6,3/31/2026 0:00:00,7,Subm,206714,0,35745959,18338150,0,556993,0,417300,54800,0,0,10622253,546019,253744,46623,16686,204,3464,0,65810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101799,0,12425,341087,128557,154371,107049,4668,394645,97,66901,339372,0,128964,35409,120548,28564,26168,210689,10,479844,0,0,0,0,0,0,418159,46345,149943,0,0,196288,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,730808,125886,0,2143613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,4733083,0,0,0,0,127,1415996,0,3402234,0,0,0,0,0,0,0,0,0,15,153592
12,3/31/2026 0:00:00,11,WISE,22357834,0,26493813,2797498,30300,210300,0,0,0,0,0,4178632,0,181899,37469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14710,0,0,167119,22908,100007,5277,0,128192,101,0,16365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53983,0,0,5062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,923094,0,0,0,0,0,0,0,0,0,0,0
13,3/31/2026 0:00:00,12,WISE,100000,0,103577598,122810,5428020,5428020,0,0,699699,0,0,27527963,0,197488,70282,0,0,0,5183,102310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7610,0,0,287977,26077,67090,0,0,93167,18,131178,421091,0,190862,4220,25848,36023,0,66091,8,3536613,0,713288,0,342379,1055667,3,2477690,0,70807,154491,0,225298,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590176,0,0,3072539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20653,600011358,0,0,0,0,1,5499,0,8582417,0,0,72615037,0,66005388,0,66005388,0,0,25,489937
16,3/31/2026 0:00:00,14,Subm,4412000,0,5432962,0,0,40341,0,0,0,0,0,66896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81944,0,0,0,0,0,0,0,0,0,0,0
19,3/31/2026 0:00:00,16,Subm,0,0,1288855,7947000,0,2857,0,0,0,0,0,29193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60752,0,0,0,0,0,0,0,0,0,0,0
22,3/31/2026 0:00:00,17,Subm,47473000,0,71962768,26361819,15168000,15168000,0,0,0,0,0,3062284,0,27923,16198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14325,0,94406,23298,36509,2880,0,0,39389,4,0,13062,0,0,0,0,0,0,0,0,82355,0,0,0,200624,200624,1,775542,0,208725,25845,0,234570,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158302,0,0,564714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3027566,0,0,0,0,0,0,0,0,0,0,0
26,3/31/2026 0:00:00,19,Subm,13651000,0,16375413,0,0,111464,0,0,0,0,0,79197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181384,0,0,0,0,0,0,0,0,0,0,0
28,3/31/2026 0:00:00,21,Subm,0,0,31044778,24615660,55614900,55620259,0,0,565940,47785,105830,49598283,90936685,913266,184239,82501,3203,0,0,16923,4967,0,0,0,63942,0,0,0,0,0,0,0,0,0,0,0,0,141123,250,0,0,0,0,0,0,0,513222,266561,793406,112957,0,1172924,221,552998,2788398,0,462683,129556,423333,42727,23978,619594,29,5547616,735375,209386,272997,453702,1671460,16,2573628,268866,1262244,653071,147562,2331743,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2945464,0,0,0,0,0,0,0,0,0,0,0,0,99237,0,0,0,0,0,0,4741754,0,0,17069464,0,0,75000000,72421,0,0,20000000,339974,0,0,0,0,0,0,0,0,0,0,19913,387998521,0,0,0,0,0,0,0,16869868,0,-476366,71711702,16982711,97490587,0,114473298,0,0,4,59741
42,3/31/2026 0:00:00,29,Subm,22628000,0,33850128,25340000,0,66000,0,12026,0,0,0,1112079,0,29127,17293,0,0,0,517,0,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2163,0,0,36379,14654,46421,44384,0,105459,22,35465,9239,0,0,0,0,0,0,0,0,446064,0,0,250142,0,250142,1,344674,179349,246775,0,0,426124,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,869,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241739,0,0,863060,0,869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1521133,0,0,0,0,0,0,0,0,0,0,0
47,3/31/2026 0:00:00,30,Subm,25403000,0,33309213,0,0,0,0,0,0,0,0,411454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,0,692,0,2229,0,0,2229,1,0,0,0,0,0,0,0,0,0,0,474,0,0,0,0,0,0,0,0,1885,0,0,1885,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,0,33172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357248,0,0,0,0,0,0,0,0,0,0,0
48,3/31/2026 0:00:00,31,Subm,19976000,0,26919999,7800000,0,655000,0,0,0,0,0,7412943,0,31273,18104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,659,0,0,44071,28586,33377,0,0,61963,14,26039,53211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108495,0,0,59175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560576,0,0,0,0,0,0,0,0,0,9,49451
51,3/31/2026 0:00:00,32,Subm,0,0,914690231,838561678,8037402,8433564,1615000,99728,1985385,179871,6862615,331233279,674442551,2226129,747623,53642,48759,100822,0,0,53037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251560,0,0,41550,0,0,0,0,2482617,0,23965,2123824,961786,548222,5216,0,1515224,321,3298781,1079032,0,1919126,912650,492094,468996,1601663,3475403,61,71967412,10769243,4428223,4896200,1845149,21938815,118,4074566,636817,492604,1485612,695943,3310976,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2110048,0,0,0,0,0,0,0,0,0,0,0,0,0,8699,0,1707300,200000,1932232,9,0,0,0,14211,0,14211,1,0,0,0,0,0,0,0,20189823,174511,0,22687936,1921511,24932,0,0,0,0,20000000,72554,0,0,0,0,114768670,517003,0,0,0,0,41041,801428138,0,0,0,0,1124,16076536,0,70516069,1787349,151908,671244879,35631667,658318699,327813762,1021764128,0,0,22,9647895
53,3/31/2026 0:00:00,33,Subm,11197000,0,14623416,500000,0,80000,0,0,0,0,0,7111486,0,9726,8365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55796,0,0,20328,20036,60020,37158,3284,120498,19,0,79597,0,0,0,0,0,0,0,0,0,0,0,0,50807,50807,1,156795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155429,0,0,214999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,666084,0,0,0,0,0,0,0,0,0,0,0
60,3/31/2026 0:00:00,35,Subm,14839000,0,99785198,50064176,5950578,6130114,0,0,637300,0,0,23610904,40849675,103289,11811,63428,43015,0,0,0,2639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24383,0,16968,90860,49697,91314,147604,588,289203,99,0,412872,0,366807,86788,210683,127875,0,425346,27,291191,0,29261,46383,0,75644,2,858074,190137,260684,0,299914,750735,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,691442,0,0,0,66786,2,0,0,0,0,0,0,0,0,955,0,0,0,955,1,848586,20157,0,4320606,0,66786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2791,34691953,0,0,0,0,0,0,0,5246796,0,0,75220917,0,0,0,0,0,0,0,0
77,3/31/2026 0:00:00,41,Subm,0,0,60797879,27530804,623500,1398863,0,0,68296,0,0,3597420,5880295,41458,7304,26328,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46400,0,0,0,0,0,0,0,48694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1770,0,19980,0,0,19980,1,0,0,0,0,0,0,0,0,0,0,0,695749,695749,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48694,48694,0,167061,695749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,5857754,0,0,0,0,0,0,0,1978022,-32090,0,0,0,0,0,0,0,0,0,0
79,3/31/2026 0:00:00,43,Subm,2285000,0,81668012,110211504,351500,355950,0,422310,0,0,0,31761590,49255198,161720,57300,35757,48726,0,0,0,4019,0,0,0,0,0,0,0,0,35661,0,0,0,0,0,0,0,0,0,0,0,18418,22702,30464,1673,0,396505,39026,93286,6867,2301,141480,14,177028,60302,0,228081,0,0,0,1136,1136,1,576393,335212,223685,0,0,558897,3,395295,41745,79753,0,0,121498,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1123821,691929,0,0,0,691929,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57288,0,0,0,0,0,0,0,0,0,0,0,0,0,1377379,0,30488,1181895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9957,285229260,0,0,0,0,526,2334434,0,7802909,0,0,67133722,0,37204792,0,37204792,0,0,0,0
82,3/31/2026 0:00:00,46,Subm,0,0,69161254,45099007,1863915,1863915,0,0,283521,0,0,9442771,7689724,17740,5638,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16104,0,0,48953,1882,0,0,0,1882,1,13834,233943,0,0,0,0,0,0,0,0,574245,0,0,0,1281933,1281933,5,309315,58760,3220,21508,72732,156220,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324523,0,401538,1564070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2892,37845114,0,0,0,0,0,0,0,2947578,0,0,0,0,0,0,0,0,0,0,0
90,3/31/2026 0:00:00,49,Subm,2944000,0,3915289,0,94456,154728,0,0,0,0,0,67352,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13316,0,0,23405,4425,7870,5368,0,17663,6,41680,13212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72633,0,0,77581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75064,0,0,0,0,0,0,0,0,0,0,0
98,3/31/2026 0:00:00,54,Subm,0,0,2274615,5980000,0,17910,0,0,0,0,0,85061,0,5785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145643,0,0,0,0,0,0,0,0,0,0,0
107,3/31/2026 0:00:00,57,Subm,99000,0,6467672,42104607,0,239307,0,0,0,0,0,3440658,0,15988,6325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4812,0,0,8698,3779,2003,7279,0,13061,6,0,6548,0,0,0,0,0,0,0,0,89081,0,0,0,0,0,0,33704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15139,12914,0,197118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,3873169,0,0,0,0,33,340029,0,603985,0,0,0,0,0,0,0,0,0,0,0
108,3/31/2026 0:00:00,58,WISE,27174922,0,29343400,1400000,300000,551621,0,0,0,0,0,125963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9064,0,3800,0,12864,3,0,0,0,1272,0,0,0,0,0,0,71612,0,0,0,10564,10564,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338292,0,0,0,0,0,0,0,0,0,0,0
110,3/31/2026 0:00:00,59,Subm,2243000,0,5130246,0,0,0,0,0,0,0,0,13634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229996,0,0,0,0,0,0,0,0,0,0,0
119,3/31/2026 0:00:00,62,Subm,0,0,3431978,70585540,56800,148908,0,0,0,0,0,4652996,0,29378,11877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14235,0,0,11354,4433,17146,10867,9216,41662,22,0,0,0,0,0,0,0,0,0,0,594536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18668,0,0,20083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,41788,0,0,0,0,0,0,0,203202,0,0,0,0,0,0,0,0,0,0,0
120,3/31/2026 0:00:00,63,Subm,0,0,22327392,32026000,318558,519358,0,176133,0,0,0,897581,0,95422,10285,0,1451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87350,66787,46572,0,0,113359,15,0,83472,0,0,0,0,0,0,0,0,0,0,0,183085,0,183085,1,74998,0,0,79774,189969,269743,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150259,32076,0,747218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,9229648,0,0,0,0,0,0,0,1347604,0,0,0,0,0,0,0,0,0,0,0
132,3/31/2026 0:00:00,69,Subm,759264,0,880328,0,0,3333,0,0,0,0,0,513,0,0,530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,801,0,0,0,801,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10974,0,0,0,0,0,0,0,0,0,0,0
135,3/31/2026 0:00:00,70,Subm,26751000,0,37020185,21346402,118400,580079,0,0,0,0,0,738898,0,8031,3997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3383,0,0,16159,452,7188,9231,0,16871,8,0,42537,0,22665,28158,0,42794,80777,151729,8,62855,62448,9574,0,0,72022,3,11848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136978,73893,0,224129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291,4577911,0,0,0,0,75,1065630,0,1086953,0,0,0,0,0,0,0,0,0,0,0
138,3/31/2026 0:00:00,72,Subm,0,0,3788421,11419329,0,72987,0,0,36228,0,0,255410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2094,0,0,0,6811,0,0,0,6811,2,0,147001,0,0,0,0,0,0,0,0,0,0,41577,0,0,41577,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155906,0,0,1885234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,752,16036037,29,3057241,0,0,0,0,0,480695,0,0,0,0,0,0,0,0,0,0,0
