"CU_NUMBER","Cycle_date","join_number","USER_ID","ACCT_AS0007","ACCT_AS0008","ACCT_AS0009","ACCT_AS0013","ACCT_AS0016","ACCT_AS0017","ACCT_AS0022","ACCT_AS0023","ACCT_AS0024","ACCT_AS0025","ACCT_AS0032","ACCT_AS0036","ACCT_CM0099","ACCT_CH0007","ACCT_CH0008","ACCT_CH0015","ACCT_CH0016","ACCT_CH0017","ACCT_CH0018","ACCT_CH0019","ACCT_CH0020","ACCT_CH0021","ACCT_CH0022","ACCT_CH0023","ACCT_CH0024","ACCT_CH0025","ACCT_CH0026","ACCT_CH0027","ACCT_CH0028","ACCT_CH0029","ACCT_CH0030","ACCT_CH0031","ACCT_CH0032","ACCT_CH0033","ACCT_CH0034","ACCT_CH0035","ACCT_CH0036","ACCT_CH0037","ACCT_CH0038","ACCT_CH0039","ACCT_CH0040","ACCT_CH0047","ACCT_CH0048","ACCT_DL0002","ACCT_DL0009","ACCT_DL0016","ACCT_DL0022","ACCT_DL0023","ACCT_DL0024","ACCT_DL0025","ACCT_DL0026","ACCT_DL0027","ACCT_DL0028","ACCT_DL0030","ACCT_DL0037","ACCT_DL0044","ACCT_DL0050","ACCT_DL0051","ACCT_DL0052","ACCT_DL0053","ACCT_DL0054","ACCT_DL0055","ACCT_DL0056","ACCT_DL0057","ACCT_DL0058","ACCT_DL0059","ACCT_DL0060","ACCT_DL0061","ACCT_DL0062","ACCT_DL0063","ACCT_DL0064","ACCT_DL0065","ACCT_DL0066","ACCT_DL0067","ACCT_DL0068","ACCT_DL0069","ACCT_DL0070","ACCT_DL0071","ACCT_DL0072","ACCT_DL0073","ACCT_DL0074","ACCT_DL0075","ACCT_DL0076","ACCT_DL0077","ACCT_DL0078","ACCT_DL0079","ACCT_DL0080","ACCT_DL0081","ACCT_DL0082","ACCT_DL0083","ACCT_DL0084","ACCT_DL0085","ACCT_DL0086","ACCT_DL0087","ACCT_DL0088","ACCT_DL0089","ACCT_DL0090","ACCT_DL0091","ACCT_DL0092","ACCT_DL0093","ACCT_DL0094","ACCT_DL0095","ACCT_DL0096","ACCT_DL0097","ACCT_DL0098","ACCT_DL0099","ACCT_DL0100","ACCT_DL0101","ACCT_DL0102","ACCT_DL0103","ACCT_DL0104","ACCT_DL0105","ACCT_DL0106","ACCT_DL0107","ACCT_DL0108","ACCT_DL0109","ACCT_DL0110","ACCT_DL0111","ACCT_DL0112","ACCT_DL0113","ACCT_DL0114","ACCT_DL0115","ACCT_DL0116","ACCT_DL0117","ACCT_DL0118","ACCT_DL0119","ACCT_DL0120","ACCT_DL0122","ACCT_DL0123","ACCT_DL0124","ACCT_DL0125","ACCT_DL0126","ACCT_DL0127","ACCT_DL0128","ACCT_DL0129","ACCT_DL0130","ACCT_DL0131","ACCT_DL0132","ACCT_DL0133","ACCT_DL0134","ACCT_DL0135","ACCT_DL0136","ACCT_DL0137","ACCT_DL0138","ACCT_DL0139","ACCT_DL0140","ACCT_DL0141","ACCT_DL0142","ACCT_DL0144","ACCT_DL0145","ACCT_DL0146","ACCT_DL0147","ACCT_DT0001","ACCT_DT0002","ACCT_DT0003","ACCT_DT0004","ACCT_DT0005","ACCT_DT0006","ACCT_DT0007","ACCT_DT0008","ACCT_DT0009","ACCT_DT0010","ACCT_DT0011","ACCT_DT0012","ACCT_DT0013","ACCT_DT0014","ACCT_DT0015","ACCT_DT0016","ACCT_IN0001","ACCT_IN0002","ACCT_IN0003","ACCT_IN0004","ACCT_IN0005","ACCT_IN0006","ACCT_IN0007","ACCT_IN0008","ACCT_IS0005","ACCT_IS0010","ACCT_IS0029","ACCT_IS0030","ACCT_LQ0013","ACCT_LQ0014","ACCT_LQ0015","ACCT_LQ0016","ACCT_LQ0017","ACCT_IS0048","ACCT_IS0049","ACCT_DL0148","ACCT_DL0149"
60936,3/31/2026 0:00:00,15322,Subm,0,0,54047999,79812040,1778200,2917200,0,0,0,0,-4749263,41057981,54435210,209754,38534,2904,18929,0,0,0,30971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34739,0,0,155676,32099,34636,0,0,66735,35,137781,989857,0,76806,9842,0,0,0,9842,3,2818917,0,59151,29450,0,88601,2,710322,100898,112642,168921,0,382461,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1305216,0,0,1424735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5748,107260607,0,0,0,0,36,409091,0,6245052,0,0,52272392,3126103,36596850,1185320,40908273,0,0,0,0
60942,3/31/2026 0:00:00,15326,Subm,0,0,55997350,35821830,136200,2034548,0,0,164146,20282,0,7500295,0,60308,8851,19,9242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3324,0,0,65631,25273,2471,0,0,27744,13,43700,351055,0,223772,23750,31331,0,0,55081,2,2332550,196995,0,15646,0,212641,2,54997,0,0,42435,0,42435,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,644097,0,0,503487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,2441074,0,0,0,0,14,504744,0,1200083,0,0,0,0,0,0,0,0,0,0,0
60947,3/31/2026 0:00:00,15331,Subm,59707000,0,77769561,3610926,0,589500,0,0,0,0,1268876,2468274,1883753,7649,1929,0,2025,0,0,5777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9253,0,0,3510,4456,4477,0,0,8933,4,0,50094,0,0,0,9042,0,0,9042,1,511613,145870,0,0,0,145870,1,138350,0,0,49355,0,49355,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209673,0,0,121485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,88257,0,0,0,0,0,0,0,1187745,0,0,0,0,0,0,0,0,0,0,0
60967,3/31/2026 0:00:00,15349,Subm,35103000,0,36580904,1383562,142496,229734,0,0,0,0,0,284403,0,3419,3237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2670,1575,0,0,0,1575,7,3631,5991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31275,31275,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11197,52306,0,50773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,851,624528,0,0,0,0,0,0,0,488797,0,0,0,0,0,0,0,0,0,0,0
60968,3/31/2026 0:00:00,15350,Subm,0,0,234985242,195983744,9585089,10110089,0,0,0,0,0,27285500,3316126,262893,59752,0,23780,0,0,0,0,0,0,0,0,0,0,0,0,0,5737,0,0,0,0,0,0,0,0,0,0,0,0,89490,0,0,228313,85608,127619,0,0,213227,18,179218,107377,0,0,0,0,0,0,0,0,1373793,620817,0,0,120437,741254,2,1301658,96355,299961,52617,64651,513584,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1768364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1178865,18686,0,2099928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,568,4569993,0,0,0,0,0,0,0,8001883,0,0,122759705,0,88667562,0,88667562,0,0,4,28057
60978,3/31/2026 0:00:00,15360,Subm,3588000,0,184659913,35770293,5534270,7514482,0,0,288475,17500,0,18178275,4073280,115396,25150,10233,29115,0,3823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96584,0,26161,197287,90842,93194,0,0,184036,56,940097,417364,0,136455,74933,10674,0,0,85607,9,4301398,551739,0,479607,0,1031346,8,240366,196402,256044,104172,0,556618,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2101529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2394122,2101529,0,1117490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14611,322034756,0,0,104,24885304,1250,23476180,0,12444404,31025,0,33928570,2240947,51301252,143425700,196967899,0,0,0,0
60991,3/31/2026 0:00:00,15371,Subm,49389000,0,57196703,0,184800,590800,0,0,0,0,0,3876089,0,3999,1341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1165,0,0,4587,4098,3833,0,0,7931,3,0,5051,0,4499,0,6336,0,0,6336,1,476655,0,0,0,0,0,0,86880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,670,13112000,0,0,0,0,2,1392,0,1051785,0,0,0,0,0,0,0,0,0,2,10989
60994,3/31/2026 0:00:00,15374,Subm,0,0,2961716,3472000,8000,8000,0,0,0,0,0,162074,0,6187,2604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6953,0,0,3202,0,3202,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290782,0,0,0,0,0,0,0,0,0,0,0
61003,3/31/2026 0:00:00,15383,Subm,0,0,34375386,31511300,2509978,3034978,0,0,0,0,0,5604043,0,1865,2353,103135,41777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23192,0,0,103497,17722,0,0,0,17722,3,0,10041,0,243010,61923,18952,0,0,80875,6,226806,0,0,0,0,0,0,0,29329,0,0,0,29329,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142207,0,0,153205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,54465,0,0,0,0,31,132225,0,4199372,0,0,0,0,0,0,0,0,0,0,0
61004,3/31/2026 0:00:00,15384,WISE,0,0,1911745073,2287521147,17250000,17250000,0,0,221421,0,0,149702183,257254296,337420,92245,938,836,0,0,0,9793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310845,0,0,4602,250,0,0,0,250,1,175368,330797,0,70961,701,12080,0,0,12781,4,16551518,1320045,969678,0,406888,2696611,8,1859973,349586,253654,46633,103583,753456,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2487592,551,0,5104499,0,0,0,0,0,0,0,0,0,0,0,0,3405500,41692,0,0,0,0,31573,654011396,0,0,0,0,0,0,0,51458102,98422,0,75000000,29930,328249829,707325720,1035605479,0,0,6,746189
61028,3/31/2026 0:00:00,15405,Subm,0,0,28419665,0,0,189445,0,0,0,0,0,470517,0,6048,2248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13182,0,0,20439,13793,9643,0,0,23436,6,11270,13938,0,24942,0,0,0,0,0,0,9233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52183,0,0,76384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716981,0,0,0,0,0,0,0,0,0,0,0
61048,3/31/2026 0:00:00,15423,Subm,0,0,25046465,54155882,1554800,2454800,0,0,0,0,0,19683282,88294594,196189,33274,18362,1030,0,1945,0,0,0,0,0,0,0,0,0,0,0,0,0,4500,0,0,0,38334,0,0,0,0,0,0,133336,0,0,294767,36969,1223,1589,0,39781,19,44917,190961,0,229945,15941,2744,19169,0,37854,3,3656125,11462,453707,141979,222047,829195,18,316033,183007,0,24213,173264,380484,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2633387,0,0,0,0,0,0,0,0,946734,0,0,946734,2,1017953,0,113676,0,103930,217606,2,0,0,0,0,0,0,0,172820,102475,40827,179012,322314,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,616593,977047,0,1289851,1486654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,499,10751989,0,0,0,0,0,0,0,5192643,0,0,121970310,6237304,26935207,0,33172511,0,0,0,0
61055,3/31/2026 0:00:00,15430,WISE,2480000,0,2788567,0,0,2055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41045,0,0,0,0,0,0,0,0,0,0,0
61056,3/31/2026 0:00:00,15431,Subm,360050,0,589892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7948,0,0,0,0,0,0,0,0,0,0,0
61065,3/31/2026 0:00:00,15439,Subm,20952000,0,21568559,0,0,212156,0,0,0,0,0,58514,0,0,0,5937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,6630,1653,0,0,8283,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160709,0,0,0,0,0,0,0,0,0,0,0
61068,3/31/2026 0:00:00,15442,Subm,445577,0,29363173,54361948,1354500,2336700,0,0,46666,0,2148811,32177651,94865071,342491,47352,174838,17070,0,0,0,0,14650,4585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170834,0,0,163080,94324,107713,0,0,202037,90,38419,95783,0,181444,7886,14492,6818,0,29196,4,838708,0,396108,0,0,396108,1,527310,318611,228806,201559,0,748976,12,0,0,0,0,0,0,0,0,138236,0,0,0,138236,1,41253,816,0,0,0,816,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,864909,272680,248400,1361073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,9153992,399,61038253,0,0,0,0,0,5555067,0,27929,0,5188539,18254552,53874687,77317778,0,0,6,342833
61077,3/31/2026 0:00:00,15450,Subm,1492000,0,149744019,125115840,5189796,6632810,0,0,0,0,5478774,67184374,88866193,413537,73830,315298,41962,0,2069,0,2883,0,294862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169661,0,0,295621,174325,405869,31688,0,611882,164,429396,2729569,0,1720949,602126,659890,646433,89676,1998125,124,7555180,926826,477325,532246,645223,2581620,42,486647,590440,759602,349246,536965,2236253,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9974548,0,0,4455,0,4455,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5622343,0,0,11041335,4455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27772,516705761,0,0,0,0,5542,102276250,0,19426565,0,0,276483247,4691497,0,0,4691497,0,0,33,607736
61085,3/31/2026 0:00:00,15458,Subm,4698000,20000,20411219,5283104,0,28199,0,0,0,0,0,102583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,0,3706,0,0,3706,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,210111,0,289972,0,0,0,0,0,0,0,0,0,0,0
61088,3/31/2026 0:00:00,15461,Subm,0,0,11894330,130702483,1696500,1917524,0,25000,336129,0,0,7058975,0,15121,3825,0,11862,23659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,715,725,1368,0,0,3686,1753,1331,0,0,3084,2,0,70619,0,88108,0,291,0,0,291,1,962223,169606,233308,83371,219934,706219,8,86788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243346,0,1331,917341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,581,9543835,0,0,0,0,10,206091,0,2270363,0,0,0,0,0,0,0,0,0,0,0
61089,3/31/2026 0:00:00,15462,Subm,23516682,0,78009700,338066011,10535192,13035192,0,0,207212,0,0,16058317,0,91475,12088,7983,1055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72046,0,0,136669,79892,146507,71589,0,297988,48,69987,140745,0,92916,41985,0,0,0,41985,4,308030,263169,24299,0,0,287468,3,54316,46854,11200,0,0,58054,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,714678,0,0,1314217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1289,39277970,0,0,0,0,0,0,0,4195272,0,0,5486582,20000,9706292,33162307,42888599,0,0,0,0
61090,3/31/2026 0:00:00,15463,Subm,16000785,0,81264088,79096223,3500905,6224936,0,0,984711,0,3118185,36499670,20576967,26823,6550,29534,94,0,0,0,0,0,437,0,0,0,0,0,0,0,0,0,0,0,0,0,42804,0,0,0,0,0,0,38128,0,0,84915,16901,51053,0,2988,70942,17,151089,504194,0,448524,40132,176530,282362,0,499024,14,704174,84362,0,157383,0,241745,3,49996,0,25055,0,17926,42981,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1271580,0,1557290,0,398472,1955762,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,834806,1955762,0,337837,2959754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8149,176962356,104,29686896,0,0,372,7855588,0,5008189,0,0,397606,31708924,37582167,0,69291091,0,0,0,0
61093,3/31/2026 0:00:00,15466,WISE,0,0,45503315,127390655,6932328,7891598,0,1634140,145000,0,0,40159768,66945541,436878,48663,1045877,219614,21152,72305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351266,111081,303670,0,0,414751,64,0,478900,0,2740617,774011,759563,0,0,1533574,87,2460319,100369,303961,255994,424072,1084396,16,1165208,327925,850272,247591,219319,1645107,31,0,0,0,0,0,0,0,0,0,0,0,6415073,6415073,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39266,1960761,0,0,2098131,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1929656,9828743,419878,3441640,6546874,137370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5106,141065904,25,1477913,0,0,256,660636,0,7514066,584885,0,0,2230740,61092339,10576401,73899480,0,0,0,0
61094,3/31/2026 0:00:00,15467,Subm,4480000,0,8925851,39949996,99100,661709,0,0,0,0,0,1189376,15795523,6423,5336,0,0,0,0,0,4825,0,0,0,0,0,0,0,0,0,0,0,46926,0,0,0,0,0,0,0,0,0,0,2674,0,0,15681,0,15106,0,0,15106,3,0,0,0,57282,14518,2615,0,0,17133,4,0,0,0,0,0,0,0,36438,9901,0,0,52090,61991,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166762,0,0,299999,0,299999,1,559614,0,86492,0,0,86492,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27093,386491,0,152178,386491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,930014,0,0,0,0,0,0,0,0,0,0,0
61101,3/31/2026 0:00:00,15474,Subm,15728000,0,23567292,11720706,150724,326539,0,0,0,0,0,371653,0,41847,9555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14335,0,0,0,183881,0,0,0,183881,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,593914,0,504068,0,0,0,0,0,0,0,0,0,0,0
61123,3/31/2026 0:00:00,15493,Subm,22409000,0,25204277,0,918334,1068334,0,0,0,0,0,185585,0,0,1742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2526,8031,0,0,0,8031,2,0,0,0,0,104500,0,0,0,104500,3,0,0,0,0,0,0,0,18807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112531,0,0,43756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341026,0,0,0,0,0,0,0,0,0,0,0
61128,3/31/2026 0:00:00,15498,WISE,13939000,0,17016414,14266823,12108,365728,0,0,0,0,0,563071,0,32368,29424,0,5590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21200,13800,18834,0,0,32634,10,0,41516,0,47443,10038,0,0,0,10038,1,224679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65354,23708,0,215810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60450,535187,0,0,0,0,0,0,0,0,0,0,0
61136,3/31/2026 0:00:00,15505,Subm,0,0,2519979,7482000,0,278853,0,0,0,0,0,62626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6372,0,0,0,0,0,0,0,0,7517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6372,0,0,10083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162691,0,0,0,0,0,0,0,0,0,0,0
