"CU_Number","CYCLE_DATE","JOIN_NUMBER","ACCT_AS0001","ACCT_AS0003","ACCT_AS0004","ACCT_AS0005","ACCT_AS0010","ACCT_AS0041","ACCT_AS0048","ACCT_AS0050","ACCT_AS0051","ACCT_AS0052","ACCT_AS0053","ACCT_AS0054","ACCT_AS0055","ACCT_AS0056","ACCT_AS0057","ACCT_AS0058","ACCT_AS0059","ACCT_AS0060","ACCT_AS0061","ACCT_AS0062","ACCT_AS0063","ACCT_AS0064","ACCT_AS0065","ACCT_AS0066","ACCT_AS0067","ACCT_AS0068","ACCT_AS0069","ACCT_AS0070","ACCT_AS0071","ACCT_AS0072","ACCT_AS0073","ACCT_DL0121","ACCT_EQ0009","ACCT_IS0004","ACCT_IS0011","ACCT_IS0012","ACCT_IS0013","ACCT_IS0016","ACCT_IS0017","ACCT_IS0021","ACCT_IS0022","ACCT_LC0047","ACCT_LC0085","ACCT_LI0003","ACCT_LI0069","ACCT_LN0050","ACCT_LN0051","ACCT_LN0052","ACCT_LN0053","ACCT_LN0054","ACCT_LN0055","ACCT_LN0056","ACCT_LN0057","ACCT_NW0001","ACCT_NW0002","ACCT_NW0010","ACCT_PC0001","ACCT_PC0002","ACCT_PC0003","ACCT_PC0004","ACCT_PC0005","ACCT_PC0006","ACCT_PC0007","ACCT_PC0008","ACCT_PC0009","ACCT_PC0010","ACCT_SL0003","ACCT_IS0020","ACCT_IS0026","ACCT_IS0046","ACCT_IS0047","ACCT_SL0012","ACCT_SL0013","ACCT_SL0014","ACCT_SL0015","ACCT_SL0016","ACCT_SL0017","ACCT_AS0042"
1,3/31/2026 0:00:00,2,0,0,65304,0,1,0,34182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2155,0,0,0,2155,0,0,0,0,0,11877102,0,0,0,0,0,0,0,0,03/01/2023,7500,13376472,0,0,0,0,0,0,0,0,0,0,0,13918,0,0,0,0,0,0,0,0,0,0
6,3/31/2026 0:00:00,7,0,0,3977859,0,1,0,2752467,0,0,0,0,0,0,0,0,0,0,0,0,7718764,6924621,226545,3468220,0,18338150,0,0,0,0,0,0,0,-655119,0,914510,0,0,-15885,898625,0,0,0,0,43089,263270842,0,0,0,0,0,0,0,0,01/01/2023,0,288269062,0,0,0,0,0,0,0,0,0,0,0,558974,0,0,0,0,0,215,4878091,0,0,0
12,3/31/2026 0:00:00,11,0,294350,774609,384778,1,0,1249675,0,0,325000,0,0,325000,0,0,0,0,0,0,0,0,0,0,0,0,1744599,244914,482985,0,0,2472498,0,0,0,151016,0,0,0,151016,0,0,0,0,0,64419827,0,0,0,0,0,0,0,0,04/01/2023,0,70566623,0,0,0,0,0,0,0,0,0,0,0,288064,0,0,0,0,0,0,0,0,0,0
13,3/31/2026 0:00:00,12,0,95986409,3443303,3906967,1,0,4154940,0,0,0,0,0,0,0,0,0,0,0,0,95959,26851,0,0,0,122810,0,0,0,0,0,0,0,-4024,0,944677,0,0,0,944677,0,0,0,0,0,1174171563,0,0,0,0,0,0,0,0,01/01/2023,2278236,1282088093,0,0,0,0,0,0,0,0,0,0,0,1711295,0,0,0,0,0,0,0,0,0,0
16,3/31/2026 0:00:00,14,0,0,89167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7870884,0,0,0,0,0,0,0,0,,0,9158411,0,0,0,0,0,0,0,0,0,0,0,6422,0,0,0,0,0,0,0,0,0,0
19,3/31/2026 0:00:00,16,0,0,30,0,1,0,30588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7458000,489000,0,0,0,7947000,0,0,0,0,0,0,0,0,0,0,0,0,0,7350728,0,0,0,0,0,0,0,0,Fiscal Year 2022,0,10613824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,3/31/2026 0:00:00,17,0,23446591,313585,480777,1,0,1560685,5189523,0,0,0,0,5189522,0,0,0,0,0,0,1688668,2063692,12983373,4436563,0,21172297,0,0,0,0,0,0,0,-1369772,0,120000,0,0,0,120000,0,0,0,0,0,301626232,0,0,0,0,0,0,0,0,12/01/2023,564939,361083545,0,0,0,0,0,0,0,0,0,0,0,444280,0,-15129,0,0,0,0,0,0,0,0
26,3/31/2026 0:00:00,19,0,0,237614,0,1,0,45107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19948751,0,0,0,0,0,0,0,0,01/01/2023,53172,22279688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,3/31/2026 0:00:00,21,0,21491090,7108339,0,1,0,24589259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10395328,13509701,710632,24615660,0,0,0,0,0,0,0,-9048372,0,6656753,0,0,0,6656753,0,0,0,0,0,1357572432,5,147253,56549,0,0,0,1,1349,07/01/2023,5646897,1486010293,0,0,0,0,0,0,0,0,0,0,0,1898154,0,0,0,0,0,0,0,0,0,0
42,3/31/2026 0:00:00,29,0,0,859184,0,1,0,519601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11340000,8672000,5328000,0,0,25340000,0,0,0,105000,0,0,0,105000,0,0,0,0,0,142127937,0,0,0,0,0,0,0,0,10/01/2023,100174,159891725,0,0,0,0,0,0,0,0,0,0,0,455,0,0,0,0,0,0,0,0,0,0
47,3/31/2026 0:00:00,30,0,0,275265,0,1,0,116913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50592303,0,0,0,0,0,0,0,0,02/01/2023,0,57648117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,3/31/2026 0:00:00,31,0,0,743875,0,1,0,425558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3800000,2000000,2000000,0,0,7800000,0,0,0,117171,0,0,1331,118502,0,0,0,0,3654,54063482,0,0,0,0,0,0,0,0,Fiscal Year 2022,166396,66830506,0,0,0,0,0,0,0,0,0,0,0,119849,0,0,0,0,0,0,0,0,0,0
51,3/31/2026 0:00:00,32,0,867325155,32529156,13298220,1,0,68579408,60785,0,0,6078676,4608814,10748276,0,0,0,0,0,0,1710182,54621790,105445057,446833053,34501385,643111467,92009350,26092272,35635582,30964731,0,184701935,0,-134289173,0,6738403,-234,0,-116925,6621244,0,0,0,0,278871,8466915011,1,21188,21188,0,0,0,1,21188,01/01/2023,23240646,9199845535,0,0,0,0,0,0,0,0,0,0,0,15308467,0,-2273225,-121552,0,0,0,0,0,0,-4121
53,3/31/2026 0:00:00,33,0,0,634290,0,1,0,355550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,0,0,0,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,56882108,0,0,0,0,0,0,0,0,01/01/2023,0,62727692,0,0,0,0,0,0,0,0,0,0,0,56565,0,0,0,0,0,0,0,0,0,0
60,3/31/2026 0:00:00,35,0,77149526,1677774,2054003,1,0,4796303,0,0,0,0,0,0,0,0,0,0,0,0,11888075,11990218,17428033,8757849,0,50064176,0,0,0,0,0,0,0,-2810501,0,875700,0,0,0,875700,0,0,0,0,0,473052666,0,0,0,0,0,0,0,0,04/01/2023,663863,526570715,0,0,0,0,0,0,0,0,0,0,0,1067651,0,0,0,0,0,60,122879,0,0,0
77,3/31/2026 0:00:00,41,0,5981084,627287,0,1,0,976902,0,0,0,0,0,0,0,0,0,0,0,0,2071093,10345628,11786566,3327517,0,27530804,0,0,0,0,0,0,0,-2225847,0,162831,0,0,0,162831,0,0,0,0,0,193435110,0,0,0,0,0,0,0,0,07/01/2023,-250000,210054331,0,0,0,0,0,0,0,0,0,0,0,59605,0,0,0,0,0,0,0,0,0,0
79,3/31/2026 0:00:00,43,0,70591687,4874578,1528396,1,0,2985156,0,0,0,0,0,0,0,0,0,0,0,0,17003120,35238291,20916388,34971444,2082260,110211504,0,0,0,0,0,0,0,-7787789,0,340000,0,0,0,340000,0,0,0,0,92,850520803,0,0,0,0,0,0,0,0,01/01/2023,1317646,938321193,0,0,0,0,0,0,0,0,0,0,0,1380201,0,0,0,0,0,0,0,0,0,0
82,3/31/2026 0:00:00,46,0,68062519,702893,0,1,0,2134153,0,0,0,0,0,0,0,0,0,0,0,0,6059285,19983810,0,0,0,26043095,5580912,13475000,0,0,0,19055912,0,-39031,0,0,0,0,0,0,0,0,0,0,0,287538233,0,0,0,0,0,0,0,0,01/01/2023,365808,331815074,0,0,0,0,0,0,0,0,0,0,0,325673,0,0,0,0,0,2,3020000,0,0,0
90,3/31/2026 0:00:00,49,0,0,0,0,1,0,53676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2484372,0,0,0,0,0,0,0,0,03/01/2023,58827,7518520,0,0,0,0,0,0,0,0,0,0,0,2110,0,0,0,0,0,0,0,0,0,0
98,3/31/2026 0:00:00,54,0,0,200,0,1,0,39076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2160000,3820000,0,0,0,5980000,0,0,0,14128,0,0,0,14128,0,0,0,0,0,11079397,0,0,0,0,0,0,0,0,03/01/2023,0,13542942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,3/31/2026 0:00:00,57,0,0,595917,0,1,0,129976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7751794,18921681,14107911,1323219,0,42104607,0,0,0,3154,0,0,0,3154,0,0,0,0,0,64775748,0,0,0,0,0,0,0,0,01/01/2023,-22915,77233744,0,0,0,0,0,0,0,0,0,0,0,72710,0,0,0,0,0,0,0,0,0,0
108,3/31/2026 0:00:00,58,0,0,526962,0,1,0,207411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450000,950000,1400000,0,0,0,2500,0,0,0,2500,0,0,0,0,0,36578021,0,0,0,0,0,0,0,0,03/01/2023,0,45727697,0,0,0,0,0,0,0,0,0,0,0,27954,0,0,0,0,0,0,0,0,0,0
110,3/31/2026 0:00:00,59,0,0,26143,0,1,0,60199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34536272,0,0,0,0,0,0,0,0,04/01/2023,0,40584361,0,0,0,0,0,0,0,0,0,0,0,6578,0,0,0,0,0,0,0,0,0,0
119,3/31/2026 0:00:00,62,0,292733,221921,0,1,0,36524,0,0,0,0,0,0,0,0,0,0,0,0,4109886,20594928,14862516,28167488,2850722,70585540,0,0,0,0,0,0,0,-5701332,0,-39764,0,0,0,-39764,0,0,0,0,0,78409056,0,0,0,0,0,0,0,0,01/01/2023,0,89801774,0,0,0,0,0,0,0,0,0,0,0,1643,0,0,0,0,0,0,0,0,0,0
120,3/31/2026 0:00:00,63,0,0,577046,0,1,0,468200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17886000,11152000,2988000,0,0,32026000,0,0,0,155028,0,0,0,155028,0,0,0,0,0,123005476,0,0,0,0,0,0,0,0,01/01/2023,4328,134031108,0,0,0,0,0,0,0,0,0,0,0,192207,0,0,0,0,0,0,0,0,0,0
132,3/31/2026 0:00:00,69,0,0,557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,867463,0,0,0,0,0,0,0,0,,0,1039187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,3/31/2026 0:00:00,70,0,0,869725,0,1,0,312948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,497547,3481967,17366888,21346402,0,0,0,0,0,0,0,-153598,0,0,0,0,0,0,0,0,0,0,0,99653144,0,0,0,0,0,0,0,0,01/01/2023,5588,116990819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,3/31/2026 0:00:00,72,0,0,724668,0,1,0,77170,0,0,0,0,0,0,0,0,0,0,0,0,3203401,5346824,2869104,0,0,11419329,0,0,0,0,0,0,0,-35671,0,37826,0,0,0,37826,0,0,0,0,0,40058001,0,0,0,0,0,0,0,0,03/01/2023,0,44992494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,1034450,0,0,0,0,0
146,3/31/2026 0:00:00,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4957711,0,0,0,0,0,0,0,0,,0,5468566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,3/31/2026 0:00:00,75,0,0,0,0,1,0,5488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1325907,0,0,0,0,0,0,0,0,Fiscal Year 2020,0,1481169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,3/31/2026 0:00:00,77,0,35636229,4964926,160000,1,0,4435937,0,0,0,0,0,0,0,0,0,0,0,0,24094756,34648761,6649624,6176653,0,71569794,1730138,0,62234,41315,0,1833688,0,-3687538,0,227434,548,0,-950,227032,0,0,0,0,10220,463463713,0,0,0,0,0,0,0,0,07/01/2023,490762,503526240,0,0,0,0,0,0,0,0,0,0,0,421071,0,0,-8471,0,0,0,0,0,0,-780976
151,3/31/2026 0:00:00,78,0,171750143,3062755,0,1,0,9564567,0,0,0,0,0,0,0,0,0,0,0,0,22629217,19256097,25047910,27073287,10513050,104519561,0,0,0,0,0,0,0,-13308016,0,1674610,0,0,0,1674610,0,0,0,0,0,1036794262,0,0,0,0,0,0,0,0,01/01/2023,3232555,1158996534,0,0,0,0,0,0,0,0,0,0,0,1305082,0,0,0,0,0,0,0,0,0,0
153,3/31/2026 0:00:00,80,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275485,0,0,0,0,0,0,0,0,,0,350269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,3/31/2026 0:00:00,83,0,25151771,9990061,0,1,0,22831386,0,0,0,0,25724419,25724419,0,0,0,0,0,0,142163358,103347531,81858066,297185819,84442099,708996873,0,0,0,0,0,0,0,-24210193,0,1769293,0,0,11482,1780775,0,0,0,0,28856,2456404668,0,0,0,17,870852,783767,0,0,01/01/2023,8713806,2805333521,0,0,0,0,0,0,0,0,0,0,0,5825641,0,-163270,-621242,6,10475059,1,356999,0,0,0
162,3/31/2026 0:00:00,85,0,17083279,765062,0,1,0,820588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1750000,600000,250000,1900000,6650000,11150000,0,0,0,240000,0,0,0,240000,0,0,0,0,14000,161405163,0,0,0,0,0,0,0,0,01/01/2023,122000,179557306,0,0,0,0,0,0,0,0,0,0,0,154396,0,0,0,0,0,0,0,0,0,0
167,3/31/2026 0:00:00,87,0,0,6989313,2315173,1,0,1265291,0,0,0,0,0,0,0,0,0,0,0,0,14317710,16662048,21941345,1029770,0,53950873,0,83334,0,0,0,83334,0,-77493,0,153700,0,0,-3500,150200,0,0,0,0,8500,661148947,0,0,0,0,0,0,0,0,01/01/2023,351796,739561011,0,0,0,0,0,0,0,0,0,0,0,1143730,0,0,0,0,0,0,0,0,0,0
168,3/31/2026 0:00:00,88,0,0,505336,0,1,0,97472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000,245000,249630,0,744630,0,0,0,0,0,0,0,0,0,0,0,0,0,37775393,0,0,0,0,0,0,0,0,10/01/2023,0,41566783,0,0,0,0,0,0,0,0,0,0,0,37936,0,0,0,0,0,0,0,0,0,0
169,3/31/2026 0:00:00,89,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,911117,0,0,0,0,0,0,0,0,,0,1607670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,3/31/2026 0:00:00,92,0,261121759,9341977,1167049,1,0,9658244,0,0,0,0,0,0,0,0,0,0,0,0,105717096,12004730,138857295,36407656,0,292986777,0,0,0,0,0,0,0,-16599200,0,1988761,0,0,-376,1988385,0,0,0,0,3801,1533279792,0,0,0,11,41994,40952,0,0,04/01/2023,360098,1796417501,0,0,0,0,0,0,0,0,0,0,0,2962730,0,0,0,0,0,0,0,0,0,0
187,3/31/2026 0:00:00,100,0,0,221993,0,1,0,448333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248000,248000,0,0,0,496000,0,0,0,62119,0,0,0,62119,0,0,0,0,0,24032038,0,0,0,19,1061584,530792,0,0,01/01/2023,296736,27508977,0,0,0,0,0,0,0,0,0,0,0,25184,0,0,0,0,0,0,0,0,0,0
195,3/31/2026 0:00:00,104,0,0,85510,0,1,0,111618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12851,0,0,0,12851,0,0,0,0,0,18466396,0,0,0,0,0,0,0,0,01/01/2023,1069,20307712,0,0,0,0,0,0,0,0,0,0,0,6051,0,0,0,0,0,0,0,0,0,0
196,3/31/2026 0:00:00,105,0,15706225,29155101,9578809,1,0,42270489,0,0,0,0,0,0,0,0,0,0,0,0,51812125,18332052,41633846,62530371,0,174308393,0,0,0,0,0,0,0,-17213788,0,7760000,0,0,0,7760000,0,0,0,0,0,2861781993,5,691449,520838,0,0,0,0,0,01/01/2023,19699299,3133815679,0,0,0,0,0,0,0,0,0,0,0,6591529,0,0,-809231,0,0,0,0,0,0,0
198,3/31/2026 0:00:00,107,0,0,117035,0,1,0,34530,4579833,0,0,0,0,4579833,0,0,0,0,0,0,0,0,0,0,0,0,1000000,0,4000000,0,0,5000000,0,0,0,12519,0,0,0,12519,0,0,0,0,0,40170400,0,0,0,0,0,0,0,0,01/01/2023,0,54189567,0,0,0,0,0,0,0,0,0,0,0,2560,0,-83798,0,0,0,0,0,0,0,0
199,3/31/2026 0:00:00,108,0,31498162,2839510,237255,1,0,569198,0,0,0,0,0,0,0,0,0,0,0,0,2473884,5771169,7672709,28353849,2652090,46923701,0,0,0,0,0,0,0,-4768331,0,78243,0,0,0,78243,0,0,0,0,0,183846582,0,0,0,0,0,0,0,0,01/01/2023,69660,213345978,0,0,0,0,0,0,0,0,0,0,0,374021,0,0,0,0,0,0,0,0,0,0
200,3/31/2026 0:00:00,109,0,0,0,0,1,0,41521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7041600,0,0,0,0,0,0,0,0,02/01/2025,0,9909729,0,0,0,0,0,0,0,0,0,0,0,1960,0,0,0,0,0,0,0,0,0,0
205,3/31/2026 0:00:00,112,0,3126158,1051505,0,1,0,937565,0,0,0,0,0,0,0,0,0,0,0,0,6841669,10102865,24041599,2905740,0,43891874,3411000,1349000,1520000,0,0,6280000,0,-1401830,0,94000,0,0,0,94000,0,0,0,0,0,235084009,0,0,0,0,0,0,0,0,01/01/2023,425000,282152840,0,0,0,0,0,0,0,0,0,0,0,35727,0,0,0,0,0,0,0,0,0,0
216,3/31/2026 0:00:00,116,0,1593223,686914,0,1,0,171096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500637,7373529,12593333,0,0,22467499,0,0,0,36795,0,0,152,36947,0,0,0,0,0,70935503,0,0,0,0,0,0,0,0,01/01/2023,77450,77694878,0,0,0,0,0,0,0,0,0,0,0,62140,0,0,0,0,0,0,0,0,0,0
220,3/31/2026 0:00:00,117,0,7103953,124399,0,1,0,121422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4507068,1003666,3000000,0,0,8510734,0,0,0,22004,0,0,0,22004,0,0,0,0,0,35005623,0,0,0,0,0,0,0,0,01/01/2023,101683,43492550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,3/31/2026 0:00:00,119,0,35081,5765506,579653,1,0,3224395,0,0,0,0,0,0,0,0,0,0,0,0,336337,283569,12464,0,0,632370,249000,996000,0,0,0,1245000,0,-18584,0,273622,0,0,0,273622,0,0,0,0,0,145318060,0,0,0,0,0,0,0,0,Fiscal Year 2022,0,188128198,0,0,0,0,0,0,0,0,0,0,0,410926,0,0,0,0,0,0,0,0,0,0
227,3/31/2026 0:00:00,121,0,415992673,11841542,396695027,1,0,506975593,0,0,0,0,0,0,0,0,0,0,0,0,1101959163,107705560,1184106504,1345747945,34672073,3774191244,0,0,0,0,0,0,0,-111253363,0,-3617998,0,0,422936,-3195062,0,0,0,0,8687631,26374415604,0,0,0,1991,852822458,227559810,0,0,01/01/2023,601794136,29396724251,0,0,0,0,0,0,0,0,0,0,0,27680008,0,0,3,0,0,0,0,0,0,0
233,3/31/2026 0:00:00,124,0,10773014,1147822,0,1,0,738914,0,0,0,0,0,0,0,0,0,0,0,0,409972,1563987,204589,781600,50385,3010533,0,0,0,0,0,0,0,-128412,0,98950,0,0,0,98950,0,0,0,0,0,172175385,0,0,0,0,0,0,0,0,01/01/2023,424197,191916668,0,0,0,0,0,0,0,0,0,0,0,364257,0,0,0,0,0,0,0,0,0,0
234,3/31/2026 0:00:00,125,0,0,315225,0,1,0,69825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4498000,4491000,14998000,0,0,23987000,0,0,0,0,0,0,0,0,0,0,0,0,0,62842913,0,0,0,0,0,0,0,0,03/01/2023,0,81560468,0,0,0,0,0,0,0,0,0,0,0,45723,0,0,0,0,0,0,0,0,0,0
240,3/31/2026 0:00:00,128,0,0,464184,0,1,0,224370,0,0,0,0,0,0,0,0,0,0,0,0,3696747,150659,0,913308,206417,4967131,577547,3075446,5443575,1943225,0,11039793,0,54776,0,44528,0,0,0,44528,0,0,0,0,0,90315465,0,0,0,0,0,0,0,0,01/01/2023,-117333,110798471,0,0,0,0,0,0,0,0,0,0,0,17632,0,0,0,0,0,0,0,0,0,0
242,3/31/2026 0:00:00,129,0,0,2212073,310876,1,0,870564,0,0,0,0,0,0,0,0,0,0,0,0,4566564,4457600,4911363,475436,0,14410962,0,0,0,0,0,0,0,-116066,0,189377,0,0,0,189377,0,0,0,0,0,104283559,0,0,0,0,0,0,0,0,01/01/2023,579051,126256023,0,0,0,0,0,0,0,0,0,0,0,11908,0,0,0,0,0,0,0,0,0,0
256,3/31/2026 0:00:00,136,0,29047589,1761685,225752,1,0,1359569,0,0,0,0,0,0,0,0,0,0,0,0,24220945,21170100,8421019,33066693,4558913,91437671,0,0,0,0,0,0,0,-3259180,0,254125,0,0,0,254125,0,0,0,0,0,278650051,0,0,0,0,0,0,0,0,Fiscal Year 2022,143696,308182906,0,0,0,0,0,0,0,0,0,0,0,224660,0,0,66063,0,0,0,0,0,0,0
258,3/31/2026 0:00:00,137,0,33966327,1409257,0,1,0,660052,0,0,0,0,0,0,0,0,0,0,0,0,2003906,4959880,0,6629259,0,13593046,28914106,49348546,19058335,34627399,0,131948387,0,-114749,0,62976,0,0,0,62976,0,0,0,0,0,345966451,0,0,0,0,0,0,0,0,07/01/2023,141523,401240992,0,0,0,0,0,0,0,0,0,0,0,633886,0,0,0,0,0,0,0,0,0,0
262,3/31/2026 0:00:00,139,0,750443,485389,0,1,0,186646,0,0,0,0,0,0,0,0,0,0,0,0,2429592,10905908,7345833,541262,0,21222595,0,0,0,0,0,0,0,-826539,0,17990,0,0,0,17990,0,0,0,0,0,69338711,0,0,0,0,0,0,0,0,05/01/2023,113251,74550268,0,0,0,0,0,0,0,0,0,0,0,89013,0,0,0,0,0,0,0,0,0,0
266,3/31/2026 0:00:00,143,0,1520350,1159573,0,1,0,2104749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7313363,58490752,26534800,4208775,0,96547690,0,0,0,273696,0,0,0,273696,0,0,0,0,0,286248307,0,0,0,0,0,0,0,0,03/01/2023,1349187,341780484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,3/31/2026 0:00:00,149,0,0,2001868,592817,1,0,384727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3675,0,0,0,-3675,0,0,0,0,0,168459971,0,0,0,0,0,0,0,0,03/01/2023,116033,200242064,0,0,0,0,0,0,0,0,0,0,0,41172,0,0,0,0,0,0,0,0,0,0
277,3/31/2026 0:00:00,152,0,12438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49933,620140,774933,163791,0,1608797,0,0,0,0,0,0,0,-138329,0,0,0,0,0,0,0,0,0,0,0,1164034,0,0,0,0,0,0,0,0,,0,2139634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,3/31/2026 0:00:00,154,0,733816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13295515,0,0,0,0,0,0,0,0,,0,14983289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,3/31/2026 0:00:00,155,0,0,87751,0,1,0,23843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12412009,0,0,0,0,0,0,0,0,01/01/2023,0,14160100,0,0,0,0,0,0,0,0,0,0,0,20346,0,0,0,0,0,0,0,0,0,0
294,3/31/2026 0:00:00,160,0,48994982,3371700,325304,1,0,3418611,0,0,0,0,0,0,0,0,0,0,0,0,3719491,8896512,6140538,13725420,0,32481961,0,0,0,0,0,0,0,-2532597,0,610728,0,0,0,610728,0,0,0,0,0,447615689,0,0,0,0,0,0,0,0,01/01/2023,0,485796027,0,0,0,0,0,0,0,0,0,0,0,1020317,0,0,0,0,0,0,0,0,0,0
303,3/31/2026 0:00:00,166,0,0,935800,0,1,0,580958,0,0,375064,0,0,375064,0,0,0,0,0,0,5681247,3156662,14422306,9141402,0,32401616,0,248000,499000,0,0,747000,0,-1168430,0,84079,0,0,0,84079,0,0,0,0,0,123895892,0,0,0,0,0,0,0,0,10/01/2023,640449,132461459,0,0,0,0,0,0,0,0,0,0,0,95049,0,6429,0,0,0,0,0,0,0,0
306,3/31/2026 0:00:00,168,0,0,1559315,0,1,0,706497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5288554,6138889,17237614,0,0,28665058,0,0,0,69548,0,0,0,69548,0,0,0,0,0,104811889,0,0,0,0,0,0,0,0,01/01/2023,516153,117132779,0,0,0,0,0,0,0,0,0,0,0,275673,0,0,0,0,0,0,0,0,0,0
319,3/31/2026 0:00:00,173,0,32473539,890212,85001,1,0,4523937,0,0,0,0,0,0,0,0,0,0,0,0,1678393,2742287,2711746,8013399,0,15145824,0,0,0,0,0,0,0,-2274311,0,576131,0,0,0,576131,0,0,0,0,0,256048403,0,0,0,0,0,0,0,0,07/01/2023,909187,273471191,0,0,0,0,0,0,0,0,0,0,0,805455,0,0,0,0,0,0,0,0,0,0
