"CU_Number","CYCLE_DATE","JOIN_NUMBER","ACCT_AS0001","ACCT_AS0003","ACCT_AS0004","ACCT_AS0005","ACCT_AS0010","ACCT_AS0041","ACCT_AS0048","ACCT_AS0050","ACCT_AS0051","ACCT_AS0052","ACCT_AS0053","ACCT_AS0054","ACCT_AS0055","ACCT_AS0056","ACCT_AS0057","ACCT_AS0058","ACCT_AS0059","ACCT_AS0060","ACCT_AS0061","ACCT_AS0062","ACCT_AS0063","ACCT_AS0064","ACCT_AS0065","ACCT_AS0066","ACCT_AS0067","ACCT_AS0068","ACCT_AS0069","ACCT_AS0070","ACCT_AS0071","ACCT_AS0072","ACCT_AS0073","ACCT_DL0121","ACCT_EQ0009","ACCT_IS0004","ACCT_IS0011","ACCT_IS0012","ACCT_IS0013","ACCT_IS0016","ACCT_IS0017","ACCT_IS0021","ACCT_IS0022","ACCT_LC0047","ACCT_LC0085","ACCT_LI0003","ACCT_LI0069","ACCT_LN0050","ACCT_LN0051","ACCT_LN0052","ACCT_LN0053","ACCT_LN0054","ACCT_LN0055","ACCT_LN0056","ACCT_LN0057","ACCT_NW0001","ACCT_NW0002","ACCT_NW0010","ACCT_PC0001","ACCT_PC0002","ACCT_PC0003","ACCT_PC0004","ACCT_PC0005","ACCT_PC0006","ACCT_PC0007","ACCT_PC0008","ACCT_PC0009","ACCT_PC0010","ACCT_SL0003","ACCT_IS0020","ACCT_IS0026","ACCT_IS0046","ACCT_IS0047","ACCT_SL0012","ACCT_SL0013","ACCT_SL0014","ACCT_SL0015","ACCT_SL0016","ACCT_SL0017","ACCT_AS0042"
66259,3/31/2026 0:00:00,20482,0,0,44926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2597945,0,0,0,0,0,0,0,0,,0,4928026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66268,3/31/2026 0:00:00,20491,0,0,692287,0,1,0,515356,0,0,0,0,0,0,0,0,0,0,0,0,3601670,2244871,6399080,4106764,540270,16892655,496000,2496000,0,0,0,2992000,0,-1849034,0,140000,0,0,0,140000,0,0,0,0,0,97987611,0,0,0,0,0,0,0,0,01/01/2023,0,111260946,0,0,0,0,0,0,0,0,0,0,0,184704,0,0,0,0,0,0,0,0,0,0
66270,3/31/2026 0:00:00,20493,0,0,1148715,1136928,1,0,1620549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35000,0,65000,100000,0,0,0,125000,0,0,0,125000,0,0,0,0,0,91314131,0,0,0,0,0,0,0,0,01/01/2023,0,102071191,0,0,0,0,0,0,0,0,0,0,0,167942,0,0,0,0,0,0,0,0,0,0
66274,3/31/2026 0:00:00,20497,0,0,13889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1435965,0,0,0,0,0,0,0,0,,0,1835789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66296,3/31/2026 0:00:00,20519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288653,0,0,0,0,0,0,0,0,,0,321960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66299,3/31/2026 0:00:00,20522,0,0,0,0,1,0,465000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24226,0,0,0,24226,0,0,0,0,0,13507742,0,0,0,0,0,0,0,0,01/01/2023,287021,16319187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66300,3/31/2026 0:00:00,20523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70208,0,0,0,0,0,0,0,0,,0,76971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66310,3/31/2026 0:00:00,20533,0,2331338400,328153626,415580353,1,0,429658895,0,0,0,0,27301067,27301067,0,0,0,0,0,0,3168749139,8326892217,3202699120,2202135065,36795336,16937270877,0,0,0,0,0,0,0,-243531582,0,75300763,0,0,-18386,75282377,0,0,0,0,312710,54060799619,0,0,0,0,0,0,0,0,07/01/2023,54418021,59776576209,0,0,0,0,0,0,0,0,0,0,0,72641576,0,-284069,-16746144,0,0,0,0,0,0,0
66317,3/31/2026 0:00:00,20540,0,0,724575,0,1,0,240525,0,0,0,0,0,0,0,0,0,0,0,0,1413485,1971566,252145,0,0,3637196,0,0,0,0,0,0,0,-12803,0,37000,0,0,0,37000,0,0,0,0,0,43418434,0,0,0,0,0,0,0,0,01/01/2023,54000,50180289,0,0,0,0,0,0,0,0,0,0,0,49575,0,0,0,0,0,0,0,0,0,0
66319,3/31/2026 0:00:00,20542,0,0,2039713,0,1,0,653000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2166000,0,0,0,0,2166000,0,0,0,106510,0,0,0,106510,0,0,0,0,0,46803186,0,0,0,0,0,0,0,0,01/01/2023,301507,53471929,0,0,0,0,0,0,0,0,0,0,0,59743,0,0,0,0,0,0,0,0,0,0
66320,3/31/2026 0:00:00,20543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,753207,0,0,0,0,0,0,0,0,,0,1180967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66324,3/31/2026 0:00:00,20546,0,0,1582932,5996,1,0,524157,0,0,0,0,0,0,0,0,0,0,0,0,741119,475315,0,226645,0,1443079,1142000,1476000,0,249000,0,2867000,0,-52720,0,71000,0,0,0,71000,0,0,0,0,218,103309457,0,0,0,0,0,0,0,0,01/01/2023,0,114624846,0,0,0,0,0,0,0,0,0,0,0,119122,0,0,0,0,0,0,0,0,0,0
66327,3/31/2026 0:00:00,20549,0,28983831,15729156,14036977,1,0,17463675,0,0,0,0,0,0,0,0,0,0,0,0,77001538,59632680,54968514,18592653,0,210195385,0,0,0,0,0,0,0,-3866376,0,5027178,0,0,0,5027178,0,0,0,0,0,2523336948,0,0,0,0,0,0,0,0,01/01/2023,16008468,2716585957,0,0,0,0,0,0,0,0,0,0,0,11436563,0,0,-239162,0,0,0,0,0,0,0
66328,3/31/2026 0:00:00,20550,0,278843143,56947450,22076435,1,0,129156652,0,0,0,0,0,0,0,0,0,0,0,0,612090967,140226529,481923617,766105445,0,2000346557,0,0,0,0,0,0,0,-78244449,0,22270352,0,0,-769975,21500377,0,0,0,0,605888,8642468067,1,24368,0,60,7079576,7079576,0,0,01/01/2023,19226568,9610864170,0,0,0,0,0,0,0,0,0,0,0,14197617,0,110020,558935,0,0,0,0,0,0,0
66329,3/31/2026 0:00:00,20551,0,0,13706,12067,1,0,79237,0,0,0,0,0,0,0,0,0,0,0,0,714015,2367954,2299466,0,0,5381435,0,0,0,0,0,0,0,-97565,0,30379,0,0,0,30379,0,0,0,0,0,7947897,0,0,0,0,0,0,0,0,01/01/2023,16259,10384802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66330,3/31/2026 0:00:00,20552,0,276682969,31997091,0,1,0,42829973,0,0,0,0,0,0,0,0,0,0,0,0,132804112,47187401,89797812,168916394,0,438705719,0,0,0,0,0,0,0,-41808178,0,4940066,0,0,0,4940066,0,0,0,0,147754,5177399277,0,0,0,31,5956290,5956290,0,0,01/01/2023,21041395,5728204872,0,0,0,0,0,0,0,0,0,0,0,12661732,0,0,0,0,0,0,0,0,0,0
66331,3/31/2026 0:00:00,20553,0,460645067,19684198,6970634,1,0,28776421,0,0,0,0,0,0,0,0,0,0,0,0,4900876,18613421,27592508,28562322,0,79669127,10676438,11942042,7735441,9928594,0,40282515,0,-10731707,0,5620144,0,0,9563,5629707,0,0,0,0,1040603,3115817601,154,11243215,7624280,0,0,0,0,0,01/01/2023,4061952,3448824172,0,0,0,0,0,0,0,0,0,0,0,4452547,0,47438,0,1,550400,0,0,0,0,0
66333,3/31/2026 0:00:00,20555,0,0,685975,0,1,0,266954,0,0,0,0,0,0,0,0,0,0,0,0,5487523,7687781,10009117,0,0,23184421,248000,0,1250000,183,0,1498183,0,-90579,0,16418,0,0,-184,16234,0,0,0,0,825,56151853,0,0,0,0,0,0,0,0,01/01/2023,154979,64733595,0,0,0,0,0,0,0,0,0,0,0,73922,0,0,0,0,0,0,0,0,0,0
66336,3/31/2026 0:00:00,20558,0,0,14930,0,1,0,25168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19685626,0,0,0,0,0,0,0,0,01/01/2023,0,23814012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66337,3/31/2026 0:00:00,20559,0,39274416,2041545,8836607,1,0,3777133,0,0,0,0,0,0,0,0,0,0,0,0,7803862,37417827,19067243,5809921,0,70098854,0,2000000,0,0,0,2000000,0,-879591,0,862618,0,0,2339,864957,0,0,0,0,7292,363482474,0,0,0,0,0,0,0,0,01/01/2023,984312,395110399,0,0,0,0,0,0,0,0,0,0,0,644211,0,0,0,10,378296,0,0,0,0,0
66340,3/31/2026 0:00:00,20562,0,0,729941,0,1,0,216670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2499753,3245000,0,0,0,5744753,0,0,0,0,0,0,0,0,0,0,0,0,0,36931094,0,0,0,0,0,0,0,0,01/01/2023,113633,42199783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66343,3/31/2026 0:00:00,20565,0,307804096,4299535,1857728,1,0,11431475,0,0,0,0,0,0,0,0,0,0,0,0,169925196,244231445,0,0,0,414156640,0,0,0,0,0,0,0,-277079,0,582890,0,0,-17742,565148,0,0,0,0,471247,3240251315,0,0,0,0,0,0,0,0,01/01/2023,1883279,3625344175,0,0,0,0,0,0,0,0,0,0,0,3945098,0,0,0,0,0,0,0,0,0,0
66346,3/31/2026 0:00:00,20568,0,20249342,2111374,0,1,0,253056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2719,0,0,95,-2624,0,0,0,0,12826,172286458,0,0,0,0,0,0,0,0,01/01/2023,0,189776582,0,0,0,0,0,0,0,0,0,0,0,93016,0,0,0,0,0,0,0,0,0,0
66349,3/31/2026 0:00:00,20571,0,16313753,17715890,139553,1,0,10427156,0,0,5305401,0,0,5305400,0,0,0,0,0,0,60557732,11035420,21616289,25712859,0,118922300,0,0,0,0,0,0,0,-6466358,0,1968999,0,0,0,1968999,0,0,0,0,0,1061503990,0,0,0,0,0,0,0,0,01/01/2023,-640055,1159613348,0,0,0,0,0,0,0,0,0,0,0,1845581,0,0,0,0,0,0,0,0,0,0
66350,3/31/2026 0:00:00,20572,0,6805559,857023,34295,1,2983,117305,0,0,0,0,21968374,21968374,0,0,0,0,0,0,0,0,0,0,0,0,3952441,3467280,1600000,0,0,9019721,0,0,0,-6356,0,0,0,-6356,0,0,0,0,0,74211910,0,0,0,0,0,0,0,0,01/01/2023,157102,125563808,0,0,0,0,0,0,0,0,0,0,0,33101,0,-1082255,0,0,0,0,0,0,0,0
66351,3/31/2026 0:00:00,20573,0,8300000,2737698,-393070,1,0,2128683,0,0,0,0,0,0,0,0,0,0,0,0,0,1012058,2041314,963028,0,4016399,0,0,0,0,0,0,0,-549301,0,458845,0,0,0,458845,0,0,0,0,0,118452496,0,0,0,0,0,0,0,0,01/01/2024,10023,129361422,0,0,0,0,0,0,0,0,0,0,0,68835,0,0,0,0,0,0,0,0,0,0
66353,3/31/2026 0:00:00,20575,0,50370798,7050830,0,1,0,7638712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53002608,169204189,45553707,0,0,267760503,0,0,0,1427009,0,0,-86,1426923,0,0,0,0,857,928627187,0,0,0,0,0,0,0,0,01/01/2023,2249635,1038312318,0,0,0,0,0,0,0,0,0,0,0,1643585,0,0,0,0,0,0,0,0,0,0
66354,3/31/2026 0:00:00,20576,0,0,249162,0,1,0,476281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-30952,0,0,0,-30952,0,0,0,0,0,27541300,0,0,0,0,0,0,0,0,Fiscal Year 2022,108106,29920931,0,0,0,0,0,0,0,0,0,0,0,64369,0,0,0,0,0,0,0,0,0,0
66357,3/31/2026 0:00:00,20579,0,402406994,23592036,11337834,1,0,53116810,0,0,0,0,0,0,0,0,0,0,0,0,526368165,548524046,179792734,521660268,174016525,1950361738,0,0,0,0,0,0,0,-157190179,0,6550166,0,0,86966,6637132,0,0,0,0,1232976,8183821254,1,36474,0,0,0,0,0,0,01/01/2023,10563458,9143684231,0,0,0,0,0,0,0,0,0,0,0,18104862,0,0,34404,0,0,0,0,0,0,0
66359,3/31/2026 0:00:00,20581,0,18700609,482313,288023,1,0,2302548,0,0,0,0,0,0,0,0,0,0,0,0,24685280,28567901,0,0,0,53253181,0,0,0,0,0,0,0,-631255,0,215700,0,0,0,215700,0,0,0,0,0,300576069,0,0,0,0,0,0,0,0,07/01/2023,69077,335030478,0,0,0,0,0,0,0,0,0,0,0,782156,0,0,0,0,0,0,0,0,0,0
66364,3/31/2026 0:00:00,20586,0,155126968,8059854,0,1,0,13633712,9082030,0,0,0,0,9082030,0,0,0,0,0,0,17577596,31366398,45241187,59681516,0,153866697,3000000,7000000,0,0,0,10000000,0,-6009904,0,1049363,0,0,-72404,976959,0,0,0,0,557183,3007051184,0,0,0,0,0,0,0,0,01/01/2023,0,3300805189,0,0,0,0,0,0,0,0,0,0,0,2201836,0,-155065,0,0,0,0,0,0,0,0
66365,3/31/2026 0:00:00,20587,0,2151315,1929566,1306273,1,0,3619449,244190,0,0,0,0,244190,0,0,0,0,0,0,43344796,47130753,45215719,38167640,35700465,209559373,0,0,0,0,0,0,0,-19990694,0,269750,0,0,0,269750,0,0,0,0,0,605026702,0,0,0,0,0,0,0,0,01/01/2023,1219347,642086471,0,0,0,0,0,0,0,0,0,0,0,689625,0,0,145,8,4262850,0,0,0,0,0
66366,3/31/2026 0:00:00,20588,0,0,767077,60832,1,0,76509,0,0,0,0,0,0,0,0,0,0,0,0,5008357,12603552,2176960,17719423,8698570,46206861,1500000,750000,0,0,0,2250000,0,-6108166,0,18939,0,0,0,18939,0,0,0,0,0,81666240,0,0,0,0,0,0,0,0,03/01/2023,108489,97586123,0,0,0,0,0,0,0,0,0,0,0,15888,0,0,0,0,0,0,0,0,0,0
66369,3/31/2026 0:00:00,20591,0,0,393497,85428,1,0,542284,0,0,0,0,0,0,0,0,0,0,0,0,3533306,4510051,3923357,3073106,0,15039822,0,0,0,0,0,0,0,-1066139,0,0,0,0,0,0,0,0,0,0,0,108581431,0,0,0,0,0,0,0,0,01/01/2023,0,129051518,0,0,0,0,0,0,0,0,0,0,0,5410,0,0,0,0,0,0,0,0,0,0
66370,3/31/2026 0:00:00,20592,0,318726070,11228830,0,1,0,17455877,122999,0,0,0,1897725,2020724,0,0,0,0,0,0,8563428,49039099,43367648,86963339,0,187933514,2079348,248000,249000,0,0,2576349,0,-7658304,0,973421,0,0,0,973421,0,0,0,0,0,1669786566,5,346569,209593,0,0,0,0,0,01/01/2023,1932817,1844568092,0,0,0,0,0,0,0,0,0,0,0,2945309,0,-47635,0,0,0,0,0,0,0,0
66372,3/31/2026 0:00:00,20594,0,1173241,594922,0,1,0,341940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,499110,600199,13412,0,0,1112721,0,0,0,39664,0,0,0,39664,0,0,0,0,0,77097975,0,0,0,0,0,0,0,0,01/01/2023,80209,85899031,0,0,0,0,0,0,0,0,0,0,0,77940,0,0,0,0,0,0,0,0,0,0
66373,3/31/2026 0:00:00,20595,0,76620640,37585372,4794954,1,0,28542233,16416463,0,0,0,0,16416463,0,0,0,0,0,0,40604626,34465917,42609594,49657596,0,167337732,8271256,12812463,249000,0,0,21332719,0,-3132663,0,3671108,0,0,0,3671108,0,0,0,0,0,2957630013,10,642802,480846,11,3253594,3185837,0,0,01/01/2023,1607934,3328846265,0,0,0,0,0,0,0,0,0,0,0,5098811,0,-181386,0,0,0,0,0,0,0,0
66374,3/31/2026 0:00:00,20596,0,14824898,1504847,355317,1,0,1689002,0,0,0,0,0,0,0,0,0,0,0,0,6133353,25072841,1606948,0,0,32813142,0,0,0,0,0,0,0,-265888,0,28587,0,0,0,28587,0,0,0,0,80000,217020058,0,0,0,0,0,0,0,0,01/01/2023,872637,242267470,0,0,0,0,0,0,0,0,0,0,0,204376,0,0,0,0,0,0,0,0,0,0
66376,3/31/2026 0:00:00,20598,0,804890,6339153,0,1,0,4637054,0,0,0,0,0,0,0,0,0,0,0,0,39973735,19072534,31087527,32837470,0,122971266,0,0,0,0,0,0,0,-6548406,0,617946,0,0,0,617946,0,0,0,0,0,701719995,0,0,0,0,0,0,0,0,01/01/2023,655589,776351527,0,0,0,0,0,0,0,0,0,0,0,1487694,0,0,0,0,0,0,0,0,0,0
66388,3/31/2026 0:00:00,20610,0,0,1125127,416054,1,0,261503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,992000,1240000,1724000,0,0,3956000,0,0,0,7152,0,0,1,7153,0,0,0,0,488,79446713,0,0,0,0,0,0,0,0,03/01/2023,91995,88430509,0,0,0,0,0,0,0,0,0,0,0,172509,0,0,0,0,0,0,0,0,0,0
66395,3/31/2026 0:00:00,20617,0,0,767463,397497,1,0,108629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31458,0,0,0,31458,0,0,0,0,0,54986247,0,0,0,0,0,0,0,0,01/01/2023,0,63890835,0,0,0,0,0,0,0,0,0,0,0,65591,0,0,0,0,0,0,0,0,0,0
66399,3/31/2026 0:00:00,20621,0,109380165,12205785,7068259,1,0,26209406,4708567,0,0,0,0,4708567,0,0,0,0,0,0,4732751,36433460,59326836,172038020,14887865,287418932,0,0,0,0,0,0,0,-38033584,0,5150624,0,0,75471,5226095,0,0,0,0,656368,2813148512,47,30569563,23112287,0,0,0,0,0,01/01/2023,7405668,3047531670,0,0,0,0,0,0,0,0,0,0,0,2941003,0,14478,14524,0,0,0,0,0,0,0
66410,3/31/2026 0:00:00,20632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5565264,0,0,0,0,0,0,0,0,,0,9057099,0,0,0,0,0,0,0,0,0,0,0,750,0,0,0,0,0,0,0,0,0,0
66423,3/31/2026 0:00:00,20645,0,0,900453,351717,1,0,261995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248000,0,0,0,0,248000,0,0,0,11979,0,0,535,12514,0,0,0,0,2990,109736651,0,0,0,0,0,0,0,0,01/01/2023,0,130693676,0,0,0,0,0,0,0,0,0,0,0,106224,0,0,0,0,0,0,0,0,0,0
66424,3/31/2026 0:00:00,20646,0,0,1530249,2071172,1,0,1042469,0,0,2420321,0,0,2420321,0,0,0,0,0,0,15566645,17274941,21112685,19741133,16758656,90454060,0,0,0,0,0,0,0,-2274338,0,148996,0,0,0,148996,0,0,0,0,0,460533729,0,0,0,0,0,0,0,0,01/01/2023,119279,511308024,0,0,0,0,0,0,0,0,0,0,0,594083,0,420321,0,0,0,0,0,0,0,0
66430,3/31/2026 0:00:00,20652,0,0,1888474,1245609,1,0,629612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6531,0,0,6531,0,0,0,9874281,0,9874281,0,152,0,25439,0,0,0,25439,0,0,0,0,0,265402681,0,0,0,0,0,0,0,0,01/01/2023,0,304603013,0,0,0,0,0,0,0,0,0,0,0,281088,0,0,0,0,0,0,0,0,0,0
66431,3/31/2026 0:00:00,20653,0,0,379641,0,1,0,248743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9726000,14548000,6442000,0,0,30716000,0,0,0,27309,0,0,0,27309,0,0,0,0,0,55568584,0,0,0,0,0,0,0,0,01/01/2023,0,62597082,0,0,0,0,0,0,0,0,0,0,0,14593,0,0,0,0,0,0,0,0,0,0
66434,3/31/2026 0:00:00,20656,0,10691058,1286930,166634,1,0,294267,0,0,0,0,0,0,0,0,0,0,0,0,3460030,2367250,0,0,0,5827280,496000,0,0,0,0,496000,0,-169509,0,12729,0,0,-119,12610,0,0,0,0,1168,84154504,0,0,0,18,318865,0,0,0,01/01/2023,0,98772756,0,0,0,0,0,0,0,0,0,0,0,15583,0,0,0,0,0,0,0,0,0,0
66437,3/31/2026 0:00:00,20659,0,31250000,1025394,346,1,0,175009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26115,0,0,0,26115,0,0,0,0,0,149560970,0,0,0,0,0,0,0,0,01/01/2023,43109,173202193,0,0,0,0,0,0,0,0,0,0,0,170513,0,0,0,0,0,0,0,0,0,0
66439,3/31/2026 0:00:00,20661,0,0,851189,0,1,0,440888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105597,0,0,-407,105190,0,0,0,0,7097,148936978,0,0,0,0,0,0,0,0,Fiscal Year 2022,47844,170061799,0,0,0,0,0,0,0,0,0,0,0,122824,0,0,0,0,0,0,0,0,0,0
66447,3/31/2026 0:00:00,20669,0,0,1304410,237426,1,0,266107,0,0,0,0,0,0,0,0,0,0,0,0,2018801,3958152,4630199,1177919,289946,12075018,0,0,0,0,0,0,0,-146604,0,3878,0,0,0,3878,0,0,0,0,0,137223396,0,0,0,0,0,0,0,0,01/01/2023,74046,153115073,0,0,0,0,0,0,0,0,0,0,0,194930,0,0,0,0,0,0,0,0,0,0
66448,3/31/2026 0:00:00,20670,0,234532790,24820927,77312371,1,0,21789400,0,0,0,0,0,0,0,0,0,0,0,0,157699206,136069329,106181914,360570842,102614908,863136199,248000,0,0,0,0,248000,0,-70021466,0,1671234,0,0,-7492,1663742,0,0,0,0,36960,3417630275,7,457893,344202,0,0,0,0,0,01/01/2023,5405369,3891207277,0,0,0,0,0,0,0,0,0,0,0,11411019,0,0,95442,0,0,0,0,0,0,0
66449,3/31/2026 0:00:00,20671,0,0,2162900,320503,1,0,1588249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-31898,0,0,0,-31898,0,0,0,0,15255,146102078,0,0,0,0,0,0,0,0,01/01/2023,338655,161977414,0,0,0,0,0,0,0,0,0,0,0,37070,0,0,0,0,0,0,0,0,0,0
66451,3/31/2026 0:00:00,20673,0,0,546934,0,1,0,280468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39785,0,0,0,39785,0,0,0,0,0,52827345,0,0,0,0,0,0,0,0,03/01/2023,0,61259653,0,0,0,0,0,0,0,0,0,0,0,99535,0,0,0,0,0,0,0,0,0,0
66456,3/31/2026 0:00:00,20678,0,0,335326,0,1,0,187374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248000,248000,0,0,0,496000,0,0,0,37244,0,0,78,37322,0,0,0,0,454,37712941,0,0,0,0,0,0,0,0,01/01/2023,84886,42503983,0,0,0,0,0,0,0,0,0,0,0,70405,0,0,0,0,0,0,0,0,0,0
66461,3/31/2026 0:00:00,20683,0,0,29773,0,1,0,30256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498000,550000,200000,0,0,1248000,0,0,0,1611,0,0,0,1611,0,0,0,0,0,10490240,0,0,0,0,0,0,0,0,01/01/2023,5097,13154153,0,0,0,0,0,0,0,0,0,0,0,2044,0,0,0,0,0,0,0,0,0,0
66466,3/31/2026 0:00:00,20688,0,0,395644,0,1,0,134903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10024,0,0,-39,9985,0,0,0,0,150,38673022,0,0,0,0,0,0,0,0,01/01/2023,85268,46109471,0,0,0,0,0,0,0,0,0,0,0,45789,0,0,0,0,0,0,0,0,0,0
66476,3/31/2026 0:00:00,20698,0,0,193554,0,1,0,50870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,746000,250000,0,0,0,996000,0,0,0,-925,0,0,0,-925,0,0,0,0,0,17078074,0,0,0,0,0,0,0,0,01/01/2023,36634,19214625,0,0,0,0,0,0,0,0,0,0,0,1885,0,0,0,0,0,0,0,0,0,0
66477,3/31/2026 0:00:00,20699,0,0,338770,15437,1,0,92673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5390000,1743000,0,0,0,7133000,0,0,0,-10236,0,0,-151,-10387,0,0,0,0,2082,56851541,0,0,0,0,0,0,0,0,01/01/2023,4323,65042300,0,0,0,0,0,0,0,0,0,0,0,68851,0,0,0,0,0,0,0,0,0,0
66492,3/31/2026 0:00:00,20714,0,496431611,19889553,10943815,1,0,43700417,0,0,0,0,0,0,0,0,0,0,0,0,374369961,116340422,118112064,262801250,70422192,942045889,0,0,0,0,0,0,0,-5663567,0,5726938,0,0,-2787,5724151,0,0,0,0,62588,6008276091,0,0,0,0,0,0,0,0,01/01/2023,6478993,6604710840,0,0,0,0,0,0,0,0,0,0,0,15494519,0,0,0,0,0,0,0,0,0,0
66499,3/31/2026 0:00:00,20721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4470721,0,0,0,0,0,0,0,0,,0,5540842,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0
66503,3/31/2026 0:00:00,20725,0,0,510752,0,1,0,402921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000,0,0,0,0,250000,0,0,0,-69627,0,0,-130,-69757,0,0,0,0,458,39490561,0,0,0,0,0,0,0,0,01/01/2023,30911,47960060,0,0,0,0,0,0,0,0,0,0,0,60360,0,0,0,0,0,0,0,0,0,0
66513,3/31/2026 0:00:00,20735,0,0,678808,99541,1,0,146108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10976,0,0,0,10976,0,0,0,0,0,49386547,0,0,0,0,0,0,0,0,Fiscal Year 2022,98833,55162860,0,0,0,0,0,0,0,0,0,0,0,1190,0,0,0,0,0,0,0,0,0,0
66529,3/31/2026 0:00:00,20751,0,0,648341,198295,1,0,464388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1584000,2708000,493000,0,0,4785000,0,0,0,53630,0,0,0,53630,0,0,0,0,991,108013654,0,0,0,0,0,0,0,0,01/01/2023,4149,119275972,0,0,0,0,0,0,0,0,0,0,0,60147,0,0,0,0,0,0,0,0,0,0
66530,3/31/2026 0:00:00,20752,0,0,38565,0,1,0,13154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1418,0,0,-17,1401,0,0,0,0,6,10241325,0,0,0,0,0,0,0,0,01/01/2023,0,13159131,0,0,0,0,0,0,0,0,0,0,0,5647,0,0,0,0,0,0,0,0,0,0
