"CU_NUMBER","Cycle_date","join_number","USER_ID","ACCT_RB0026","ACCT_RB0027","ACCT_RB0028","ACCT_RB0029","ACCT_RB0030","ACCT_RB0031","ACCT_RB0032","ACCT_RB0033","ACCT_RB0034","ACCT_RB0035","ACCT_RB0036","ACCT_RB0037","ACCT_RB0038","ACCT_RB0039","ACCT_RB0040","ACCT_RB0041","ACCT_RB0042","ACCT_RB0043","ACCT_RB0044","ACCT_RB0045","ACCT_RB0046","ACCT_RB0047","ACCT_RB0048","ACCT_RB0049","ACCT_RB0050","ACCT_RB0051","ACCT_RB0052","ACCT_RB0053","ACCT_RB0054","ACCT_RB0055","ACCT_RB0056","ACCT_RB0057","ACCT_RB0058","ACCT_RB0059","ACCT_RB0060","ACCT_RB0061","ACCT_RB0062","ACCT_RB0063","ACCT_RB0064","ACCT_RB0065","ACCT_RB0066","ACCT_RB0067","ACCT_RB0068","ACCT_RB0069","ACCT_RB0070","ACCT_RB0071","ACCT_RB0072","ACCT_RB0073","ACCT_RB0074","ACCT_RB0075","ACCT_RB0076","ACCT_RB0077","ACCT_RB0078","ACCT_RB0079","ACCT_RB0080","ACCT_RB0081","ACCT_RB0082","ACCT_RB0083","ACCT_RB0084","ACCT_RB0085","ACCT_RB0086","ACCT_RB0087","ACCT_RB0088","ACCT_RB0089","ACCT_RB0090","ACCT_RB0091","ACCT_RB0092","ACCT_RB0093","ACCT_RB0094","ACCT_RB0095","ACCT_RB0096","ACCT_RB0097","ACCT_RB0098","ACCT_RB0099","ACCT_RB0100","ACCT_RB0101","ACCT_RB0102","ACCT_RB0103","ACCT_RB0104","ACCT_RB0105","ACCT_RB0106","ACCT_RB0107","ACCT_RB0108","ACCT_RB0109","ACCT_RB0110","ACCT_RB0111","ACCT_RB0112","ACCT_RB0113","ACCT_RB0114","ACCT_RB0115","ACCT_RB0116","ACCT_RB0117","ACCT_RB0118","ACCT_RB0119","ACCT_RB0120","ACCT_RB0121","ACCT_RB0122","ACCT_RB0123","ACCT_RB0124","ACCT_RB0125","ACCT_RB0126","ACCT_RB0127","ACCT_RB0128","ACCT_RB0129","ACCT_RB0130","ACCT_RB0131","ACCT_RB0132","ACCT_RB0133","ACCT_RB0134","ACCT_RB0135","ACCT_RB0136","ACCT_RB0137","ACCT_RB0138","ACCT_RB0139","ACCT_RB0140","ACCT_RB0141","ACCT_RB0142","ACCT_RB0143","ACCT_RB0144","ACCT_RB0145","ACCT_RB0146","ACCT_RB0147","ACCT_RB0148","ACCT_RB0149","ACCT_RB0150","ACCT_RB0151","ACCT_RB0152","ACCT_RB0153","ACCT_RB0154","ACCT_RB0155","ACCT_RB0156","ACCT_RB0157","ACCT_RB0158","ACCT_RB0159","ACCT_RB0160","ACCT_RB0161","ACCT_RB0162","ACCT_RB0163","ACCT_RB0164","ACCT_RB0165","ACCT_RB0166","ACCT_RB0167","ACCT_RB0168","ACCT_RB0169","ACCT_RB0170","ACCT_RB0171","ACCT_RB0172","ACCT_RB0177","ACCT_RL0001","ACCT_RL0002","ACCT_RL0003","ACCT_RL0004","ACCT_RL0005","ACCT_RL0006","ACCT_RL0007","ACCT_RL0008","ACCT_RL0009","ACCT_RL0010","ACCT_RL0011","ACCT_RL0012","ACCT_RL0013","ACCT_RL0014","ACCT_RL0015","ACCT_RL0016","ACCT_RL0017","ACCT_RL0018","ACCT_RL0019","ACCT_RL0020","ACCT_RL0021","ACCT_RL0022","ACCT_RL0023","ACCT_RL0024","ACCT_RL0025","ACCT_RL0026","ACCT_RL0027","ACCT_RL0028","ACCT_RL0029","ACCT_RL0030","ACCT_RL0031","ACCT_RL0032","ACCT_RL0033","ACCT_RL0034","ACCT_RL0035","ACCT_RL0036","ACCT_RL0037","ACCT_RL0038","ACCT_RL0039","ACCT_RL0040","ACCT_RL0041","ACCT_RL0042","ACCT_RL0043","ACCT_RL0044","ACCT_RL0045","ACCT_RL0046","ACCT_RL0047","ACCT_RL0048","ACCT_RL0050","ACCT_SH0013","ACCT_SH0018","ACCT_SH0880","ACCT_SL0018","ACCT_SL0019","ACCT_SL0020","ACCT_SL0021","ACCT_SL0022","ACCT_SL0023","ACCT_SL0024","ACCT_SL0026","ACCT_SL0028","ACCT_SL0029","ACCT_SL0030","ACCT_SL0032","ACCT_SL0033","ACCT_SL0034","ACCT_SL0035","ACCT_LR0001","ACCT_LR0002","ACCT_LR0003","ACCT_LR0004","ACCT_LR0005","ACCT_LR0006","ACCT_LR0007","ACCT_LR0008","ACCT_LQ0060","ACCT_LQ0061","ACCT_LQ0062","ACCT_NW0004"
61101,3/31/2026 0:00:00,15474,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,12047245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7101835,0,0,0,0,0,0,0,580334,0,0,0,0,0,0,0,0,315216,315216,31398423,0,-315216,-315216,0,0,0,0,0,2176371,0,547391,547391,0,0,0,0,0,0,0,69189331,232175,232175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69189331,0,0,315216,85,13677445,406000,112,7969362,497000,0,0,0,0,0,0,43,1004566,60000,22651373,963000,21,1105332,53632,0,0,0,0,0,0,3,274763,60000,1380095,113632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,24031468,1076632,0,60966179,60966179,0,25,445947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116998
61123,3/31/2026 0:00:00,15493,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,1068334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12928514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111282,111282,22924797,0,-111282,-111282,0,0,0,0,0,579105,0,352237,352237,0,0,0,0,0,0,0,49776513,240955,240955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49776513,0,0,111282,34,6202934,488500,23,1230184,0,0,0,0,0,0,0,5,71747,0,7504865,488500,61,1877265,125000,0,0,0,1,55302,0,23,670132,0,2602699,125000,1,41799,0,0,0,0,0,0,0,0,0,0,41799,0,148,10149363,613500,1048511,42000277,42000277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61128,3/31/2026 0:00:00,15498,WISE,0,0,0,0,0,0,0,0,0,0,0,0,0,14632551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19651350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177914,177914,33091948,0,-177914,-177914,0,0,0,0,0,1198459,0,525731,525731,0,0,0,0,0,0,0,65939372,347817,347817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65939372,0,0,177914,41,9996812,0,15,1403353,0,2,547609,0,0,0,0,1,400245,0,12348019,0,0,0,0,6,300076,113902,9,770430,435000,1,199987,0,1270493,548902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,13618512,548902,1803626,58240952,58240952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47385
61136,3/31/2026 0:00:00,15505,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,7760853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5909224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187205,187205,6222077,0,-187205,-187205,0,0,0,0,0,235094,0,124799,124799,0,0,0,0,0,0,0,16738003,-62406,-62406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16738003,0,0,187205,4,301521,0,7,198537,0,0,0,0,0,0,0,0,0,0,500058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,500058,0,0,12166022,12166022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61150,3/31/2026 0:00:00,15517,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,2435017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13809201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68550,68550,17031773,0,-68550,-68550,0,0,0,0,0,2697452,0,309835,309835,0,0,0,0,0,0,0,35155903,241285,241285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35155903,0,0,68550,17,2443964,82500,20,847158,0,0,0,0,0,0,0,0,0,0,3291122,82500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,3291122,82500,0,31961270,31961270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61152,3/31/2026 0:00:00,15518,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,718400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15135501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50476,50476,15085025,0,-50476,-50476,0,0,0,0,0,541164,0,232627,232627,0,0,0,0,0,0,0,29211515,182151,182151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29211515,0,0,50476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24963854,24963854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61157,3/31/2026 0:00:00,15521,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,2047351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24442713,0,0,0,0,0,0,0,345931,0,0,0,0,0,0,0,0,246760,246760,57364768,0,-246760,-246760,0,0,0,0,0,2941889,0,586103,586103,0,0,0,0,0,0,0,74611371,339343,339343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74611371,0,0,246760,0,0,0,0,0,0,0,0,0,226,32822884,455000,0,0,0,32822884,455000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,32822884,455000,32822884,63272636,63272636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61159,3/31/2026 0:00:00,15523,WISE,0,0,0,0,0,0,0,0,0,0,0,0,0,63458629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304258278,0,0,0,0,0,0,0,96294954,0,0,0,0,0,0,0,0,4546823,4546823,491705241,0,-4546823,-4546823,0,0,0,0,0,48741629,0,5487473,5487473,0,0,0,0,0,0,0,651783632,940650,940650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651783632,0,0,4546823,315,47736405,1014030,250,14433237,72000,18,4722053,2184944,15,1499014,0,4,77935,0,68468644,3270974,627,21186552,1387000,0,0,0,0,0,0,177,6043636,535000,27230188,1922000,7,200061,0,0,0,0,0,0,0,0,0,0,200061,0,1413,95898893,5192974,11754140,582365643,582365643,0,743,5343179,0,0,0,0,0,0,0,0,23,0,0,0,0,1,35475652,544,0,0,0,0,0,0,384703,0,0
61160,3/31/2026 0:00:00,15524,WISE,0,0,0,0,0,0,0,0,0,0,0,0,0,58586266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79888598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1700920,1700920,133003019,0,-1700920,-1700920,0,0,0,0,0,22504957,0,2413873,2413873,0,0,0,0,0,0,0,314419708,712953,712953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314419708,0,0,1700920,0,0,0,331,27436992,298100,0,0,0,0,0,0,146,20737657,695600,48174649,993700,91,4797719,237000,0,0,0,0,0,0,48,1842973,0,6640692,237000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,616,54815341,1230700,22575314,265260515,265260515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61165,3/31/2026 0:00:00,15529,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,99390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11118328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225092,225092,19612952,0,-225092,-225092,0,0,0,0,0,2960051,0,287575,287575,0,0,0,0,0,0,0,32202322,62483,62483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32202322,0,0,225092,32,6414693,570000,16,1694414,0,0,0,0,0,0,0,0,0,0,8109107,570000,7,610609,0,0,0,0,0,0,0,0,0,0,610609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,8719716,570000,0,28407987,28407987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61170,3/31/2026 0:00:00,15534,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,252999552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580523053,0,0,0,0,0,0,0,34597397,0,0,0,0,0,0,0,0,7545905,7545905,1037692780,0,-7545905,-7545905,0,0,0,0,0,73881327,0,10345971,10345971,0,0,0,0,0,0,0,1456663990,2800066,2800066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1456663990,0,0,7545905,765,152714477,6408300,669,46169671,1005000,143,86579306,0,82,66418719,12630727,212,10174814,897828,362056987,20941855,391,29576117,403411,0,0,0,0,0,0,742,38485131,1680322,68061248,2083733,195,29598676,1217949,0,0,0,0,0,0,0,0,0,29598676,1217949,3199,459716911,24243537,128272227,1127825771,1127825771,0,101,97925358,3562,5906043,2,274800,2,0,2,274800,281,0,0,0,0,1,63113,0,0,0,0,0,0,0,2866938,0,1496860
61185,3/31/2026 0:00:00,15549,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,4960655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,829772556,0,0,0,0,0,0,0,18731329,0,0,0,0,0,0,-7706461,0,11178711,11178711,1131378917,-7706461,-11178711,-11178711,0,0,0,0,0,79233222,0,8507974,8507974,0,0,0,0,0,0,0,1313495566,-2670737,-2670737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1313495566,0,0,11178711,312,75847718,72062932,387,30609622,5304740,290,50055998,80000,69,9433568,2785884,212,35930642,5653880,201877548,85887436,190,9234390,919357,99,5361062,0,0,0,0,1509,69874283,2882847,84469735,3802204,2,60920,0,0,0,0,0,0,0,0,0,0,60920,0,3070,286408203,89689640,26950748,1023819352,1144333053,120513701,0,0,0,0,206,50715340,206,0,0,0,0,0,0,0,0,1,196686897,1497,0,0,0,0,0,0,0,0,0
61186,3/31/2026 0:00:00,15550,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,13770078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130294543,0,0,0,0,0,0,0,603427,0,0,0,0,0,0,0,0,1058939,1058939,241832895,0,-1058939,-1058939,0,0,0,0,0,21088979,0,2709944,2709944,0,0,0,0,0,0,0,304429987,1651005,1651005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304429987,0,0,1058939,597,71413315,2184300,454,24462863,129000,84,2757765,0,0,0,0,33,670575,0,99304518,2313300,201,9593893,1718400,117,3083912,0,0,0,0,3,11541,0,12689346,1718400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1489,111993864,4031700,4770834,280217811,280217811,0,0,0,0,0,1,151905,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,491934,0,0,86287
61209,3/31/2026 0:00:00,15572,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,402138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51249595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298630,298630,54760724,0,-298630,-298630,0,0,0,0,0,2405548,0,674776,674776,0,0,0,0,0,0,0,90661623,376146,376146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90661623,0,0,298630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5215,0,63,3804544,49700,3809759,49700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,3809759,49700,0,77685992,77685992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61219,3/31/2026 0:00:00,15582,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,31979179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132177156,0,0,0,0,0,0,0,20287555,0,0,0,0,0,0,0,0,1656744,1656744,221634062,0,-1656744,-1656744,0,0,0,0,0,20510978,0,2332999,2332999,0,0,0,0,0,0,0,293337600,676255,676255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293337600,0,0,1656744,294,39851732,2913940,135,9597675,180000,3,218029,0,6,1049918,13087,3,120205,0,50837559,3107027,164,6353560,452704,0,0,0,0,0,0,436,13634976,1338000,19988536,1790704,0,0,0,0,0,0,0,0,0,4,106783,0,106783,0,1045,70932878,4897731,16102860,262234699,264220699,1986000,0,0,113,14225458,6,687900,6,0,6,687900,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200284
61220,3/31/2026 0:00:00,15583,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,2714359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7229959,0,0,0,0,0,0,0,7860110,0,0,0,0,0,0,0,0,2488571,2488571,71363890,0,-2488571,-2488571,0,0,0,0,0,3211204,0,873505,873505,0,0,0,0,0,0,0,107576106,-1615066,-1615066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107576106,0,0,2488571,0,0,0,0,0,0,0,0,0,151,26153282,2597800,159,15478681,397600,41631963,2995400,0,0,0,0,0,0,0,0,0,284,17130429,1245000,17130429,1245000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,594,58762392,4240400,0,96264903,96264903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86000,0,0,0
61230,3/31/2026 0:00:00,15591,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,33488762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17198516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407909,407909,23278041,0,-407909,-407909,0,0,0,0,0,1560011,0,412216,412216,0,0,0,0,0,0,0,60981233,4307,4307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60981233,0,0,407909,42,873185,0,0,0,0,1,259417,0,14,4296258,0,0,0,0,5428860,0,13,393233,44000,0,0,0,0,0,0,10,665343,0,1058576,44000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,6487436,44000,779869,43328160,49669160,6341000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61231,3/31/2026 0:00:00,15592,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,104243960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225431037,0,0,0,0,0,0,0,6982405,0,0,0,0,0,0,0,0,4260240,4260240,378429852,0,-4260240,-4260240,0,0,0,0,0,50299307,0,4482705,4482705,0,0,0,0,0,0,0,603339653,222465,222465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,603339653,0,0,4260240,942,117750044,8564347,248,14741081,915837,0,0,0,0,0,0,196,7992225,622725,140483350,10102909,22,1209889,264000,0,0,0,0,0,0,251,8583411,627638,9793300,891638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1659,150276650,10994547,17184086,519469009,519469009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12731955,211,308849,5,0,0,0,0,0,0,0
61232,3/31/2026 0:00:00,15593,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4446328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32696,32696,4413632,0,-32696,-32696,0,0,0,0,0,66162,0,55003,55003,0,0,0,0,0,0,0,6646837,22307,22307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6646837,0,0,32696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5384148,5734148,350000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61233,3/31/2026 0:00:00,15594,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,7586705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3181893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39411,39411,3142482,0,-39411,-39411,0,0,0,0,0,412429,0,128155,128155,0,0,0,0,0,0,0,14426885,88744,88744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14426885,0,0,39411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12985200,12985200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61239,3/31/2026 0:00:00,15599,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,25688084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31367259,0,0,0,0,0,0,0,12020581,0,0,0,0,0,0,0,0,751260,751260,47387663,0,-751260,-751260,0,0,0,0,0,7063453,0,910652,910652,0,0,0,0,0,0,0,106502153,159392,159392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106502153,0,0,751260,13,2147175,0,0,0,0,2,307254,0,0,0,0,0,0,0,2454429,0,42,2296655,0,0,0,0,0,0,0,0,0,0,2296655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,4751084,0,72131,88624869,89720869,1096000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122650
61256,3/31/2026 0:00:00,15614,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,25700169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55507807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995080,1995080,103684479,0,-1995080,-1995080,0,0,0,0,0,13012383,0,1567816,1567816,0,0,0,0,0,0,0,177614921,-427264,-427264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177614921,0,0,1995080,57,11299008,150000,133,7316676,229000,0,0,0,0,0,0,71,4621203,100000,23236887,479000,251,13373195,1060500,57,1364739,0,0,0,0,399,12196931,975000,26934865,2035500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,968,50171752,2514500,30703628,162278891,162278891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225441
