"CU_NUMBER","CycleDate","JoinNumber","CU_NAME","TradeNamesId","TradeName"
62848,3/31/2026 0:00:00,17101,"TELHIO",249,"Telhio"
62848,3/31/2026 0:00:00,17101,"TELHIO",250,"Telhio Credit Union"
62848,3/31/2026 0:00:00,17101,"TELHIO",916,"Telhio Credit Union Inc."
62848,3/31/2026 0:00:00,17101,"TELHIO",917,"Telhio CU"
62848,3/31/2026 0:00:00,17101,"TELHIO",918,"TCU"
62854,3/31/2026 0:00:00,17107,"PARTNERSHIP FINANCIAL",1112,"549300Q2D3BVMIW11R02"
62872,3/31/2026 0:00:00,17125,"FIRST ALLIANCE",1320,"Primera Alianza Cooperativa de Ahorro y Credito"
62881,3/31/2026 0:00:00,17133,"ARIZONA CENTRAL",106,"Arizona Central"
62881,3/31/2026 0:00:00,17133,"ARIZONA CENTRAL",107,"ACCU"
62881,3/31/2026 0:00:00,17133,"ARIZONA CENTRAL",433,"AZCCU"
62903,3/31/2026 0:00:00,17154,"PARTNER COLORADO",147,"Eagle Legacy Credit Union"
62978,3/31/2026 0:00:00,17225,"IDEAL",5,"Postal Credit Union"
62978,3/31/2026 0:00:00,17225,"IDEAL",6,"PCU Title"
62978,3/31/2026 0:00:00,17225,"IDEAL",7,"PCU Student Credit Union"
62978,3/31/2026 0:00:00,17225,"IDEAL",8,"PCU Mortgage"
62978,3/31/2026 0:00:00,17225,"IDEAL",9,"PCU Credit Union"
62978,3/31/2026 0:00:00,17225,"IDEAL",10,"PCU Business Services"
62978,3/31/2026 0:00:00,17225,"IDEAL",11,"PCU"
62978,3/31/2026 0:00:00,17225,"IDEAL",335,"Ideal Credit Union"
62978,3/31/2026 0:00:00,17225,"IDEAL",413,"Ideal Title"
62978,3/31/2026 0:00:00,17225,"IDEAL",414,"Ideal CU"
62978,3/31/2026 0:00:00,17225,"IDEAL",445,"Ideal Student Credit Union"
62998,3/31/2026 0:00:00,17244,"SPOJNIA",1303,"Spojnia Credit Union"
62998,3/31/2026 0:00:00,17244,"SPOJNIA",1304,"SCU"
63069,3/31/2026 0:00:00,17311,"POST OFFICE EMPLOYEES'",514,"POECU"
63199,3/31/2026 0:00:00,17441,"LINCOLN COUNTY",16,"LCCU"
63519,3/31/2026 0:00:00,17756,"BLUE FLAME",768,"BLUE FLAME CREDIT UNION"
63783,3/31/2026 0:00:00,18011,"COOPERATIVE CHOICE NETWORK",653,"Members Choice CU"
63783,3/31/2026 0:00:00,18011,"COOPERATIVE CHOICE NETWORK",654,"Illinois Electric Financial CU"
63783,3/31/2026 0:00:00,18011,"COOPERATIVE CHOICE NETWORK",784,"Parish Members CU"
63783,3/31/2026 0:00:00,18011,"COOPERATIVE CHOICE NETWORK",845,"IRSE Credit Union"
63783,3/31/2026 0:00:00,18011,"COOPERATIVE CHOICE NETWORK",1180,"Tazewell County School Employees CU"
63789,3/31/2026 0:00:00,18017,"ALLIANCE",233,"Alliance Credit Union"
63828,3/31/2026 0:00:00,18056,"CPORT",1105,"cPort Credit Union"
63828,3/31/2026 0:00:00,18056,"CPORT",1106,"cPort"
63829,3/31/2026 0:00:00,18057,"ST. MARY'S BANK",241,"The Mortgage Center-St Mary's Bank"
63829,3/31/2026 0:00:00,18057,"ST. MARY'S BANK",243,"St Mary's Financial Services"
63829,3/31/2026 0:00:00,18057,"ST. MARY'S BANK",244,"St Mary's Bank"
63958,3/31/2026 0:00:00,18186,"1ST UNITED",487,"1st United Credit Union"
64049,3/31/2026 0:00:00,18277,"DUPACO COMMUNITY",93,"Dupaco"
64084,3/31/2026 0:00:00,18312,"MAZUMA",1294,"Mazuma Wealth Management"
64166,3/31/2026 0:00:00,18394,"MARION AND POLK SCHOOLS",31,"Maps Credit Union"
64203,3/31/2026 0:00:00,18431,"GREATER IOWA",1236,"GiveIowa"
64203,3/31/2026 0:00:00,18431,"GREATER IOWA",1237,"Greater Iowa"
64203,3/31/2026 0:00:00,18431,"GREATER IOWA",1238,"Greater Iowa Credit Union"
64203,3/31/2026 0:00:00,18431,"GREATER IOWA",1239,"Greater Iowa Fresh Start Checking"
64203,3/31/2026 0:00:00,18431,"GREATER IOWA",1240,"Greater Iowa Basic Blue Checking"
64203,3/31/2026 0:00:00,18431,"GREATER IOWA",1263,"Land-A-Grand Scholarship"
64203,3/31/2026 0:00:00,18431,"GREATER IOWA",1264,"Greater Checking"
64281,3/31/2026 0:00:00,18509,"CHEROKEE STRIP",878,"Cherokee Strip Insurance Agency"
64281,3/31/2026 0:00:00,18509,"CHEROKEE STRIP",879,"Cherokee Strip Credit Union"
64598,3/31/2026 0:00:00,18826,"ALABAMA STATE EMPLOYEES",730,"ASE Credit Union"
64655,3/31/2026 0:00:00,18883,"NORTHERN COMMUNITIES",312,"NCCYou"
64834,3/31/2026 0:00:00,19062,"CALIFORNIA LITHUANIAN",1000,"CLCU"
64896,3/31/2026 0:00:00,19124,"UTILITIES EMPLOYEES",1111,"UECU"
64913,3/31/2026 0:00:00,19141,"ON TAP",580,"On Tap Credit Union"
64913,3/31/2026 0:00:00,19141,"ON TAP",581,"Coors Credit Union"
64920,3/31/2026 0:00:00,19148,"ILLINOIS STATE",387,"ItsMyCredit Union"
65059,3/31/2026 0:00:00,19287,"NIKKEI",689,"Mabuhay Credit Union"
65063,3/31/2026 0:00:00,19291,"NOVATION",1171,"Novation Financial"
65082,3/31/2026 0:00:00,19310,"SUNWEST",29,"SunWest Educational Credit Union"
65082,3/31/2026 0:00:00,19310,"SUNWEST",630,"SunWest Credit Union"
65088,3/31/2026 0:00:00,19316,"HOLY ROSARY",329,"Holy Rosary Credit Union"
65088,3/31/2026 0:00:00,19316,"HOLY ROSARY",682,"HRCU"
65208,3/31/2026 0:00:00,19436,"NATCO",205,"Natco Community Empowerment Cnt"
65299,3/31/2026 0:00:00,19527,"KEYPOINT",39,"KPCU.com"
65299,3/31/2026 0:00:00,19527,"KEYPOINT",41,"KeyPoint Credit Union"
65299,3/31/2026 0:00:00,19527,"KEYPOINT",317,"KeyPoint Financial Services"
65299,3/31/2026 0:00:00,19527,"KEYPOINT",861,"keypointfinancialservices.com"
65299,3/31/2026 0:00:00,19527,"KEYPOINT",1032,"UltraSavings"
65299,3/31/2026 0:00:00,19527,"KEYPOINT",1033,"Ultrasavings.vip"
65644,3/31/2026 0:00:00,19868,"RIVERMARK COMMUNITY",736,"Rivermark Community Credit Union"
65644,3/31/2026 0:00:00,19868,"RIVERMARK COMMUNITY",737,"Rivermark"
65644,3/31/2026 0:00:00,19868,"RIVERMARK COMMUNITY",1257,"With Us You Can"
65644,3/31/2026 0:00:00,19868,"RIVERMARK COMMUNITY",1258,"Rivermark Early Payday"
65735,3/31/2026 0:00:00,19958,"CATHOLIC & COMMUNITY",1221,"C&CCU"
66002,3/31/2026 0:00:00,20225,"STAMFORD HEALTHCARE",893,"not applicable"
66126,3/31/2026 0:00:00,20349,"OMAHA FIREFIGHTERS",951,"Omaha Firefighters Credit Union"
66310,3/31/2026 0:00:00,20533,"STATE EMPLOYEES'",1079,"SECU"
66320,3/31/2026 0:00:00,20543,"TEXAS GULF CAROLINA EMP",766,"TGCECU"
66328,3/31/2026 0:00:00,20550,"WRIGHT-PATT CREDIT UNION, INC.",160,"Wright-Patt Credit Union"
66328,3/31/2026 0:00:00,20550,"WRIGHT-PATT CREDIT UNION, INC.",161,"WPCU"
66330,3/31/2026 0:00:00,20552,"STATE EMPLOYEES CU OF MARYLAND, INC",239,"SECU Credit Union"
66330,3/31/2026 0:00:00,20552,"STATE EMPLOYEES CU OF MARYLAND, INC",240,"SECU"
66373,3/31/2026 0:00:00,20595,"WHATCOM EDUCATIONAL",328,"WECU"
66399,3/31/2026 0:00:00,20621,"HARBORSTONE",1283,"Savi powered by Harborstone Credit Union"
66399,3/31/2026 0:00:00,20621,"HARBORSTONE",1284,"Generations Credit Union"
66399,3/31/2026 0:00:00,20621,"HARBORSTONE",1285,"Community 1st Credit Union"
66447,3/31/2026 0:00:00,20669,"SHORELINE",684,"Shoreline Hometown Credit Union"
66492,3/31/2026 0:00:00,20714,"UNIVERSITY OF WISCONSIN",554,"UW Credit Union"
66537,3/31/2026 0:00:00,20759,"AVESTAR",1144,"Avestar Credit Union"
66584,3/31/2026 0:00:00,20806,"CALIFORNIA COAST",1093,"CCCU"
66584,3/31/2026 0:00:00,20806,"CALIFORNIA COAST",1094,"Cal Coast CU"
66584,3/31/2026 0:00:00,20806,"CALIFORNIA COAST",1095,"Cal Coast Credit Union"
66584,3/31/2026 0:00:00,20806,"CALIFORNIA COAST",1096,"California Coast Credit Union"
66633,3/31/2026 0:00:00,20855,"MEMBERS' ADVANTAGE",783,"Corporate Central Credit Union"
66637,3/31/2026 0:00:00,20859,"BREWERY",13,"BREWERY CREDIT UNION"
66652,3/31/2026 0:00:00,20874,"PROSPERA",700,"Prosperity Partners"
66652,3/31/2026 0:00:00,20874,"PROSPERA",701,"Prospera Investment Services"
66703,3/31/2026 0:00:00,20925,"WESCOM CENTRAL",773,"Wescom Credit Union"
66703,3/31/2026 0:00:00,20925,"WESCOM CENTRAL",774,"Wescom"
66703,3/31/2026 0:00:00,20925,"WESCOM CENTRAL",1177,"Wescom Financial"
66787,3/31/2026 0:00:00,21009,"MUNICIPAL EMPL.CREDIT UNION OF BALT",341,"MECU of Baltimore, Inc."
66787,3/31/2026 0:00:00,21009,"MUNICIPAL EMPL.CREDIT UNION OF BALT",434,"Municipal Employees Credit Union"
66787,3/31/2026 0:00:00,21009,"MUNICIPAL EMPL.CREDIT UNION OF BALT",435,"MECU of Baltimore"
66787,3/31/2026 0:00:00,21009,"MUNICIPAL EMPL.CREDIT UNION OF BALT",436,"MECU - Baltimore's Credit Union"
66787,3/31/2026 0:00:00,21009,"MUNICIPAL EMPL.CREDIT UNION OF BALT",437,"MECU"
66787,3/31/2026 0:00:00,21009,"MUNICIPAL EMPL.CREDIT UNION OF BALT",438,"Maryland's Exceptional Credit Un"
66844,3/31/2026 0:00:00,21066,"CLOVERBELT",1120,"CCU"
66848,3/31/2026 0:00:00,21070,"COVANTAGE",156,"CVCU"
66848,3/31/2026 0:00:00,21070,"COVANTAGE",157,"CoVantage CU"
66848,3/31/2026 0:00:00,21070,"COVANTAGE",158,"CoVantage Credit Union"
66848,3/31/2026 0:00:00,21070,"COVANTAGE",159,"CoVantage"
66886,3/31/2026 0:00:00,21107,"TEN",1100,"TENCU"
66924,3/31/2026 0:00:00,21145,"VALLEYSTAR",186,"Martinsville Dupont Empl. Cr. Un"
66924,3/31/2026 0:00:00,21145,"VALLEYSTAR",187,"Martinsville Dupont Empl CU, Inc"
66924,3/31/2026 0:00:00,21145,"VALLEYSTAR",188,"Martinsville Dupont CU"
66924,3/31/2026 0:00:00,21145,"VALLEYSTAR",189,"Martinsville Dupont Credit Union"
66924,3/31/2026 0:00:00,21145,"VALLEYSTAR",190,"Martinsville Dupont Cr Un Inc."
66924,3/31/2026 0:00:00,21145,"VALLEYSTAR",466,"ValleyStar Credit Union"
67005,3/31/2026 0:00:00,21226,"NATIONAL J. A. C. L.",377,"Asian Heritage Financial CU"
67066,3/31/2026 0:00:00,21287,"MARSHFIELD MEDICAL CENTER",795,"Freddie Mac"
67066,3/31/2026 0:00:00,21287,"MARSHFIELD MEDICAL CENTER",796,"Fannie Mae"
67190,3/31/2026 0:00:00,21411,"SUMMIT",1216,"Summit Credit Union"
67238,3/31/2026 0:00:00,23679,"GLACIER HILLS",920,"Glacier Hills Credit Union"
67238,3/31/2026 0:00:00,23679,"GLACIER HILLS",921,"Glacier Hills your community Credit Union"
67248,3/31/2026 0:00:00,23376,"UNITEDONE",557,"Member Care Center"
67248,3/31/2026 0:00:00,23376,"UNITEDONE",1008,"Retirement & Investment Services"
67262,3/31/2026 0:00:00,22275,"NORTHWEST PLUS",367,"NW Plus CU"
67264,3/31/2026 0:00:00,2522,"HORIZON",1219,"HZCU"
67297,3/31/2026 0:00:00,22515,"SPACE COAST",559,"SCCU"
67297,3/31/2026 0:00:00,22515,"SPACE COAST",560,"Member's Watchdog"
67330,3/31/2026 0:00:00,22469,"MIAMI POSTAL SERVICE",426,"MPS Credit Union"
67342,3/31/2026 0:00:00,22590,"CONNECT CREDIT UNION",51,"Connect Credit Union"
67342,3/31/2026 0:00:00,22590,"CONNECT CREDIT UNION",52,"Florida Transportaton Credit Un"
67352,3/31/2026 0:00:00,24252,"JEANNE D'ARC",1133,"JDCU"
67408,3/31/2026 0:00:00,22717,"BRAZOS STAR",641,""
67408,3/31/2026 0:00:00,22717,"BRAZOS STAR",842,"Brazos Star Credit Union"
67408,3/31/2026 0:00:00,22717,"BRAZOS STAR",942,"Brazos Star Credit Union formerly known as FedStar Credit Union"
67408,3/31/2026 0:00:00,22717,"BRAZOS STAR",990,"Brazos Star Credit Union fka FedStar Credit Union"
67427,3/31/2026 0:00:00,22689,"GALVESTON GOVERNMENT EMPLOYEES",430,"GGECU"
67431,3/31/2026 0:00:00,22558,"CALHOUN LIBERTY",1061,"Calhoun Liberty Credit Union"
67465,3/31/2026 0:00:00,22957,"TEXAS BAY",473,"Texas Bay Area Credit Union"
67576,3/31/2026 0:00:00,22718,"COOPERATIVE TEACHERS",609,"CTCU"
67579,3/31/2026 0:00:00,22814,"TEX MEX",57,"Tex Mex Credit Union"
67581,3/31/2026 0:00:00,22780,"CABOT COMMUNITY",983,"Catalyst Corporation SimpliCD's"
67599,3/31/2026 0:00:00,24200,"ALLCOM",357,"Worcester Postal Credit Union"
67649,3/31/2026 0:00:00,22782,"MEMBERS",431,"MCU"
67649,3/31/2026 0:00:00,22782,"MEMBERS",1125,"Members CU"
67669,3/31/2026 0:00:00,22687,"CITY",1072,"City Credit Union"
67776,3/31/2026 0:00:00,23967,"BEACON FINANCIAL",723,"Mountain States Credit Union"
67776,3/31/2026 0:00:00,23967,"BEACON FINANCIAL",724,"Beacon Financial"
67776,3/31/2026 0:00:00,23967,"BEACON FINANCIAL",725,"Ballad Credit Union"
67804,3/31/2026 0:00:00,23100,"VANTAGE",32,"Vantage"
67804,3/31/2026 0:00:00,23100,"VANTAGE",34,"VCU"
67804,3/31/2026 0:00:00,23100,"VANTAGE",35,"Vantage CU"
67804,3/31/2026 0:00:00,23100,"VANTAGE",36,"Vantage Credit Union"
67864,3/31/2026 0:00:00,24328,"ST. MARY'S",1305,"SMCU"
67995,3/31/2026 0:00:00,22431,"KANSAS TEACHERS COMMUNITY",1002,"Kansas Teachers Community Credit Union"
67995,3/31/2026 0:00:00,22431,"KANSAS TEACHERS COMMUNITY",1003,"KTCCU"
68016,3/31/2026 0:00:00,22483,"TRANSPORT",1210,"Transport Credit Union"
68021,3/31/2026 0:00:00,22675,"COMMUNITY RESOURCE",677,"CRCU Retirement & Investment Ser"
68021,3/31/2026 0:00:00,22675,"COMMUNITY RESOURCE",678,"CRCU Investment Services"
68021,3/31/2026 0:00:00,22675,"COMMUNITY RESOURCE",679,"CRCU Insurance Services, LLC"
68021,3/31/2026 0:00:00,22675,"COMMUNITY RESOURCE",680,"CRCU"
68021,3/31/2026 0:00:00,22675,"COMMUNITY RESOURCE",681,"Community Resource Credit Union"
68061,3/31/2026 0:00:00,22309,"SOLARITY",591,"Solarity Mortgage Center"
68061,3/31/2026 0:00:00,22309,"SOLARITY",592,"Solarity Mortgage"
68061,3/31/2026 0:00:00,22309,"SOLARITY",593,"Solarity Lending Center"
68061,3/31/2026 0:00:00,22309,"SOLARITY",594,"Solarity Lending"
68061,3/31/2026 0:00:00,22309,"SOLARITY",595,"Solarity Engagement Center"
68061,3/31/2026 0:00:00,22309,"SOLARITY",596,"Solarity Business Services"
68061,3/31/2026 0:00:00,22309,"SOLARITY",597,"Solarity Business"
68061,3/31/2026 0:00:00,22309,"SOLARITY",598,"Solarity"
68061,3/31/2026 0:00:00,22309,"SOLARITY",992,"Solarity Home Loans"
68061,3/31/2026 0:00:00,22309,"SOLARITY",993,"Solarity Business Loans"
68061,3/31/2026 0:00:00,22309,"SOLARITY",1124,"Solarity Credit Union"
68119,3/31/2026 0:00:00,24043,"VANDERBILT",975,"Vanderbilt University Employees Credit Union"
68119,3/31/2026 0:00:00,24043,"VANDERBILT",976,"Vanderbilt University Credit Union"
68186,3/31/2026 0:00:00,3707,"COLUMBIA COMMUNITY",1209,"Columbia Credit Union"
68187,3/31/2026 0:00:00,21514,"BAXTER",640,"bcu"
68203,3/31/2026 0:00:00,22223,"SPOKANE TEACHERS",137,"STCU"
68215,3/31/2026 0:00:00,12663,"CORPORATE AMERICA FAMILY",1188,"Alero Financial Credit Union"
68215,3/31/2026 0:00:00,12663,"CORPORATE AMERICA FAMILY",1324,"Alero Financial"
68215,3/31/2026 0:00:00,12663,"CORPORATE AMERICA FAMILY",1325,"North Bay Credit Union"
68239,3/31/2026 0:00:00,4185,"HAPO COMMUNITY",298,"HAPO Community Credit Union"
68239,3/31/2026 0:00:00,4185,"HAPO COMMUNITY",299,"HAPO"
68239,3/31/2026 0:00:00,4185,"HAPO COMMUNITY",418,"HAPO Mortgage"
68239,3/31/2026 0:00:00,4185,"HAPO COMMUNITY",555,"HAPO Direct"
68239,3/31/2026 0:00:00,4185,"HAPO COMMUNITY",570,"HAPO Commercial Services"
68239,3/31/2026 0:00:00,4185,"HAPO COMMUNITY",715,"HAPO Hangout"
68239,3/31/2026 0:00:00,4185,"HAPO COMMUNITY",716,"HAPO Center"
68278,3/31/2026 0:00:00,4138,"GESA",395,"Gesa to Go"
68278,3/31/2026 0:00:00,4138,"GESA",396,"Gesa Financial Solution"
68278,3/31/2026 0:00:00,4138,"GESA",576,"Gesa Xpress"
68278,3/31/2026 0:00:00,4138,"GESA",866,"Gesa Investment Services"
68278,3/31/2026 0:00:00,4138,"GESA",867,"Gesa Home Loans"
68278,3/31/2026 0:00:00,4138,"GESA",868,"Gesa Commercial"
68278,3/31/2026 0:00:00,4138,"GESA",1215,"ValorFi Heroes"
68284,3/31/2026 0:00:00,22225,"AVISTA CORP.",840,"Avista CU"
68284,3/31/2026 0:00:00,22225,"AVISTA CORP.",841,"Avista Credit Union"
68291,3/31/2026 0:00:00,26309,"GEORGIA GUARD",474,"GGCU"
68297,3/31/2026 0:00:00,1702,"3HILL",197,"NBCU"
68297,3/31/2026 0:00:00,1702,"3HILL",1039,"3Hill"
68301,3/31/2026 0:00:00,1792,"FIRST COMMERCE",1134,"First Commerce"
68305,3/31/2026 0:00:00,22280,"RESPONDERS EMERGENCY SERVICES",623,"Spokane Law Enforcement CU"
68305,3/31/2026 0:00:00,22280,"RESPONDERS EMERGENCY SERVICES",624,"First Responders Credit Union"
68315,3/31/2026 0:00:00,22333,"SEATTLE METROPOLITAN",154,"Seattle Metropolitan Credit Union"
68315,3/31/2026 0:00:00,22333,"SEATTLE METROPOLITAN",590,"Seattle Credit Union"
68321,3/31/2026 0:00:00,1542,"CALIFORNIA COMMUNITY",902,"N/A"
68371,3/31/2026 0:00:00,2505,"AMERICAN LAKE",506,"KBR Credit Union, a branch of AL"
68377,3/31/2026 0:00:00,2479,"MYPOINT",2,"PLCU"
68383,3/31/2026 0:00:00,7008,"TECHNOLOGY",372,"Tech CU"
68383,3/31/2026 0:00:00,7008,"TECHNOLOGY",519,"Technology Credit Union"
68383,3/31/2026 0:00:00,7008,"TECHNOLOGY",520,"Tech Wealth Management"
68383,3/31/2026 0:00:00,7008,"TECHNOLOGY",521,"Tech Capital LLC"
68383,3/31/2026 0:00:00,7008,"TECHNOLOGY",645,"TechCU@Work"
68383,3/31/2026 0:00:00,7008,"TECHNOLOGY",1231,"Tech Investment Management"
68383,3/31/2026 0:00:00,7008,"TECHNOLOGY",1232,"Tech CU Private Banking"
68391,3/31/2026 0:00:00,90,"CAMPUS USA",909,"CAMPUS"
68391,3/31/2026 0:00:00,90,"CAMPUS USA",910,"CAMPUS USA Credit Union"
68391,3/31/2026 0:00:00,90,"CAMPUS USA",911,"CAMPUS USA"
68391,3/31/2026 0:00:00,90,"CAMPUS USA",912,"CAMPUS USA CU"
68391,3/31/2026 0:00:00,90,"CAMPUS USA",913,"Campus USA"
68391,3/31/2026 0:00:00,90,"CAMPUS USA",914,"Campus USA Credit Union"
68391,3/31/2026 0:00:00,90,"CAMPUS USA",915,"Campus USA CU"
68394,3/31/2026 0:00:00,7361,"MERIWEST",284,"Meriwest Financial Center"
68394,3/31/2026 0:00:00,7361,"MERIWEST",285,"Meriwest Credit Union"
68394,3/31/2026 0:00:00,7361,"MERIWEST",1289,"Meriwest Mortgage"
68394,3/31/2026 0:00:00,7361,"MERIWEST",1290,"Meriwest Business Services"
68394,3/31/2026 0:00:00,7361,"MERIWEST",1291,"Meriwest Wealth Advisors"
68417,3/31/2026 0:00:00,2636,"FAIRWINDS",179,"FAIRWINDS"
68428,3/31/2026 0:00:00,5985,"PREMIER AMERICA",164,"Top Premium Finance Company"
68428,3/31/2026 0:00:00,5985,"PREMIER AMERICA",165,"Top Premium Finance"
68445,3/31/2026 0:00:00,3393,"POWER FINANCIAL",206,"Power Financial Credit Union"
68448,3/31/2026 0:00:00,14241,"CITIZENS EQUITY FIRST",185,"CEFCU"
68482,3/31/2026 0:00:00,22706,"COASTLIFE",1204,"Coastlife Credit Union"
68490,3/31/2026 0:00:00,3639,"VYSTAR",83,"VyStar Title Agency LLC"
68490,3/31/2026 0:00:00,3639,"VYSTAR",85,"VyStar Investment Services"
68490,3/31/2026 0:00:00,3639,"VYSTAR",87,"VyStar Financial Group, LLC"
68490,3/31/2026 0:00:00,3639,"VYSTAR",88,"VyStar Credit Union"
68490,3/31/2026 0:00:00,3639,"VYSTAR",89,"VyStar"
68490,3/31/2026 0:00:00,3639,"VYSTAR",922,"VyStar Insurance Agency, LLC."
68490,3/31/2026 0:00:00,3639,"VYSTAR",1132,"121 Financial Credit Union"
68502,3/31/2026 0:00:00,3360,"COPPER STATE",763,"Deer Valley Credit Union"
68502,3/31/2026 0:00:00,3360,"COPPER STATE",805,"Southwest Health Care Credit Uni"
68502,3/31/2026 0:00:00,3360,"COPPER STATE",806,"Canyon State Credit Union"
68502,3/31/2026 0:00:00,3360,"COPPER STATE",1135,"Copper State Credit Union"
68565,3/31/2026 0:00:00,3860,"ELEVATIONS",168,"U of C Federal Credit Union"
68565,3/31/2026 0:00:00,3860,"ELEVATIONS",169,"U of C FCU"
68565,3/31/2026 0:00:00,3860,"ELEVATIONS",170,"U of C"
68565,3/31/2026 0:00:00,3860,"ELEVATIONS",171,"SVVCU"
68565,3/31/2026 0:00:00,3860,"ELEVATIONS",172,"St. Vrain Valley CU"
68565,3/31/2026 0:00:00,3860,"ELEVATIONS",173,"St. Vrain Valley Credit Union"
68565,3/31/2026 0:00:00,3860,"ELEVATIONS",174,"Longs Peak CU"
68565,3/31/2026 0:00:00,3860,"ELEVATIONS",175,"Longs Peak Credit Union"
68565,3/31/2026 0:00:00,3860,"ELEVATIONS",176,"Elevations CU"
68565,3/31/2026 0:00:00,3860,"ELEVATIONS",177,"Elevations"
68565,3/31/2026 0:00:00,3860,"ELEVATIONS",178,"ECU"
68565,3/31/2026 0:00:00,3860,"ELEVATIONS",495,"Elevations Credit Union"
68574,3/31/2026 0:00:00,4589,"GENERAL ELECTRIC",128,"General Electric Credit Union"
68577,3/31/2026 0:00:00,5294,"INDIANA UNIVERSITY",209,"None"
68579,3/31/2026 0:00:00,15012,"PATELCO",252,"Patelco Credit Union"
68579,3/31/2026 0:00:00,15012,"PATELCO",253,"Patelco"
68579,3/31/2026 0:00:00,15012,"PATELCO",508,"Patelco Insurance Services"
68579,3/31/2026 0:00:00,15012,"PATELCO",588,"Patelco Financial Solutions"
68595,3/31/2026 0:00:00,3439,"ALABAMA ONE",683,"Alabama One Wealth Advisory"
68595,3/31/2026 0:00:00,3439,"ALABAMA ONE",925,"Alabama ONE Insurance Services"
68595,3/31/2026 0:00:00,3439,"ALABAMA ONE",943,"Alabama Rural Electric Credit Union, a division of Alabama ONE"
68598,3/31/2026 0:00:00,21527,"EMPEOPLE",1182,"TSB Financial"
68600,3/31/2026 0:00:00,13208,"MIDFLORIDA",491,"MIDFLORIDA Credit Union"
68600,3/31/2026 0:00:00,13208,"MIDFLORIDA",492,"MIDFLORIDA"
68600,3/31/2026 0:00:00,13208,"MIDFLORIDA",509,"MIDFLORIDA Schools FCU"
68600,3/31/2026 0:00:00,13208,"MIDFLORIDA",510,"MIDFLORIDA Federal Credit Union"
68600,3/31/2026 0:00:00,13208,"MIDFLORIDA",563,"MIDFLORIDA-Martin Credit Union"
68600,3/31/2026 0:00:00,13208,"MIDFLORIDA",564,"MIDFLORIDA-Martin"
68600,3/31/2026 0:00:00,13208,"MIDFLORIDA",804,"CB&T is now MIDFLORIDA Credit Un"
68600,3/31/2026 0:00:00,13208,"MIDFLORIDA",1233,"MIDFLORIDA Mortgage Center"
68600,3/31/2026 0:00:00,13208,"MIDFLORIDA",1234,"MIDFLORIDA Wholesale Auto Sales"
68605,3/31/2026 0:00:00,13039,"FIRST SERVICE",402,"FSCU"
68605,3/31/2026 0:00:00,13039,"FIRST SERVICE",619,"First Service"
68605,3/31/2026 0:00:00,13039,"FIRST SERVICE",889,"First Service Credit Union"
68605,3/31/2026 0:00:00,13039,"FIRST SERVICE",890,"eCU Technology"
68605,3/31/2026 0:00:00,13039,"FIRST SERVICE",1069,"Origins"
68609,3/31/2026 0:00:00,2078,"OUR COMMUNITY",1300,"Community Financial Center"
68609,3/31/2026 0:00:00,2078,"OUR COMMUNITY",1301,"Community Mortgage Center"
68609,3/31/2026 0:00:00,2078,"OUR COMMUNITY",1302,"OURCU"
68616,3/31/2026 0:00:00,17429,"DENVER COMMUNITY CU D.B.A. ZING CU",982,"Zing Credit Union"
68632,3/31/2026 0:00:00,520,"LAFCU",655,"YOUR CREDIT UNION FOR LIFE"
68632,3/31/2026 0:00:00,520,"LAFCU",656,"WRITE TO EDUCATE (Scholarship)"
68632,3/31/2026 0:00:00,520,"LAFCU",657,"WHEEL (Scholarship)"
68632,3/31/2026 0:00:00,520,"LAFCU",658,"LAFCU MY WAY"
68632,3/31/2026 0:00:00,520,"LAFCU",659,"JOIN US!"
68632,3/31/2026 0:00:00,520,"LAFCU",660,"ASK FOR LAFCU"
68643,3/31/2026 0:00:00,243,"FIVEPOINT",1075,"5Point Credit Union"
68651,3/31/2026 0:00:00,14480,"BLAZE",964,"Blaze"
68651,3/31/2026 0:00:00,14480,"BLAZE",1225,"Blaze Credit Union"
68651,3/31/2026 0:00:00,14480,"BLAZE",1226,"Blaze CU"
68651,3/31/2026 0:00:00,14480,"BLAZE",1227,"Blaze Retirement and Investment Services"
68651,3/31/2026 0:00:00,14480,"BLAZE",1228,"Blaze Mortgage"
68656,3/31/2026 0:00:00,4497,"OREGON STATE",229,"Oregon State CU Insurance Agency"
68656,3/31/2026 0:00:00,4497,"OREGON STATE",230,"OSU FCU Financial Services, LLC"
68656,3/31/2026 0:00:00,4497,"OREGON STATE",415,"OR State CU Investment Services"
68658,3/31/2026 0:00:00,4037,"FINANCIAL CENTER FIRST",21,"Financial Center"
68658,3/31/2026 0:00:00,4037,"FINANCIAL CENTER FIRST",896,"Ball State Financial"
68661,3/31/2026 0:00:00,6918,"MEMBERS HERITAGE",927,"Members Heritage Credit Union"
68661,3/31/2026 0:00:00,6918,"MEMBERS HERITAGE",928,"MHCU"
68663,3/31/2026 0:00:00,10400,"ITHINK FINANCIAL",816,"iTHINK FINANCIAL CREDIT UNION"
68668,3/31/2026 0:00:00,2835,"1ST NORTHERN CALIFORNIA",584,"1st Nor Cal"
68670,3/31/2026 0:00:00,4425,"ROBINS FINANCIAL",569,"Robins Financial Credit Union"
68671,3/31/2026 0:00:00,5712,"ENT",4,"Ent"
68671,3/31/2026 0:00:00,5712,"ENT",1153,"Ent Credit Union"
