"CU_NUMBER","CycleDate","JoinNumber","CU_NAME","TradeNamesId","TradeName"
15222,3/31/2026 0:00:00,7880,"COAST360",1248,"Together We Thrive"
15222,3/31/2026 0:00:00,7880,"COAST360",1249,"Coast360"
15222,3/31/2026 0:00:00,7880,"COAST360",1250,"Coast360 Federal Credit Union"
15467,3/31/2026 0:00:00,8028,"KELLY COMMUNITY",479,"Retirement & Investment Services"
15732,3/31/2026 0:00:00,8181,"COMMUNITYAMERICA",140,"Western"
15732,3/31/2026 0:00:00,8181,"COMMUNITYAMERICA",501,"UNIFY Financial Credit Union"
15732,3/31/2026 0:00:00,8181,"COMMUNITYAMERICA",502,"UNIFY Financial"
15732,3/31/2026 0:00:00,8181,"COMMUNITYAMERICA",503,"UNIFY"
15732,3/31/2026 0:00:00,8181,"COMMUNITYAMERICA",1268,"CommunityAmerica Credit Union"
15766,3/31/2026 0:00:00,8202,"MID-HUDSON VALLEY",1057,"MHVFCU"
15766,3/31/2026 0:00:00,8202,"MID-HUDSON VALLEY",1058,"MHV Federal Credit Union"
15848,3/31/2026 0:00:00,8248,"CBI",977,"None"
16178,3/31/2026 0:00:00,8446,"WATERFRONT",498,"Waterfront Credit Union"
16213,3/31/2026 0:00:00,8468,"FINANCIAL BUILDERS",669,"Financial Builders"
16411,3/31/2026 0:00:00,8592,"DC",1254,"DC Credit Union"
17012,3/31/2026 0:00:00,8924,"PROFED",204,"PROFED"
17335,3/31/2026 0:00:00,9116,"ILLINOIS STATE POLICE",1142,"ISPFCU"
17372,3/31/2026 0:00:00,9136,"LOCKPORT SCHOOLS & COMMUNITY",308,"New York Credit Union Assoc."
17372,3/31/2026 0:00:00,9136,"LOCKPORT SCHOOLS & COMMUNITY",1146,"Lockport Schools FCU"
17389,3/31/2026 0:00:00,9147,"ALLEGIUS",365,"Allegius"
17587,3/31/2026 0:00:00,9266,"USALLIANCE",453,"USALLIANCE Financial"
17587,3/31/2026 0:00:00,9266,"USALLIANCE",672,"USA Specialty Lending"
17587,3/31/2026 0:00:00,9266,"USALLIANCE",854,"Dora"
17587,3/31/2026 0:00:00,9266,"USALLIANCE",855,"Coral Labs"
17587,3/31/2026 0:00:00,9266,"USALLIANCE",985,"Cooperative Workers Alliance, LLC"
17914,3/31/2026 0:00:00,9454,"SUFFOLK",722,"Suffolk Credit Union"
18175,3/31/2026 0:00:00,9571,"HENRICO",429,"Bellwood Credit Union"
18175,3/31/2026 0:00:00,9571,"HENRICO",574,"Henrico FCU at Nabisco"
18175,3/31/2026 0:00:00,9571,"HENRICO",846,"Bellwood Credit Union at DSCR"
18271,3/31/2026 0:00:00,9619,"PRINCE GEORGE'S COMMUNITY",1063,"Prince George's Credit Union"
18297,3/31/2026 0:00:00,9632,"COASTAL",585,"Daymark Realty"
18297,3/31/2026 0:00:00,9632,"COASTAL",586,"Coastal Wealth Management"
18297,3/31/2026 0:00:00,9632,"COASTAL",587,"Coastal Credit Union"
18297,3/31/2026 0:00:00,9632,"COASTAL",607,"Coastal Title"
18297,3/31/2026 0:00:00,9632,"COASTAL",608,"Coastal Foundation"
18297,3/31/2026 0:00:00,9632,"COASTAL",984,"United Members Title"
18297,3/31/2026 0:00:00,9632,"COASTAL",1059,"United Members Title"
18343,3/31/2026 0:00:00,9653,"USEM MENA",807,"USEM Mena Federal Credit Union"
18616,3/31/2026 0:00:00,9811,"DUKE UNIVERSITY",55,"Duke Credit Union"
18635,3/31/2026 0:00:00,9822,"PORT WASHINGTON",1151,"pwfcu"
18635,3/31/2026 0:00:00,9822,"PORT WASHINGTON",1152,"pwfcu"
18708,3/31/2026 0:00:00,9854,"PARTNERS",1104,"Partners Federal Credit Union"
18710,3/31/2026 0:00:00,9856,"GARDEN SAVINGS",400,"Garden Savings"
18814,3/31/2026 0:00:00,9905,"GARLAND COUNTY EDUCATORS",688,"GCEFCU"
18965,3/31/2026 0:00:00,9975,"OKUNITY",1101,"Oklahoma Community Credit Union"
19263,3/31/2026 0:00:00,10142,"EASTRISE",1160,"EastRise Federal Credit Union"
19263,3/31/2026 0:00:00,10142,"EASTRISE",1161,"EastRise Credit Union"
19263,3/31/2026 0:00:00,10142,"EASTRISE",1162,"eastrise.com"
19307,3/31/2026 0:00:00,10173,"PURDUE",330,"Purdue Federal"
19355,3/31/2026 0:00:00,10205,"DFCU TULSA",899,"Diamond Federal Credit Union"
19440,3/31/2026 0:00:00,10261,"MINNESOTA VALLEY",558,"MVFCU"
19440,3/31/2026 0:00:00,10261,"MINNESOTA VALLEY",1149,"MN Valley FCU"
19508,3/31/2026 0:00:00,10304,"QUEST",390,"AG*Quest"
19508,3/31/2026 0:00:00,10304,"QUEST",952,"Quest Exploration podcast"
19593,3/31/2026 0:00:00,10357,"SAINT FRANCIS EMPLOYEES",361,"Saint Francis Credit Union"
19608,3/31/2026 0:00:00,10364,"TRI-CITIES COMMUNITY",602,"Tri-CU Credit Union"
19668,3/31/2026 0:00:00,10405,"FIVE STAR OF MARYLAND",707,"Five Star Federal Credit Union"
19668,3/31/2026 0:00:00,10405,"FIVE STAR OF MARYLAND",708,"Five Star FCU"
20061,3/31/2026 0:00:00,10657,"SIGNATURE",1214,"Signature Postal Federal Credit Union"
20207,3/31/2026 0:00:00,10755,"PENN",892,"PennCU"
20258,3/31/2026 0:00:00,10787,"RELIANT COMMUNITY",58,"Reliant Credit Union"
20469,3/31/2026 0:00:00,10927,"I.B.E.W. LU 66",483,"MyCU66"
20543,3/31/2026 0:00:00,10978,"CAPITAL AREA REALTORS",1113,"CARFCU"
20842,3/31/2026 0:00:00,11185,"UNO",1070,"UNOFCU"
20842,3/31/2026 0:00:00,11185,"UNO",1071,"UNO FCU"
20842,3/31/2026 0:00:00,11185,"UNO",1156,"UNO FEDERAL CREDIT UNION"
20842,3/31/2026 0:00:00,11185,"UNO",1157,"UNIVERSITY OF NEW ORLEANS FEDERAL CREDIT UNION"
20943,3/31/2026 0:00:00,11261,"JOURNEY",1313,"Journey Federal Credit Union"
20943,3/31/2026 0:00:00,11261,"JOURNEY",1314,"Journey Federal CU"
20943,3/31/2026 0:00:00,11261,"JOURNEY",1315,"JFCU"
21073,3/31/2026 0:00:00,11358,"1ST MISSISSIPPI",198,"1st Mississippi FCU"
21073,3/31/2026 0:00:00,11358,"1ST MISSISSIPPI",401,"1st MS"
21157,3/31/2026 0:00:00,11422,"CINCINNATI HEALTHCARE ASSOCIATES",338,"CHCA FCU"
21644,3/31/2026 0:00:00,11837,"TORO EMPLOYEES",568,"Toro Credit Union"
21658,3/31/2026 0:00:00,11850,"GENESEE VALLEY",674,"GVFCU"
21658,3/31/2026 0:00:00,11850,"GENESEE VALLEY",950,"SUNY Geneseo FCU a division of GVFCU"
21686,3/31/2026 0:00:00,11874,"PARDA",1245,"Parda Credit Union"
21686,3/31/2026 0:00:00,11874,"PARDA",1246,"Parda Federal Credit Union"
22167,3/31/2026 0:00:00,12313,"TONAWANDA VALLEY",37,"TVFCU"
22213,3/31/2026 0:00:00,12357,"HEALTH CARE PROFESSIONALS",843,"HCP Credit Union"
22592,3/31/2026 0:00:00,12724,"POLISH & SLAVIC",115,"PSFUK"
22592,3/31/2026 0:00:00,12724,"POLISH & SLAVIC",116,"PSFCU"
22592,3/31/2026 0:00:00,12724,"POLISH & SLAVIC",117,"Nasza Unia"
22637,3/31/2026 0:00:00,12769,"ARDENT",561,"Ardent Credit Union"
22754,3/31/2026 0:00:00,12883,"C C S E",575,"CCSE"
23184,3/31/2026 0:00:00,13313,"TEXAS ASSOCIATIONS OF PROFESSIONALS",1038,"TAP FCU"
23279,3/31/2026 0:00:00,13408,"MICHIGAN STATE UNIVERSITY",114,"Oakland University Credit Union"
23279,3/31/2026 0:00:00,13408,"MICHIGAN STATE UNIVERSITY",1022,"Collegiate Credit Union"
23279,3/31/2026 0:00:00,13408,"MICHIGAN STATE UNIVERSITY",1023,"AlumniFi"
23279,3/31/2026 0:00:00,13408,"MICHIGAN STATE UNIVERSITY",1165,"Pillur"
23279,3/31/2026 0:00:00,13408,"MICHIGAN STATE UNIVERSITY",1168,"Truly U"
23279,3/31/2026 0:00:00,13408,"MICHIGAN STATE UNIVERSITY",1230,"Home Loans"
23521,3/31/2026 0:00:00,13650,"FIRST TECHNOLOGY",1088,"DCU"
23521,3/31/2026 0:00:00,13650,"FIRST TECHNOLOGY",1316,"Digital Federal Credit Union"
23521,3/31/2026 0:00:00,13650,"FIRST TECHNOLOGY",1317,"First Tech Federal Credit Union"
23521,3/31/2026 0:00:00,13650,"FIRST TECHNOLOGY",1318,"Addison Avenue Financial Services"
23582,3/31/2026 0:00:00,13711,"BAYOU CITY",50,"BCFCU"
23582,3/31/2026 0:00:00,13711,"BAYOU CITY",323,"Bayou City FCU"
23865,3/31/2026 0:00:00,13994,"SYRACUSE COOPERATIVE",360,"Cooperative Federal"
24077,3/31/2026 0:00:00,14205,"ALTRA",202,"Altra"
24077,3/31/2026 0:00:00,14205,"ALTRA",667,"SAM-E"
24192,3/31/2026 0:00:00,14319,"BEVERLY MUNICIPAL",939,"Beverly Credit Union"
24212,3/31/2026 0:00:00,14339,"SCHOOLSFIRST",38,"SchoolsFirst FCU"
24219,3/31/2026 0:00:00,14346,"MT. AIRY BAPTIST CHURCH",406,"MABCFCU"
24223,3/31/2026 0:00:00,14350,"USF FEDERAL CREDIT UNION",518,"Darden Credit Union"
24223,3/31/2026 0:00:00,14350,"USF FEDERAL CREDIT UNION",1322,"USF Credit Union"
24235,3/31/2026 0:00:00,14362,"OPERATING ENGINEERS LOCAL UNION #3",1159,"OE Federal Credit Union"
24254,3/31/2026 0:00:00,14381,"FIRST CITIZENS'",403,"Think First"
24254,3/31/2026 0:00:00,14381,"FIRST CITIZENS'",404,"First @ Work"
24254,3/31/2026 0:00:00,14381,"FIRST CITIZENS'",482,"Coastal Outsourced Solutions"
24254,3/31/2026 0:00:00,14381,"FIRST CITIZENS'",717,"Southcoast Real Estate Holdings"
24254,3/31/2026 0:00:00,14381,"FIRST CITIZENS'",770,"First Citizens' Charitable Fund"
24254,3/31/2026 0:00:00,14381,"FIRST CITIZENS'",771,"Coastal Commercial Lending Servi"
24326,3/31/2026 0:00:00,14451,"CHEVRON",310,"Spectrum Credit Union"
24326,3/31/2026 0:00:00,14451,"CHEVRON",311,"Chevron Federal Credit Union"
24404,3/31/2026 0:00:00,19930,"CARO",615,"Caro Smart Financial Solutions"
24414,3/31/2026 0:00:00,15240,"BUILDING TRADES",286,"Building Trades Credit Union"
24438,3/31/2026 0:00:00,15178,"ALLEGACY",870,"FAMCA"
24443,3/31/2026 0:00:00,24321,"PIONEER VALLEY",340,"Pioneer Valley Credit Union"
24451,3/31/2026 0:00:00,21052,"SPOKANE MEDIA",1102,"Media Credit Union"
24524,3/31/2026 0:00:00,16602,"TINKER",144,"Tinker FCU"
24524,3/31/2026 0:00:00,16602,"TINKER",145,"TFCU"
24524,3/31/2026 0:00:00,16602,"TINKER",851,"TFCU Prime Business Solutions"
24534,3/31/2026 0:00:00,14923,"AMERICA'S FIRST",246,"America's First Financial"
24534,3/31/2026 0:00:00,14923,"AMERICA'S FIRST",670,"Amfirst"
24540,3/31/2026 0:00:00,20076,"MUTUAL FIRST",477,"Mutual 1st Federal"
24542,3/31/2026 0:00:00,21055,"SAN FRANCISCO",1114,"San Francisco Federal Credit Union"
24552,3/31/2026 0:00:00,14909,"NOBLE",891,"Noble Credit Union"
24553,3/31/2026 0:00:00,21906,"LOS ANGELES POLICE",99,"LAPFCU"
24629,3/31/2026 0:00:00,24004,"TRUST",378,"River City United Credit Union"
24668,3/31/2026 0:00:00,17277,"CENTURYFIRST",733,"Southern Mississippi FCU"
24692,3/31/2026 0:00:00,16757,"MOUNTAIN AMERICA",123,"Mountain America Credit Union"
24693,3/31/2026 0:00:00,16634,"GOLDENWEST",342,"USUCU Div of Goldenwest FCU"
24693,3/31/2026 0:00:00,16634,"GOLDENWEST",343,"Goldenwest Financial Services"
24693,3/31/2026 0:00:00,16634,"GOLDENWEST",577,"HealthCare CU a Co of Goldenwest"
24698,3/31/2026 0:00:00,21255,"JORDAN",339,"Jordan Credit Union"
24703,3/31/2026 0:00:00,219,"TRAX",938,"TRAX CREDIT UNION"
24708,3/31/2026 0:00:00,21360,"DESERET FIRST",1194,"Deseret First Credit Union"
24710,3/31/2026 0:00:00,20413,"CANYON VIEW",962,"Canyon View Credit Union"
24725,3/31/2026 0:00:00,18272,"OHIO HEALTHCARE",191,"MedPro"
24725,3/31/2026 0:00:00,18272,"OHIO HEALTHCARE",192,"HealthCare Credit Union System"
24742,3/31/2026 0:00:00,17005,"HERITAGE FAMILY",12,"Heritage Family Credit Union"
24746,3/31/2026 0:00:00,21072,"HORIZON UTAH",301,"Horizon Credit Union"
24784,3/31/2026 0:00:00,26413,"NEW COVENANT DOMINION",991,"New Covenant Dominion Credit Union"
24802,3/31/2026 0:00:00,26418,"SELF-HELP",583,"Seaway, a div of SHFCU"
24808,3/31/2026 0:00:00,14628,"SKYLA",1026,"Skyla Credit Union"
24812,3/31/2026 0:00:00,15005,"WESTREET",971,"WeStreet Federal Credit Union"
24812,3/31/2026 0:00:00,15005,"WESTREET",972,"WeStreet Credit Union"
24816,3/31/2026 0:00:00,14589,"PRECISION",350,"Precision Credit Union"
24824,3/31/2026 0:00:00,15308,"S. C. STATE",247,"SCU"
24824,3/31/2026 0:00:00,15308,"S. C. STATE",290,"State Credit Union"
24829,3/31/2026 0:00:00,26221,"HOPE",651,"Hope Credit Union"
24831,3/31/2026 0:00:00,14591,"ORION",1218,"Orion Financial"
24858,3/31/2026 0:00:00,15683,"MAINSTREET",924,"Mainstreet Credit Union"
24861,3/31/2026 0:00:00,26449,"LUTHERAN",761,"LutheranFCU"
24862,3/31/2026 0:00:00,26450,"THE FINEST",826,"N/A"
24875,3/31/2026 0:00:00,11779,"THE FIRST FINANCIAL",111,"First Financial Credit Union"
24889,3/31/2026 0:00:00,26456,"CLEAN ENERGY",606,"Clean Energy Credit Union"
24910,3/31/2026 0:00:00,26459,"OTOE-MISSOURIA",824,"Otoe Missouria FCU"
24910,3/31/2026 0:00:00,26459,"OTOE-MISSOURIA",825,"OMFCU"
24916,3/31/2026 0:00:00,18774,"I.L.W.U.",732,"ILWU Credit Union"
24917,3/31/2026 0:00:00,2320,"COBALT",60,"SAC FEDERAL CREDIT UNION"
24917,3/31/2026 0:00:00,2320,"COBALT",821,"Cobalt Credit Union"
24918,3/31/2026 0:00:00,21296,"DESERT RIVERS",631,"Desert Rivers Credit Union, Grand County Credit Union"
24920,3/31/2026 0:00:00,2863,"BEST REWARD",1011,"Best Reward Credit Union"
24923,3/31/2026 0:00:00,20701,"WORKERS",234,"Workers Financial Services, LLC"
24923,3/31/2026 0:00:00,20701,"WORKERS",856,"Workers Credit Union"
24923,3/31/2026 0:00:00,20701,"WORKERS",1328,"Workers Federal Credit Union"
24927,3/31/2026 0:00:00,19821,"CREDIT UNION OF NEW JERSEY, A",941,"Credit Union of New Jersey"
24928,3/31/2026 0:00:00,26464,"FINANTA",1009,"Community First Fund Credit Union"
24929,3/31/2026 0:00:00,4529,"MC",121,"MCFCU"
24929,3/31/2026 0:00:00,4529,"MC",122,"M-C Federal Credit Union"
24929,3/31/2026 0:00:00,4529,"MC",391,"Members Choice Financial Credit"
24929,3/31/2026 0:00:00,4529,"MC",392,"MC Financial Credit Union"
24929,3/31/2026 0:00:00,4529,"MC",440,"M-C Financial Credit Union"
24929,3/31/2026 0:00:00,4529,"MC",907,"MC Federal Credit Union"
24931,3/31/2026 0:00:00,4927,"PARK",1181,"Park Community Credit Union"
24936,3/31/2026 0:00:00,17491,"ALLEGIANCE",954,"Allegiance Credit Union"
24936,3/31/2026 0:00:00,17491,"ALLEGIANCE",1213,"Alianza por Allegiance Credit Union"
24940,3/31/2026 0:00:00,26468,"PEOPLE TRUST COMMUNITY",1004,"People Trust Community"
24948,3/31/2026 0:00:00,17818,"MUTUAL",1074,"Mutual Credit Union"
24954,3/31/2026 0:00:00,17870,"NAVIGATOR",212,"NCU Wealth Management"
24955,3/31/2026 0:00:00,18511,"MULTIPLI",1065,"River Region Credit Union"
24955,3/31/2026 0:00:00,18511,"MULTIPLI",1241,"Multipli Credit Union"
24955,3/31/2026 0:00:00,18511,"MULTIPLI",1242,"Missouri Credit Union"
24957,3/31/2026 0:00:00,6260,"COASTHILLS",1080,"CoastHills"
24957,3/31/2026 0:00:00,6260,"COASTHILLS",1081,"CoastHills Credit Union"
24957,3/31/2026 0:00:00,6260,"COASTHILLS",1082,"CoastHills Federal Credit Union (as of 1/19/24)"
24963,3/31/2026 0:00:00,5770,"FIRST SOUTH FINANCIAL",1084,"First South Financial"
24963,3/31/2026 0:00:00,5770,"FIRST SOUTH FINANCIAL",1085,"First South Financial FCU"
24963,3/31/2026 0:00:00,5770,"FIRST SOUTH FINANCIAL",1158,"First South Financial Federal Credit Union"
24963,3/31/2026 0:00:00,5770,"FIRST SOUTH FINANCIAL",1163,"First South"
24969,3/31/2026 0:00:00,17056,"ALTURA",1097,"Altura Credit Union"
24970,3/31/2026 0:00:00,15777,"COMMONWEALTH",1198,"Commonwealth Credit Union"
24971,3/31/2026 0:00:00,21196,"PWC EMPLOYEES",1207,"PWC Employees Credit Union"
24973,3/31/2026 0:00:00,15113,"ARROWHEAD",712,"Desert Communities Credit Union"
24973,3/31/2026 0:00:00,15113,"ARROWHEAD",713,"a Division of Arrowhead"
24979,3/31/2026 0:00:00,15681,"BAYPORT",772,"BayPort Credit Union"
24980,3/31/2026 0:00:00,15191,"CALIFORNIA",582,"North Island Credit Union"
24983,3/31/2026 0:00:00,4498,"CREDIT UNION OF SOUTHERN CA, A",970,"CU SoCal"
24983,3/31/2026 0:00:00,4498,"CREDIT UNION OF SOUTHERN CA, A",1278,"Credit Union of Southern California, a Federal Credit Union"
24984,3/31/2026 0:00:00,8223,"HUDSON VALLEY",727,"HVCU"
24984,3/31/2026 0:00:00,8223,"HUDSON VALLEY",1224,"Marist Red Fox Financial"
24985,3/31/2026 0:00:00,1775,"HERITAGE FINANCIAL",1027,"Financial Development Center, an extension of Heritage Financial Credit Union"
24986,3/31/2026 0:00:00,5526,"VALLEY FIRST",1306,"Valley First Credit Union"
24987,3/31/2026 0:00:00,4481,"HUDSON RIVER COMMUNITY",1086,"HRCCU"
60024,3/31/2026 0:00:00,14508,"PRIORITY ONE",908,"Your Financial Fitness Center"
60042,3/31/2026 0:00:00,14524,"WASHINGTON STATE EMPLOYEES",900,"One Washington Financial LLC"
60042,3/31/2026 0:00:00,14524,"WASHINGTON STATE EMPLOYEES",1108,"WSECU"
60042,3/31/2026 0:00:00,14524,"WASHINGTON STATE EMPLOYEES",1126,"WSECU INSURANCE SERVICES"
60042,3/31/2026 0:00:00,14524,"WASHINGTON STATE EMPLOYEES",1127,"WSECU INVESTMENT MANAGEMENT"
60042,3/31/2026 0:00:00,14524,"WASHINGTON STATE EMPLOYEES",1128,"WASHINGTON STATE EMPLOYEES CREDIT UNION"
60103,3/31/2026 0:00:00,14579,"FIRST COMMUNITY",933,"FCCU Home Loans"
60103,3/31/2026 0:00:00,14579,"FIRST COMMUNITY",934,"First Community Home Loans"
60137,3/31/2026 0:00:00,14611,"DOW",999,"Dow Chemical Employees' Credit Union"
60205,3/31/2026 0:00:00,14675,"GULF",797,"Gulf Credit Union"
60215,3/31/2026 0:00:00,14684,"SUPERIOR CREDIT UNION",957,"Superior Credit Union"
60238,3/31/2026 0:00:00,14704,"GREAT LAKES",314,"GLCU"
60327,3/31/2026 0:00:00,14783,"GALE",1053,"Kemba Peoria Credit Union, a Division of Gale Credit Union"
60327,3/31/2026 0:00:00,14783,"GALE",1054,"Tazewell Area Credit Union, a Division of Gale Credit Union"
60337,3/31/2026 0:00:00,14790,"I. H. MISSISSIPPI VALLEY",749,"IHMVCU"
60377,3/31/2026 0:00:00,14824,"MINNESOTA POWER EMPLOYEES",687,"MPECU"
60484,3/31/2026 0:00:00,14921,"ASSOCIATED CREDIT UNION",1307,"Coca-Cola Credit Union, a division of Associated Credit Union"
60520,3/31/2026 0:00:00,14954,"EDUCATIONAL EMPLOYEES",210,"EECU"
60666,3/31/2026 0:00:00,15083,"SOVITA",648,""
60716,3/31/2026 0:00:00,15129,"ONE CREDIT UNION OF NY",448,"ONE CU"
60768,3/31/2026 0:00:00,15176,"HOOSIER HILLS",150,"Hoosier Hills Investment"
60768,3/31/2026 0:00:00,15176,"HOOSIER HILLS",979,"Hoosier Hills Insurance Agency"
60780,3/31/2026 0:00:00,15188,"CRANSTON MUNICIPAL EMPLOYEES",988,"CME Credit Union"
60780,3/31/2026 0:00:00,15188,"CRANSTON MUNICIPAL EMPLOYEES",989,"CME CU"
60801,3/31/2026 0:00:00,15207,"BLUPEAK",53,"USE Credit Union"
60806,3/31/2026 0:00:00,15212,"TEXANS",251,"Texans Credit Union"
60816,3/31/2026 0:00:00,15221,"COMMUNITY CREDIT UNION OF FLORIDA",703,"Community Credit Union"
60816,3/31/2026 0:00:00,15221,"COMMUNITY CREDIT UNION OF FLORIDA",704,"CommunityCreditUnion of Florida"
60816,3/31/2026 0:00:00,15221,"COMMUNITY CREDIT UNION OF FLORIDA",705,"CCU"
60816,3/31/2026 0:00:00,15221,"COMMUNITY CREDIT UNION OF FLORIDA",958,"Community Credit Union Florida"
60816,3/31/2026 0:00:00,15221,"COMMUNITY CREDIT UNION OF FLORIDA",959,"CCU Florida"
60928,3/31/2026 0:00:00,15314,"KIMBERLY CLARK",1056,"Volunteer Corporate Credit Union"
60931,3/31/2026 0:00:00,15317,"MICHIGAN EDUCATIONAL",478,"MECU Financial"
60967,3/31/2026 0:00:00,15349,"HUNTINGTON BEACH",199,"HBCU"
61003,3/31/2026 0:00:00,15383,"WHEELHOUSE",790,"Wheelhouse Credit Union"
61003,3/31/2026 0:00:00,15383,"WHEELHOUSE",792,"Wheelhouse"
61004,3/31/2026 0:00:00,15384,"SAN DIEGO COUNTY",182,"SDCCU.com"
61004,3/31/2026 0:00:00,15384,"SAN DIEGO COUNTY",183,"SDCCU"
61088,3/31/2026 0:00:00,15461,"OKLAHOMA EDUCATORS",120,"OECU"
61089,3/31/2026 0:00:00,15462,"HOMELAND",827,"38376PJ92"
61089,3/31/2026 0:00:00,15462,"HOMELAND",828,"3140JA2P2"
61089,3/31/2026 0:00:00,15462,"HOMELAND",829,"3138MFRK5"
61089,3/31/2026 0:00:00,15462,"HOMELAND",830,"3138ETGG5"
61089,3/31/2026 0:00:00,15462,"HOMELAND",831,"3138ETDF0"
61089,3/31/2026 0:00:00,15462,"HOMELAND",832,"3138EPM27"
61089,3/31/2026 0:00:00,15462,"HOMELAND",833,"31326FZA9"
61089,3/31/2026 0:00:00,15462,"HOMELAND",834,"3128JPZ78"
61089,3/31/2026 0:00:00,15462,"HOMELAND",835,"31288QE48"
61093,3/31/2026 0:00:00,15466,"VIBRANT",626,"Vibrant Credit Union"
61123,3/31/2026 0:00:00,15493,"LOUISVILLE GAS AND ELECTRIC COMPANY",1183,"LG&E Co. Credit Union"
61160,3/31/2026 0:00:00,15524,"MEMBERS FIRST CREDIT UNION OF FLORI",894,"Members First Credit Union"
61160,3/31/2026 0:00:00,15524,"MEMBERS FIRST CREDIT UNION OF FLORI",895,"Members First"
61185,3/31/2026 0:00:00,15549,"LEADERS CREDIT UNION",1116,"Leaders Mortgage Services"
61185,3/31/2026 0:00:00,15549,"LEADERS CREDIT UNION",1117,"Leaders Investment Services"
61185,3/31/2026 0:00:00,15549,"LEADERS CREDIT UNION",1118,"Leaders Business Services"
61186,3/31/2026 0:00:00,15550,"UNITED BAY COMMUNITY",1179,"Ubay"
61387,3/31/2026 0:00:00,15733,"BHCU",1138,"Propell Credit Union"
61650,3/31/2026 0:00:00,15972,"THE GOLDEN 1",219,"The Golden 1 Credit Union"
61650,3/31/2026 0:00:00,15972,"THE GOLDEN 1",220,"Golden 1 Credit Union"
61650,3/31/2026 0:00:00,15972,"THE GOLDEN 1",221,"Golden 1"
61650,3/31/2026 0:00:00,15972,"THE GOLDEN 1",222,"G1"
61698,3/31/2026 0:00:00,16016,"MICHIGAN UNITED",744,"Metro North Credit Union"
61698,3/31/2026 0:00:00,16016,"MICHIGAN UNITED",852,"Lakes Community Credit Union"
61708,3/31/2026 0:00:00,16026,"ARBOR FINANCIAL",295,"ECCU"
61708,3/31/2026 0:00:00,16026,"ARBOR FINANCIAL",515,"Arbor Financial"
61708,3/31/2026 0:00:00,16026,"ARBOR FINANCIAL",572,"Educational Community CU"
61708,3/31/2026 0:00:00,16026,"ARBOR FINANCIAL",686,"AFCU"
61734,3/31/2026 0:00:00,16048,"RIO GRANDE VALLEY CREDIT UNION",419,"Rio Grande Valley CU"
61734,3/31/2026 0:00:00,16048,"RIO GRANDE VALLEY CREDIT UNION",420,"Rio Grande Valley Credit Union"
61734,3/31/2026 0:00:00,16048,"RIO GRANDE VALLEY CREDIT UNION",421,"RGVCU"
61734,3/31/2026 0:00:00,16048,"RIO GRANDE VALLEY CREDIT UNION",422,"RGV Credit Union"
61748,3/31/2026 0:00:00,16061,"MONROE COMMUNITY",1280,"BeLOCAL"
61936,3/31/2026 0:00:00,16238,"ENERGY CAPITAL",370,"ECCU"
61986,3/31/2026 0:00:00,16286,"GRATIOT COMMUNITY",155,"GCCU"
62031,3/31/2026 0:00:00,16329,"HEARTLAND",289,"HCU"
62049,3/31/2026 0:00:00,16347,"MICHIGAN SCHOOLS AND GOVERNMENT",373,"MSGCU"
62049,3/31/2026 0:00:00,16347,"MICHIGAN SCHOOLS AND GOVERNMENT",714,"MSGCU Financial"
62049,3/31/2026 0:00:00,16347,"MICHIGAN SCHOOLS AND GOVERNMENT",765,"MSGCU Investment Services"
62072,3/31/2026 0:00:00,16368,"IGNITE",621,"BlueOx Investment Services"
62258,3/31/2026 0:00:00,16536,"COAST GUARD EMPLOYEES",146,"CGECU"
62347,3/31/2026 0:00:00,16617,"WMCU",1243,"Bloom Credit Union, a Division of WMCU"
62347,3/31/2026 0:00:00,16617,"WMCU",1244,"West Michigan Credit Union, a Division of WMCU"
62406,3/31/2026 0:00:00,16675,"BRIDGE",324,"STE Credit Union"
62406,3/31/2026 0:00:00,16675,"BRIDGE",981,"Struthers CU  A Division of Bridge Credit Union"
62406,3/31/2026 0:00:00,16675,"BRIDGE",1136,"YSCU A Division of Bridge Credit Union"
62431,3/31/2026 0:00:00,16697,"EXPREE",822,"Expree"
62504,3/31/2026 0:00:00,16766,"UNIVERSITY OF VA COMMUNITY CU",1220,"UVA Community Credit Union."
62514,3/31/2026 0:00:00,16776,"LAKE MICHIGAN",1212,"LMCU"
62536,3/31/2026 0:00:00,16796,"VIRGINIA UNITED METHODIST",579,"The United Methodist CU"
62574,3/31/2026 0:00:00,16833,"MERITRUST",643,"Premier Members CU"
62574,3/31/2026 0:00:00,16833,"MERITRUST",644,"PMCU"
62604,3/31/2026 0:00:00,16863,"BOEING EMPLOYEES",67,"BECU"
62710,3/31/2026 0:00:00,16967,"PELICAN",1323,"Pelican State Credit Union"
62745,3/31/2026 0:00:00,17002,"ONPOINT COMMUNITY",216,"OnPoint Insurance Services"
62745,3/31/2026 0:00:00,17002,"ONPOINT COMMUNITY",217,"OnPoint Community Credit Union"
62745,3/31/2026 0:00:00,17002,"ONPOINT COMMUNITY",218,"OnPoint Business Services"
62745,3/31/2026 0:00:00,17002,"ONPOINT COMMUNITY",442,"OnPoint Mortgage"
62745,3/31/2026 0:00:00,17002,"ONPOINT COMMUNITY",443,"OnPoint Wealth Management and In"
62801,3/31/2026 0:00:00,17057,"WEST COMMUNITY",304,"Tigers Community Credit Union"
62801,3/31/2026 0:00:00,17057,"WEST COMMUNITY",628,"West Community Mortgage"
